listing_id,address,city,zip_code,property_type,bedrooms,bathrooms,sqft,lot_size,year_built,garage,sale_price,list_price,days_on_market,hoa_monthly,school_rating,pool,sale_date
LST-80427,3615 Cedar St.,Charlotte,35465,multifamily,3.0,2.0,3969 sqft,1.881 acres,1955,,,"$847,822",10,150.1,9.0,Y,2020-05-28
LST-80237,210 Main Dr,charlotte,5575,CONDO,5.0,1.0,"4,763 sq ft",0.881 acres,2022,TRUE,"$418,000","$409,696",65,,,1,09/01/2020
LST-80923,3965 Elm St,"Nashville, TN",39119,Condo,2.0,1.5,824,1.155,1994,No,840000,"$818,796",269,370.35,,Y,2020-07-27
LST-80203,432 Maple Blvd,phoenix,38500,SFH,3.0,5.0,"4,201 sq ft",0.078,1977,,221000,"$234,190",223,280.87,,0,04/12/2021
LST-80557,9285 Cedar St.,Nashville,23678,Condominium,1.0,4.5,838 sq ft,"8,407 sq ft",1996,False,"$817,000","$778,148",212,278.44,7.0,0,2020-08-06
LST-80711,630 Elm Ave,Charlotte,56809,Multi Family,6.0,3.0,715 sqft,1.993 acres,1971,no,"$241,000","$238,507",177,,10.0,,2021-08-11
LST-80032,8644 Main Ave,"Nashville, TN",24946,Single Family,1.0,2.5,"1,815 sq ft",0.079 acres,0,yes,,"$1,165,728",223,,3.0,N,2021-09-25
LST-81401,5143 Elm Rd,Phoenix AZ,33099,Multi-Family,6.0,4.5,"1,810 sq ft",1.342 acres,2013,3,791000,"$848,660",156,4.11,7.0,1,2020-12-16
LST-80651,321 Oak St.,Denver,10326,single family,3.0,1.0,987 SF,,1958,Yes,$1211K,"$1,221,851",279,442.78,,Yes,2021-01-10
LST-81773,9649 Pine Ln,charlotte,90822,townhouse,3.0,5.0,"3,496 sq ft",0.299 acres,1942,,"$616,000","$615,068",230,482.57,4.0,No,05/17/2022
LST-80124,432 Cedar Ln,Charlotte NC,6324,CONDO,4.0,5.0,"1,804 sq ft",,2022,No,"$430,000","$439,628",238,174.31,10.0,1,2023-10-28
LST-81762,2490 Oak Ave.,Denver,99815,single family,4.0,4.5,1368,1.004 acres,1957,FALSE,$749K,"$780,279",67,444.86,10.0,Yes,2023-06-15
LST-80425,5020 Elm Dr,Charlotte,50130,SFH,4.0,4.5,"1,204 sq ft","17,946 sq ft",1970,0,862000,"$844,980",118,340.05,8.0,,01/18/2022
LST-81272,6960 Cedar Ave,Phoenix,47595,SFH,6.0,1.5,"3,439 sq ft","4,268 sq ft",1980,No,$1020.0k,"$1,119,131",254,,10.0,N,2022-01-05
LST-81633,5328 Main St.,Nashville,50558,TOWNHOUSE,5.0,3.0,687 sq ft,1.067 acres,1947,,$500K,"$542,616",24,335.07,8.0,Y,03/28/2022
LST-80049,8227 Oak St.,charlotte,28262,townhouse,4.0,3.5,"4,644 sq ft",,1940,yes,"$1,112,000",,180,450.43,6.0,,09/12/2022
LST-81783,5650 Maple St.,Charlotte,65481,Condominium,5.0,3.0,2092,0.596 acres,2022,2,$696K,,159,412.97,3.0,Yes,09/29/2022
LST-80196,4370 Cedar Rd,Charlotte,18370,TOWNHOUSE,6.0,4.0,"1,434 sq ft",,1966,Y,1126000,"$1,260,994",210,,4.0,0,01/07/2023
LST-81356,1480 Main St.,Phoenix AZ,42610,single family,1.0,5.0,1333 sqft,"31,581 sq ft",1974,3,,"$689,109",295,602.45,6.0,0,
LST-80233,5043 Pine Rd,San José,46204,SFH,4.0,3.5,760 sqft,2.314 acres,1998,N,$1021K,"$1,120,719",9,59.76,7.0,Y,2021-05-31
LST-80394,3387 Oak Blvd,Denver,20203,TOWNHOUSE,5.0,1.0,2382 sqft,0.966 acres,1962,0,$1056K,"$1,037,058",171,305.8,6.0,0,2020-06-01
LST-81394,1102 Maple Ave,phoenix,28009,CONDO,1.0,2.0,1910 SF,0.98,1958,TRUE,"$438,000","$489,655",108,376.88,,,2020-02-07
LST-80611,174 Cedar Dr,"Nashville, TN",9095,TOWNHOUSE,6.0,4.0,,0.539 acres,2003,0,"$1,189,000","$1,166,043",131,,3.0,Yes,2020-08-08
LST-81374,7982 Main Rd,Austin,89372,Townhouse,5.0,2.5,4731 sqft,,1943,FALSE,,"$386,684",-29,320.94,8.0,No,2020-03-18
LST-80382,8920 Pine Rd,Phoenix,15524,condo,6.0,5.0,2931 SF,2.153,1962,No,$603K,"$657,783",253,,4.0,N,2020-04-25
LST-81318,6393 Oak Ave,Charlotte NC,79374,,3.0,1.5,,"41,077 sq ft",2030,,$470K,"$471,150",116,,,,11/29/2022
LST-81366,7517 Maple Ave.,Phoenix AZ,75993,Condo,5.0,3.0,"2,868 sq ft",2.059,1969,,"$667,000","$645,792",-42,,6.0,1,2023-01-07
LST-80324,9842 Elm Ln,"Nashville, TN",32012,Single-Family,1.0,4.5,,"26,397 sq ft",2022,yes,"$1,243,000","$1,245,301",45,98.7,2.0,Yes,2022-09-03
LST-81027,1520 Maple Ave,San Jose,35652,Single-Family,4.0,4.0,849 sq ft,0.808 acres,1992,True,,"$385,209",224,,,1,09/18/2020
LST-81535,2183 Pine Blvd,San José,42894,,4.0,3.5,"2,830 sq ft","53,622 sq ft",1999,2,"$1,119,000","$1,145,199",168,,10.0,0,10/31/2023
LST-81376,1603 Maple St.,"Nashville, TN",60214,TOWNHOUSE,6.0,2.0,1730 sqft,"50,398 sq ft",1948,FALSE,"$959,000",,63,136.28,1.0,Y,01/20/2021
LST-80078,9006 Oak Ln,raleigh,46028,Multi-Family,6.0,4.0,2974 sqft,,1985,,"$1,051,000","$1,032,478",157,,3.0,1,2021-04-02
LST-80059,7176 Maple Ave.,Charlotte NC,47280,condo,2.0,1.5,2957 sqft,,1958,Yes,"$326,000","$328,339",177,539.82,9.0,1,2020-02-02
LST-81307,6564 Cedar Rd,Phoenix AZ,82032,Condominium,6.0,1.5,"2,907 sq ft",0.39,1977,FALSE,731000,"$706,205",250,,2.0,N,06/14/2020
LST-80350,1282 Main Ave.,Charlotte NC,71127,Town House,3.0,2.0,,0.569 acres,1954,TRUE,,"$1,221,725",-42,,,,07/21/2022
LST-80073,4154 Oak Blvd,charlotte,20582,Condo,4.0,4.0,2013 sqft,,1996,,"$764,000","$739,598",190,564.33,10.0,,2022-12-28
LST-80450,8751 Main Blvd,Phoenix AZ,20471,single family,2.0,5.0,"4,489 sq ft",,1989,False,,"$882,985",39,649.7,7.0,0,
LST-81684,9808 Oak St,Denver,94798,single family,3.0,4.0,"1,908 sq ft",1.221,1943,0,"$692,000","$697,990",196,582.91,2.0,N,2020-10-05
LST-80069,3786 Cedar Ave,nashville,97056,Condo,1.0,2.0,"3,441 sq ft","86,945 sq ft",2008,yes,"$471,000","$465,590",103,,4.0,0,2020-01-08
LST-80162,7329 Main St,Charlotte,44198,SFH,3.0,3.5,,"43,995 sq ft",1949,,925000,,190,315.07,3.0,Yes,
LST-81341,4091 Cedar Ave,denver,23275,townhouse,5.0,5.0,"3,446 sq ft",,2022,yes,$216.0k,"$207,760",115,521.08,,1,07/03/2023
LST-81576,4255 Main Ln,Charlotte,99195,condo,5.0,3.0,,"83,156 sq ft",1979,3,$625.0k,"$637,098",179,,1.0,,2023-09-13
LST-80943,487 Elm Ave.,SAN JOSE,52821,Single Family,3.0,4.5,968 sqft,"77,754 sq ft",1980,Y,"$230,000","$245,444",211,339.36,4.0,No,2020-05-01
LST-81552,2960 Main St.,austin,15473,multifamily,4.0,1.0,2478 SF,0.739 acres,1945,FALSE,,"$279,918",39,,3.0,No,2023-04-08
LST-80889,7996 Main St.,SAN JOSE,83508,Multi Family,1.0,4.0,1676 sqft,,1942,True,$604.0k,"$579,653",32,215.94,8.0,1,2020-09-03
LST-81251,9732 Pine Ln,san jose,74175,Town House,3.0,3.5,4032 sqft,"38,245 sq ft",1984,,"$345,000","$334,885",260,34.2,1.0,No,2021-04-15
LST-80582,5441 Pine St,phoenix,34560,multifamily,3.0,2.0,"1,285 sq ft",,1960,False,"$608,000","$584,113",299,,5.0,0,11/03/2022
LST-80950,1849 Elm Ave.,raleigh,49384,Condo,4.0,5.0,"5,007 sq ft",,1971,no,$769K,"$773,798",22,,,,2022-04-29
LST-81073,9459 Main Ln,Phoenix,15099,,4.0,2.5,"1,129 sq ft",,1994,Y,"$950,000","$927,108",27,72.28,1.0,Y,2021-03-08
LST-81380,8884 Main St,San Jose,30626,SFH,6.0,4.0,"4,839 sq ft","99,665 sq ft",2010,TRUE,679000,,3,,2.0,N,2021-10-20
LST-80976,8351 Main Rd,austin,3586,multifamily,2.0,1.5,"1,509 sq ft",1.275 acres,1964,,"$844,000","$826,603",265,327.07,5.0,0,06/28/2022
LST-80700,4659 Elm St,phoenix,73384,Single-Family,5.0,1.5,3256,"86,074 sq ft",1964,3,,"$339,913",234,483.26,9.0,1,2021-12-27
LST-80464,847 Oak Ln,Austin,10756,CONDO,2.0,3.5,"3,703 sq ft",2.209 acres,1944,False,$780K,"$759,842",126,474.32,7.0,Y,2021-03-30
LST-81054,3385 Oak St,san jose,34039,TOWNHOUSE,6.0,2.0,"1,557 sq ft",0.222 acres,1984,False,,"$818,927",268,568.36,4.0,1,2022-04-01
LST-80220,2889 Main Rd,Denver,13179,Single Family,1.0,4.5,,1.592 acres,1976,no,$501K,"$510,253",233,,8.0,No,2021-10-19
LST-80076,3337 Elm Dr,AUSTIN,82293,Town House,4.0,3.0,"2,922 sq ft",1.154,2019,False,"$888,000","$917,996",32,184.11,1.0,N,2022-02-12
LST-81759,1193 Elm Dr,charlotte,65002,Condominium,3.0,1.0,4933,"31,581 sq ft",1990,,,"$245,997",181,,4.0,N,2020-11-16
LST-81540,5415 Cedar Rd,San Jose,96035,Multi Family,4.0,4.5,2966 sqft,,2000,,,"$1,237,996",83,430.15,7.0,1,
LST-81078,8753 Cedar Ave.,Austin,12284,multifamily,2.0,5.0,,0.785 acres,2004,no,514000,"$544,162",73,379.23,7.0,1,2023-01-27
LST-81298,3717 Oak St.,AUSTIN,34498,Condominium,4.0,3.5,2873 SF,"52,620 sq ft",1944,1,"$755,000","$750,629",24,,9.0,Y,2020-06-24
LST-80398,5597 Pine Ave,DENVER,6725,Multi Family,1.0,4.0,1579,0.766 acres,2017,no,"$363,000","$346,539",210,546.23,7.0,Y,2020-09-15
LST-80367,6114 Pine Ave,denver,49568,CONDO,6.0,1.0,2610,"80,934 sq ft",1980,N,$1049K,"$1,070,427",257,,7.0,No,10/30/2020
LST-80351,1275 Elm St.,denver,25410,,2.0,4.0,1756,1.086 acres,1985,TRUE,815000,"$904,993",132,33.15,9.0,No,2022-09-30
LST-80994,8950 Elm Blvd,SAN JOSE,77393,Multi Family,1.0,3.0,768 sq ft,"20,647 sq ft",1975,3,$539.0k,"$602,474",172,456.9,10.0,Y,2022-04-10
LST-80251,1428 Cedar Dr,san jose,97127,townhouse,6.0,4.5,"3,791 sq ft",1.058 acres,1965,yes,,"$1,041,360",56,,8.0,No,06/01/2022
LST-80297,912 Cedar St,AUSTIN,99796,condo,2.0,2.5,5177 sqft,"6,708 sq ft",2020,FALSE,$410K,"$435,234",276,,9.0,N,2023-02-16
LST-81043,6472 Cedar Ln,"Nashville, TN",46794,Single-Family,1.0,2.5,1738 sqft,,2002,,"$997,000","$1,041,841",158,149.5,7.0,1,
LST-80247,7139 Pine St,Phoenix AZ,75097,SFH,4.0,2.0,1438 sqft,0.953 acres,1941,,$721K,"$791,419",105,165.8,3.0,1,03/03/2022
LST-80710,8476 Pine St,DENVER,61698,Single Family,1.0,1.0,4078,1.511,2022,True,553000,"$597,101",186,93.87,3.0,,2023-02-25
LST-80030,9996 Maple Ave,Nashville,93171,Condominium,5.0,5.0,"3,737 sq ft",2.328 acres,2000,No,,"$1,189,927",28,598.59,5.0,Y,2020-02-07
LST-81164,2895 Oak St.,austin,93217,Condominium,6.0,4.0,2450 sqft,1.869,2015,FALSE,385000,"$374,873",188,605.64,5.0,0,09/26/2022
LST-80275,8094 Oak Blvd,Austin,63418,condo,3.0,1.0,,,2030,no,1246000,"$1,185,968",237,70.16,9.0,Y,09/27/2021
LST-81049,7312 Maple Ln,austin,84601,TOWNHOUSE,5.0,3.0,"3,652 sq ft",,2007,,"$463,000","$472,631",167,56.94,5.0,No,12/04/2021
LST-80869,9228 Pine Dr,San Jose,30630,Townhouse,5.0,4.5,"3,030 sq ft",2.221,1972,TRUE,$871.0k,,14,,7.0,Y,2022-05-31
LST-81268,6944 Pine St,Charlotte,53797,Condo,2.0,4.5,859 sq ft,2.168,1947,Yes,1175000,"$1,206,580",69,516.13,1.0,0,
LST-81610,5148 Main Blvd,Nashville,78094,condo,4.0,4.0,1338 sqft,1.99 acres,1974,FALSE,"$284,000","$282,410",299,,,No,2023-04-22
LST-81052,1681 Pine St.,SAN JOSE,35911,SFH,3.0,3.5,"2,980 sq ft","53,840 sq ft",1994,TRUE,$1009K,"$1,111,602",125,319.67,5.0,1,10/23/2022
LST-81429,5332 Pine St,Charlotte NC,49520,Townhouse,6.0,4.0,,,1993,,371000,"$408,601",189,,10.0,0,06/29/2023
LST-81446,8789 Pine St,San Jose,18047,,3.0,1.0,942 SF,"56,758 sq ft",1983,Y,$310.0k,"$305,716",47,429.63,5.0,No,2021-08-06
LST-80099,3617 Cedar St.,Raleigh,48138,Single-Family,4.0,1.5,1907 sqft,"76,578 sq ft",1982,False,"$300,000","$325,547",155,425.0,9.0,N,2021-08-20
LST-81476,2228 Cedar St,DENVER,18204,townhouse,5.0,2.5,1422,"34,020 sq ft",2020,2,,,115,105.28,7.0,No,2021-11-22
LST-81452,3530 Maple Rd,"Nashville, TN",77595,Single-Family,3.0,5.0,,,1992,False,,,116,,1.0,Yes,2022-12-13
LST-81580,7839 Main Blvd,"Nashville, TN",36161,townhouse,4.0,1.0,"3,151 sq ft",1.348 acres,1973,2,"$1,152,000","$1,257,608",250,95.43,9.0,Yes,03/10/2023
LST-80044,6317 Pine St,charlotte,98105,Single-Family,5.0,3.0,"4,810 sq ft",1.616,1956,,$1239K,"$1,257,714",17,155.05,5.0,No,2021-07-22
LST-80820,5647 Elm Rd,Nashville,35744,Multi-Family,2.0,2.5,"1,412 sq ft",0.184 acres,2003,yes,$834K,"$861,617",61,,9.0,Yes,03/13/2021
LST-80824,9285 Maple St,nashville,82286,Single-Family,1.0,3.0,3860 SF,"37,984 sq ft",2045,,$994K,"$979,303",103,631.68,,1,2020-12-01
LST-80168,4069 Maple St.,Phoenix AZ,31232,Multi Family,6.0,2.0,"1,926 sq ft","33,410 sq ft",1984,yes,856000,"$816,285",60,,4.0,,
LST-80985,8263 Maple Dr,denver,12595,CONDO,5.0,4.0,,"52,446 sq ft",1982,N,519000,,105,,7.0,,2020-05-26
LST-81444,9931 Maple Dr,Raleigh,88536,Multi Family,3.0,5.0,"4,502 sq ft",0.43 acres,2000,2,"$448,000","$426,452",168,,6.0,No,05/11/2021
LST-81653,3100 Elm Ave.,san jose,59317,TOWNHOUSE,6.0,3.5,,0.812 acres,1987,0,$832.0k,,281,625.89,6.0,1,2022-12-28
LST-81767,1307 Maple St.,Denver,30836,Town House,5.0,5.0,"1,167 sq ft",1.174,1964,,,"$876,310",266,336.99,,No,04/16/2021
LST-80567,3422 Oak Ln,Charlotte,58851,,2.0,4.5,"3,407 sq ft",,1940,,$682K,"$680,616",43,,9.0,No,05/28/2022
LST-81494,7648 Elm Dr,san jose,94456,Condo,4.0,5.0,2737 sqft,0.39,1991,False,1104000,"$1,173,418",120,46.43,2.0,0,05/04/2022
LST-81289,665 Maple Rd,charlotte,26568,TOWNHOUSE,2.0,3.0,3870 sqft,,1974,TRUE,,"$898,324",45,,2.0,Yes,
LST-80802,8945 Main Blvd,san jose,48691,Town House,2.0,4.0,"3,505 sq ft","102,496 sq ft",1951,,1057000,"$1,125,209",89,339.59,6.0,N,2023-09-26
LST-80538,4024 Oak Ln,SAN JOSE,82525,condo,4.0,1.5,"4,559 sq ft","67,300 sq ft",1988,True,"$231,000","$222,719",114,,5.0,1,2021-05-07
LST-80978,5422 Oak Ln,Phoenix AZ,41836,TOWNHOUSE,1.0,5.0,,,1981,,$382K,"$369,734",99,,1.0,1,08/14/2022
LST-81146,4028 Main Dr,Phoenix AZ,95741,Single-Family,3.0,1.5,1728 sqft,0.338 acres,2000,Yes,578000,"$597,936",96,163.76,6.0,0,2020-05-28
LST-80185,9546 Oak St,DENVER,14606,Multi-Family,4.0,4.5,1265 sqft,"50,311 sq ft",2004,Y,"$1,148,000","$1,096,451",133,148.72,10.0,Y,2022-12-10
LST-81317,7560 Elm Ave.,denver,55305,Single Family,4.0,4.5,"1,475 sq ft",0.876,1962,3,767000,"$743,900",2,322.07,,1,2021-07-22
LST-81112,5389 Main St,denver,68418,Town House,1.0,1.0,4614 sqft,,1941,Y,1163000,"$1,181,739",265,401.82,10.0,N,2021-06-04
LST-80680,5940 Cedar Ave,Nashville,10256,Town House,3.0,3.0,3624,0.983 acres,1982,3,,"$464,120",117,184.34,7.0,N,2023-03-09
LST-80845,2046 Main Ave.,phoenix,17585,SFH,4.0,4.0,3546 sqft,0.208,1990,N,,"$852,946",111,228.26,1.0,0,02/13/2023
LST-80439,4053 Main Rd,"Nashville, TN",10935,Multi-Family,4.0,3.5,"1,635 sq ft",,1953,,"$1,136,000","$1,186,661",78,32.76,7.0,N,06/22/2020
LST-81572,1576 Main Rd,SAN JOSE,53817,SFH,6.0,2.0,846 sq ft,2.199 acres,1990,,397000,,287,429.5,5.0,No,2021-10-03
LST-81253,5324 Cedar St,Charlotte NC,52200,CONDO,3.0,1.5,"3,873 sq ft","10,454 sq ft",1995,2,,"$642,312",93,147.31,10.0,0,2020-11-20
LST-80838,387 Main Ave.,phoenix,96923,single family,2.0,3.0,,1.877 acres,1968,No,"$296,000","$323,662",95,,4.0,Yes,2021-05-22
LST-80429,8407 Maple St.,denver,79161,Townhouse,3.0,4.0,"4,272 sq ft",1.616 acres,2001,,"$228,000","$234,968",163,,9.0,0,2023-04-10
LST-80374,7559 Maple Rd,Phoenix,78371,townhouse,6.0,2.5,,2.267,2021,,401000,"$444,813",238,,4.0,0,07/23/2023
LST-81486,9143 Maple Rd,phoenix,30764,SFH,2.0,4.0,,,1987,,"$812,000",,217,196.67,8.0,Y,11/22/2022
LST-80123,8422 Pine Ave,DENVER,3552,Single Family,1.0,3.0,"2,653 sq ft",1.291 acres,1968,1,$1134K,"$1,232,633",229,594.87,10.0,,2021-01-21
LST-80570,9820 Cedar Dr,Raleigh,41782,Townhouse,5.0,1.5,4648 sqft,"56,279 sq ft",1940,,"$580,000","$623,015",178,68.01,,0,2022-02-09
LST-80485,882 Main Ave,Charlotte NC,96440,Multi Family,4.0,1.5,4388 sqft,,1968,N,,"$277,509",227,59.93,,1,2021-01-06
LST-81106,1914 Pine Rd,Raleigh,13995,Condominium,1.0,1.0,2323,0.806 acres,1958,FALSE,$199K,"$222,348",91,,3.0,Yes,04/04/2021
LST-80900,988 Pine Ave,Phoenix AZ,28209,Multi Family,1.0,2.5,"4,265 sq ft",1.191 acres,1978,N,$1087.0k,"$1,155,729",287,521.13,6.0,0,02/22/2022
LST-80307,5541 Maple Rd,Charlotte,54448,single family,4.0,4.0,,,2003,2,,"$710,022",1,11.73,9.0,0,04/08/2021
LST-80898,771 Cedar Blvd,Charlotte NC,41109,Condominium,4.0,3.0,"1,170 sq ft","33,454 sq ft",1961,,$498K,,35,,6.0,Yes,06/25/2021
LST-80799,2656 Elm Ave,denver,37277,Multi Family,1.0,4.0,2081 sqft,1.372 acres,1800,N,808000,"$872,828",140,526.75,2.0,1,03/06/2021
LST-80194,5518 Cedar Dr,Raleigh,17761,Multi Family,1.0,3.5,1895,,1964,True,"$999,000","$1,076,559",179,,10.0,0,2021-08-31
LST-80411,8007 Elm Rd,DENVER,26613,Townhouse,5.0,1.0,"1,909 sq ft","41,904 sq ft",2009,Yes,$1242K,"$1,338,169",121,171.93,5.0,N,2022-11-18
LST-80365,2713 Cedar Ln,Charlotte,66773,,2.0,2.0,"3,266 sq ft",1.457 acres,1996,False,$784K,"$795,085",179,,7.0,Yes,04/28/2023
LST-81583,7447 Cedar Ave.,Austin,35644,CONDO,1.0,5.0,3674 sqft,2.273 acres,2022,no,,"$429,505",228,276.08,4.0,0,09/10/2021
LST-81105,1162 Oak St.,"Nashville, TN",52190,single family,5.0,3.5,,,1980,1,"$218,000","$216,582",40,1.43,3.0,0,
LST-81427,1631 Pine Ln,Charlotte NC,16590,Condo,2.0,4.5,"2,039 sq ft",0.449 acres,2009,no,,,45,,7.0,Yes,04/25/2021
LST-80925,5068 Main Ave,Phoenix,72875,Multi-Family,2.0,5.0,,"46,130 sq ft",2009,FALSE,,"$649,916",287,90.83,3.0,Yes,01/14/2020
LST-80067,7332 Elm Ln,San José,25680,multifamily,1.0,1.5,"2,046 sq ft",1.429 acres,1957,N,"$914,000","$959,416",243,30.63,8.0,No,10/31/2022
LST-80433,399 Maple Ave.,Charlotte NC,36518,multifamily,4.0,2.5,"4,507 sq ft",1.896 acres,1959,1,"$828,000","$818,802",105,157.16,9.0,Y,11/10/2021
LST-80584,2767 Pine Ave,austin,79478,condo,6.0,2.5,"3,334 sq ft","93,218 sq ft",1995,Yes,$524.0k,"$570,207",84,140.28,8.0,Yes,12/29/2020
LST-81144,8617 Main Blvd,San Jose,65411,Multi Family,3.0,1.5,2742 SF,,1966,yes,$700K,"$724,975",135,180.42,3.0,N,12/22/2022
LST-81510,8090 Oak Ave.,raleigh,33467,Condo,6.0,2.0,"3,020 sq ft",0.218 acres,1972,TRUE,$296K,"$301,267",232,,4.0,No,2021-10-13
LST-81296,9165 Pine Ave,Charlotte,20747,Condominium,1.0,1.5,"2,025 sq ft",,1983,TRUE,$420K,"$447,463",133,127.92,1.0,N,2021-04-03
LST-81686,8507 Maple Rd,Raleigh,64290,townhouse,1.0,3.5,4161 sqft,1.016 acres,1976,Yes,"$515,000","$559,038",127,236.07,,0,09/15/2023
LST-81385,9719 Cedar Rd,Phoenix,99056,Townhouse,2.0,3.5,4725,2.062 acres,1943,0,,"$453,581",31,547.37,6.0,Y,2023-09-09
LST-81305,4262 Cedar Blvd,san jose,76468,,5.0,4.0,3384 sqft,2.306 acres,1947,no,712000,"$786,846",150,305.07,6.0,N,2020-03-06
LST-80807,1060 Oak Blvd,Phoenix AZ,41979,Townhouse,4.0,4.5,852 SF,2.271,1952,yes,,"$324,970",76,216.64,8.0,1,10/20/2023
LST-80602,5141 Pine Rd,SAN JOSE,54936,townhouse,3.0,2.0,753 sqft,"24,785 sq ft",1962,,"$664,000","$652,109",148,,5.0,N,01/17/2021
LST-81314,2848 Elm Ln,phoenix,33650,SFH,3.0,2.0,"3,261 sq ft",0.985,1958,,$824K,"$821,525",2,556.74,2.0,,04/14/2020
LST-80316,7696 Oak St.,denver,64373,Town House,5.0,5.0,"4,461 sq ft","17,772 sq ft",1979,1,"$714,000","$718,131",-22,499.92,5.0,0,2023-03-19
LST-81756,3328 Cedar St.,SAN JOSE,70495,Condominium,4.0,2.5,957 sq ft,"67,866 sq ft",1996,TRUE,"$1,161,000","$1,240,825",188,367.64,10.0,,02/28/2020
LST-81458,9476 Main Blvd,Charlotte,40242,Multi-Family,4.0,5.0,"4,018 sq ft","79,104 sq ft",1953,,"$495,000","$472,289",69,,1.0,,2020-06-11
LST-81532,2345 Main Ln,Denver,89820,Multi Family,6.0,4.5,3678 sqft,0.95,1959,0,$817K,"$788,835",9,152.86,6.0,Y,
LST-80354,3483 Maple Ave,Phoenix AZ,88977,Town House,3.0,1.0,"1,100 sq ft","21,736 sq ft",2005,no,,,228,326.86,4.0,Y,
LST-80420,697 Oak Ave.,austin,15892,townhouse,4.0,4.5,,,1999,1,$988K,"$1,056,064",283,11.34,8.0,No,2023-07-11
LST-80471,1310 Main Ave,phoenix,43378,Multi-Family,5.0,2.0,,2.407 acres,1998,False,$192.0k,,29,631.43,10.0,,10/16/2020
LST-81507,3078 Oak Blvd,Charlotte,42904,Single Family,6.0,4.5,"3,407 sq ft","53,535 sq ft",1954,,"$1,222,000","$1,259,582",29,192.44,2.0,1,2023-01-11
LST-80561,4825 Maple St,san jose,56481,SFH,1.0,1.5,,1.685,2014,,"$447,000","$439,323",236,,6.0,Yes,2020-04-25
LST-81357,7503 Pine Ave.,Phoenix AZ,2643,,3.0,5.0,"3,307 sq ft","107,636 sq ft",1979,no,"$915,000","$971,796",11,456.53,3.0,,
LST-80261,6309 Main Ave,Phoenix AZ,6511,townhouse,6.0,2.0,2642 sqft,1.036 acres,1981,yes,"$475,000","$512,629",4,,5.0,N,2023-01-28
LST-81786,7780 Oak Rd,charlotte,70357,Town House,1.0,1.5,"2,270 sq ft",1.511,1975,No,,"$282,355",128,629.06,3.0,Yes,2023-05-15
LST-80240,6808 Main Ave,nashville,53770,Townhouse,3.0,1.5,3900,0.737 acres,1972,FALSE,,"$825,311",19,581.79,8.0,,01/13/2023
LST-80705,8380 Main Ln,denver,74028,multifamily,6.0,1.5,"1,367 sq ft",0.81 acres,1958,,465000,"$519,698",189,24.46,9.0,1,05/12/2022
LST-80598,9230 Cedar Blvd,raleigh,91190,Multi-Family,4.0,5.0,"1,345 sq ft","56,366 sq ft",1940,Yes,$238K,"$236,563",226,,10.0,Yes,2023-10-08
LST-80331,2575 Oak St.,san jose,16692,Single Family,3.0,1.0,"4,865 sq ft",1.579 acres,2015,,783000,"$843,264",294,457.08,7.0,No,06/11/2021
LST-80987,1549 Elm Ave.,AUSTIN,62893,Townhouse,3.0,2.5,"1,087 sq ft",0.321,1995,FALSE,1146000,"$1,176,698",291,346.54,1.0,0,2021-11-17
LST-81475,8212 Oak St.,denver,10739,Condominium,3.0,2.5,"1,377 sq ft",1.145,1997,,"$559,000","$568,731",8,134.92,9.0,No,01/15/2023
LST-81068,9112 Main Rd,denver,11507,Town House,1.0,4.0,3043 sqft,0.864 acres,2007,,,"$512,393",54,570.78,1.0,0,
LST-80774,8516 Cedar Blvd,AUSTIN,38114,Single Family,2.0,1.0,"2,183 sq ft",1.471 acres,2006,False,"$450,000",,10,172.67,8.0,1,2020-01-22
LST-81428,4356 Oak Rd,austin,53725,condo,1.0,1.5,"1,490 sq ft",1.681 acres,1944,no,616000,"$624,301",125,69.13,,Yes,01/13/2021
LST-80071,5286 Elm Dr,charlotte,47453,TOWNHOUSE,1.0,3.5,"1,324 sq ft",1.153 acres,2008,,$481K,"$461,641",19,,2.0,0,08/30/2023
LST-80674,2695 Main Rd,San Jose,46410,Condominium,3.0,3.0,"4,812 sq ft",1.173 acres,1940,,$799K,"$827,424",5,283.83,9.0,No,03/02/2023
LST-80259,5064 Elm St,"Nashville, TN",14611,Condominium,2.0,2.0,4732 SF,1.937,1990,3,,"$504,571",191,378.41,7.0,N,02/20/2022
LST-80051,2443 Oak Ave.,Charlotte NC,69030,Town House,2.0,1.5,"1,097 sq ft",,1951,TRUE,"$304,000","$332,398",177,,9.0,Y,
LST-80422,9642 Maple Rd,Charlotte NC,8040,Town House,4.0,5.0,"3,510 sq ft",0.939 acres,1988,No,"$667,000","$705,260",14,95.04,1.0,0,10/25/2022
LST-81172,3299 Cedar Ave,Charlotte NC,66765,condo,4.0,4.5,1846 sqft,2.188 acres,1944,FALSE,799000,"$855,900",274,,8.0,Y,09/04/2021
LST-81348,7987 Pine Ave,"Nashville, TN",77678,Single-Family,4.0,3.0,,0.764 acres,1950,,$383K,"$412,823",21,527.95,9.0,,05/11/2021
LST-80332,2923 Oak Rd,Denver,46667,Condominium,3.0,3.0,,2.133 acres,1961,TRUE,"$269,000","$274,583",90,,5.0,,10/06/2023
LST-81595,5678 Pine Ave.,nashville,10646,Townhouse,1.0,2.0,"1,591 sq ft",0.696 acres,1974,No,"$675,000","$661,707",53,250.46,10.0,,02/02/2020
