account_id,company_name,industry,plan,signup_date,churn_date,churned,mrr_usd,seats,monthly_active_users,usage_events,support_tickets_90d,nps_score,account_age_days,contract_type,region
ACC-10042,Company_42,education,,07/18/2022,,0,$1.10K,469,,"13,933 events",8.0,6.0,684,Annual,apac
ACC-10746,Company_746,Health,Pro,05/19/2021,,0,$203,381,204.0,25128,13.0,7.0,1109,ANNUAL,Europe
ACC-10125,Company_125,edtech,FREE,2022-11-10,2024-09-13,1,"$4,568.39",283,148.0,20360,8.0,4.0,569,month-to-month,APAC
ACC-10204,Company_204,Finance,Ent,02/22/2023,,0,"$5,166.70",468,482.0,"39,931 events",22.0,,465,MONTHLY,apac
ACC-11401,Company_1401,E-Commerce,Pro,15/10/2021,2022-03-31,1,$205.3,411,188.0,"19,571 events",14.0,0.0,960,Annual,APAC
ACC-10052,Company_52,ecommerce,pro,21/02/2022,,0,,362,372.0,38.1K,1.0,2.0,831,ANNUAL,LATAM
ACC-11220,Company_1220,EdTech,,07/14/2020,,0,$99.41,295,139.0,25.5K,4.0,1.0,1418,Annual,Asia Pacific
ACC-10545,Company_545,retail,Prof,07/10/2022,,0,"$5,052.65",300,214.0,"21,839 events",13.0,10.0,692,yearly,Americas
ACC-10068,Company_68,Retail,Free,24/01/2022,2023-03-12,1,$101,401,229.0,"47,128 events",16.0,7.0,859,Annual,Europe
ACC-11149,Company_1149,Finance,start,2020-06-17,2021-08-11,1,$44.64,21,14.0,"19,526 events",8.0,5.0,1445,2-Year,Latin America
ACC-10507,Company_507,TECH,PRO,2020-01-24,,0,$49,278,302.0,"31,482 events",11.0,7.0,1590,month-to-month,
ACC-11588,Company_1588,edtech,FREE,30/05/2020,2020-10-12,1,,375,156.0,49065,7.0,2.0,1463,Monthly,North America
ACC-10329,Company_329,Healthcare,ENT,14/05/2020,,0,"$5,301.91",275,,,23.0,-5.0,1479,month-to-month,LATAM
ACC-10898,Company_898,retail,Starter Plan,08/13/2022,2024-01-31,1,"$1,026.69",259,150.0,47.6K,24.0,,658,Annual,APAC
ACC-10183,Company_183,E-Commerce,professional,2023-02-21,,0,"$1,098.29",146,105.0,49540,5.0,4.0,466,,EMEA
ACC-10137,Company_137,FinTech,Free Trial,22/09/2022,,0,$30.15,350,128.0,15096,21.0,1.0,618,,NA
ACC-10796,Company_796,healthcare,start,2022-03-28,,Yes,$44.39,76,33.0,"18,213 events",20.0,0.0,796,Monthly,North America
ACC-10132,Company_132,Technology,Professional,02/13/2021,,0,$30.73,31,19.0,"24,889 events",24.0,,1204,monthly,EU
ACC-10080,Company_80,healthcare,Starter Plan,2022-11-29,2024-02-18,1,$5.22K,113,114.0,"38,283 events",16.0,3.0,550,Yearly,US
ACC-11317,Company_1317,tech,,12/06/2022,,0,$914,466,235.0,,0.3562754975460249,0.0,543,month-to-month,Europe
ACC-10105,Company_105,SaaS,starter,29/09/2021,2021-11-22,1,$1079,152,,37069,18.0,3.0,976,MONTHLY,NA
ACC-11262,Company_1262,SaaS,Free Trial,02/12/2020,,0,$483,355,250.0,,16.0,3.0,1277,Multi-Year,LATAM
ACC-10541,Company_541,ecommerce,Free Trial,2022-03-08,2023-03-15,1,$5.36K,474,299.0,"11,237 events",2.0,0.0,816,Monthly,EMEA
ACC-11309,Company_1309,fintech,start,2022-06-08,,0,$182.39,499,,19635,13.0,15.0,724,Annual,EMEA
ACC-10480,,TECH,free,11/27/2022,,0,1917.29,407,281.0,40.9K,17.0,6.0,552,multi-year,apac
ACC-10165,Company_165,EdTech,Starter Plan,06/02/2020,2022-02-02,1,$99.09,148,90.0,,17.0,9.0,1460,multi-year,Asia Pacific
ACC-10248,Company_248,ecommerce,ENTERPRISE,03/02/2021,2021-04-21,1,$52,331,213.0,"40,231 events",13.0,6.0,1214,multi-year,North America
ACC-10307,Company_307,healthcare,pro,19/04/2022,2024-01-28,1,$29.69,191,200.0,,3.0,8.0,774,Monthly,Asia Pacific
ACC-10446,Company_446,SaaS,FREE,28/02/2021,,0,$95.11,266,267.0,"19,780 events",5.0,0.0,1189,Multi-Year,LATAM
ACC-10889,Company_889,TECH,STARTER,12/05/2022,,0,"$1,941.17",334,159.0,"13,320 events",9.0,8.0,751,,Latin America
ACC-10858,Company_858,Retail,Enterprise,07/19/2021,,0,"$1,957.47",218,73.0,,1.0,-5.0,1048,2-Year,APAC
ACC-10334,Company_334,TECH,Pro,23/12/2020,2022-03-26,1,,255,,25.8K,15.0,0.0,1256,yearly,APAC
ACC-10978,Company_978,EdTech,start,05/29/2020,2020-08-08,1,$973,462,252.0,,10.0,10.0,1464,monthly,EMEA
ACC-10849,Company_849,edtech,pro,09/11/2020,,0,,19,14.0,23162,8.0,,1300,Annual,apac
ACC-10097,Company_97,saas,FREE,2022-03-31,,0,$915,393,328.0,49.4K,20.0,8.0,793,MONTHLY,North America
ACC-10906,Company_906,,PRO,23/11/2020,,0,45.33,137,103.0,"19,612 events",1.0,8.0,1286,MONTHLY,North America
ACC-10919,Company_919,EdTech,Pro,12/31/2022,,0,$183.00,226,119.0,,12.0,4.0,518,monthly,NA
ACC-10737,Company_737,E-Commerce,FREE,2022-11-06,,0,$4.92K,252,254.0,,18.0,8.0,573,multi-year,latam
ACC-11031,Company_1031,E-Commerce,starter,07/23/2020,,0,$1868,346,297.0,0.8K,6.0,3.0,1409,monthly,NA
ACC-11004,Company_1004,healthcare,pro,11/29/2021,2023-02-20,1,495.34,326,265.0,26.7K,0.6276524988637696,10.0,915,MONTHLY,emea
ACC-10421,Company_421,,Professional,21/08/2022,2024-06-29,1,$99.74,239,236.0,"28,510 events",0.7273745557845251,6.0,650,annual,NA
ACC-10102,Company_102,Finance,free,28/10/2022,,0,45.6,139,,,17.0,9.0,582,Annual,EMEA
ACC-10434,Company_434,ecommerce,Prof,2022-05-17,,0,$944.69,27,11.0,"16,958 events",9.0,2.0,746,multi-year,latam
ACC-10074,Company_74,EdTech,Enterprise,01/05/2022,2023-04-30,1,$29.64,25,,39.4K,15.0,4.0,878,multi-year,emea
ACC-11463,Company_1463,saas,professional,2021-08-17,,0,$29,468,331.0,2.0K,20.0,6.0,1019,annual,LATAM
ACC-10964,Company_964,Education,Ent,08/22/2022,,0,$48.52,112,107.0,"20,908 events",24.0,0.0,649,Yearly,EU
ACC-10228,Company_228,edtech,FREE,2020-08-04,,0,"$4,611.66",409,423.0,"9,204 events",9.0,7.0,1397,month-to-month,EMEA
ACC-11483,Company_1483,EdTech,professional,11/11/2022,,0,$4655,238,231.0,10534,1.0,4.0,568,monthly,EMEA
ACC-10302,Company_302,,start,14/06/2020,,0,$107,316,182.0,24.9K,23.0,8.0,1448,annual,Europe
ACC-11406,Company_1406,Health,FREE,2022-09-16,2023-04-17,1,$204,183,140.0,"15,418 events",6.0,1.0,624,month-to-month,North America
ACC-11454,Company_1454,Finance,starter,11/21/2021,,0,$949.48,370,223.0,"44,166 events",0.0,2.0,923,Multi-Year,NA
ACC-11328,Company_1328,SaaS,Free Trial,15/09/2021,,churned,,212,196.0,12.0K,14.0,7.0,-199,yearly,EU
ACC-10824,Company_824,retail,professional,13/01/2022,,0,"$4,828.75",343,291.0,42444,23.0,9.0,870,ANNUAL,Latin America
ACC-10762,Company_762,education,PRO,2022-04-11,2022-08-11,1,$95.98,84,25.0,"27,996 events",11.0,9.0,782,yearly,North America
ACC-10733,Company_733,E-Commerce,PRO,08/08/2021,,0,,421,252.0,"33,015 events",18.0,1.0,1028,Annual,
ACC-10388,Company_388,SaaS,PRO,2021-09-11,,0,$957.54,386,274.0,38.4K,9.0,7.0,-70,2-Year,NA
ACC-10235,Company_235,Software,professional,10/29/2021,,0,,494,424.0,"31,703 events",10.0,,946,multi-year,EU
ACC-11352,Company_1352,Tech,Ent,07/20/2020,2022-05-07,1,$5.14K,342,120.0,16070,0.48951064532947053,9.0,1412,Multi-Year,EU
ACC-10267,Company_267,education,Starter Plan,09/01/2020,,0,$29.03,432,208.0,"8,400 events",7.0,10.0,1605,ANNUAL,
ACC-10305,Company_305,Healthcare,STARTER,03/02/2023,,0,108.32,59,,48.0K,0.05617551779137988,5.0,457,Multi-Year,LATAM
ACC-11087,Company_1087,Tech,start,2021-05-08,2021-11-08,1,,76,,"31,230 events",22.0,,1120,MONTHLY,LATAM
ACC-10941,Company_941,retail,STARTER,2021-09-30,,0,$970.12,272,164.0,"46,093 events",8.0,0.0,975,Annual,latam
ACC-10117,Company_117,tech,start,26/10/2020,,0,$96,205,114.0,"27,445 events",4.0,,1314,Yearly,EMEA
ACC-11316,Company_1316,fintech,free,09/02/2021,,0,$54,172,180.0,20.7K,1.0,1.0,1003,MONTHLY,Americas
ACC-10673,Company_673,SaaS,enterprise,14/11/2022,,0,$191,237,100.0,49850,21.0,,565,,LATAM
ACC-10249,Company_249,Education,,28/09/2022,,0,"$1,037.84",483,456.0,,5.0,10.0,612,yearly,North America
ACC-11362,Company_1362,EdTech,FREE,18/09/2021,,0,1065.91,77,26.0,,12.0,2.0,987,2-Year,LATAM
ACC-11167,Company_1167,finance,free,03/08/2022,,0,$1819,21,21.0,20758,2.0,10.0,668,multi-year,Europe
ACC-10071,Company_71,EdTech,Free,08/08/2020,,0,$96.34,239,220.0,"36,420 events",10.0,,-5,monthly,Europe
ACC-10094,Company_94,edtech,Starter Plan,22/05/2020,,0,$506.24,300,198.0,27133,5.0,5.0,1471,Annual,APAC
ACC-11370,Company_1370,fintech,pro,07/26/2021,2021-12-06,1,$31,349,308.0,28576,18.0,3.0,1041,MONTHLY,Europe
ACC-10033,Company_33,saas,Ent,2022-06-22,,0,"$5,343.73",335,231.0,10299,16.0,4.0,710,monthly,Asia Pacific
ACC-10799,Company_799,Finance,PRO,01/14/2022,,0,$30.26,439,,"21,203 events",15.0,1.0,869,month-to-month,Asia Pacific
ACC-11191,Company_1191,Health,enterprise,2021-09-19,,0,$2051,27,14.0,48272,17.0,9.0,986,yearly,APAC
ACC-11387,Company_1387,Technology,,03/10/2021,,0,,334,210.0,"36,044 events",16.0,7.0,1179,Multi-Year,North America
ACC-10448,Company_448,Health,,01/15/2021,,0,$530.43,275,110.0,"7,022 events",21.0,10.0,1233,Multi-Year,Latin America
ACC-10445,Company_445,education,ENTERPRISE,2020-07-16,,0,$507.79,145,117.0,"24,316 events",12.0,3.0,1416,month-to-month,EU
ACC-10771,Company_771,saas,start,01/26/2020,,0,$31.13,148,132.0,24353,17.0,9.0,1588,Yearly,Americas
ACC-10716,Company_716,edtech,Ent,25/09/2021,2023-02-14,1,"$5,218.12",124,75.0,"33,566 events",15.0,2.0,980,annual,EMEA
ACC-10574,,education,Ent,2020-05-24,2020-10-10,1,4629.02,94,98.0,29148,5.0,1.0,1469,multi-year,NA
ACC-11490,Company_1490,ecommerce,freemium,2021-05-23,,0,$536.24,144,56.0,"18,845 events",21.0,9.0,1105,MONTHLY,LATAM
ACC-10000,Company_0,Retail,FREE,08/04/2023,,0,,486,502.0,15.1K,0.031560132262440824,0.0,420,2-Year,latam
ACC-11340,Company_1340,Retail,professional,02/26/2020,2021-06-21,1,$457.6,449,231.0,,17.0,9.0,1557,month-to-month,Americas
ACC-11120,Company_1120,E-Commerce,FREE,21/02/2023,,0,$31,214,80.0,36.1K,1.0,6.0,466,,Asia Pacific
ACC-10077,Company_77,Retail,freemium,2022-10-10,,0,957.67,93,74.0,9681,24.0,6.0,600,Annual,apac
ACC-10084,Company_84,saas,Enterprise,10/22/2021,,0,$939.83,451,206.0,"6,059 events",2.0,,953,annual,Latin America
ACC-11000,Company_1000,education,STARTER,12/02/2020,2021-08-28,1,"$5,078.34",465,,46.1K,19.0,10.0,1277,ANNUAL,LATAM
ACC-10082,Company_82,tech,FREE,13/12/2022,,0,$2.01K,19,17.0,"21,736 events",13.0,9.0,536,yearly,Europe
ACC-10457,Company_457,fintech,Prof,03/22/2020,,0,$525.44,360,210.0,34548,24.0,0.0,1532,Multi-Year,NA
ACC-11057,Company_1057,edtech,Pro,01/12/2021,,0,27.59,269,89.0,,17.0,0.0,913,Multi-Year,emea
ACC-10676,Company_676,Software,Ent,2022-05-11,,0,$206.03,27,9.0,24.7K,1.0,2.0,752,month-to-month,
ACC-11571,Company_1571,E-Commerce,FREE,2022-01-20,,0,$965,384,117.0,42.5K,18.0,10.0,863,,Europe
ACC-11165,Company_1165,ecommerce,starter,31/07/2020,2021-06-09,1,$31.87,217,190.0,"31,712 events",8.0,7.0,1401,multi-year,Europe
ACC-10436,Company_436,Education,Free Trial,03/09/2020,,0,$193.95,208,227.0,"28,860 events",24.0,2.0,1367,Multi-Year,apac
ACC-10770,Company_770,Education,PRO,01/05/2022,,0,$46,442,183.0,45.9K,6.0,1.0,878,month-to-month,NA
ACC-10869,Company_869,SaaS,,01/09/2021,,No,"$2,054.53",228,146.0,,4.0,1.0,1239,Multi-Year,EU
ACC-10644,Company_644,fintech,PRO,04/17/2022,,0,50.16,402,264.0,"12,259 events",0.47593356189115177,8.0,776,Annual,apac
ACC-10862,Company_862,FinTech,FREE,22/08/2022,,0,,22,,"23,758 events",9.0,,649,multi-year,Europe
ACC-10984,Company_984,Technology,ENT,2020-03-30,,0,$213.93,82,72.0,12.9K,12.0,0.0,1524,Yearly,
ACC-11052,Company_1052,education,Enterprise,2020-07-30,,0,,192,143.0,11654,20.0,2.0,1402,yearly,EU
ACC-11543,Company_1543,FinTech,free,18/07/2022,,0,$191,32,27.0,,11.0,9.0,-192,Annual,latam
ACC-11214,Company_1214,Technology,STARTER,16/07/2020,,0,$49.17,227,168.0,45266,20.0,,1416,Monthly,Asia Pacific
ACC-10404,Company_404,Education,pro,05/08/2022,,0,$194,471,327.0,"10,784 events",22.0,,755,monthly,Latin America
ACC-11416,Company_1416,fintech,Enterprise,07/22/2022,2023-08-29,1,$48,196,146.0,"29,147 events",23.0,5.0,680,Yearly,Europe
ACC-11063,Company_1063,healthcare,start,04/25/2021,,0,$217.61,118,109.0,"20,846 events",4.0,0.0,1133,monthly,NA
ACC-11293,Company_1293,finance,start,12/28/2020,,TRUE,$1018,423,462.0,,19.0,8.0,1251,month-to-month,NA
ACC-10104,Company_104,healthcare,FREE,07/21/2021,2022-05-22,1,,424,316.0,32370,13.0,6.0,1046,monthly,North America
ACC-10609,Company_609,Technology,STARTER,2021-04-02,,0,102.16,158,84.0,"47,287 events",17.0,10.0,1156,Multi-Year,apac
ACC-10998,Company_998,Retail,Starter Plan,2020-08-13,,0,,30,22.0,20303,21.0,2.0,1388,monthly,Asia Pacific
ACC-11182,Company_1182,edtech,Prof,2020-01-23,2020-11-08,1,51.07,90,91.0,11474,8.0,10.0,1591,,latam
ACC-10688,Company_688,Tech,Enterprise,20/09/2020,,0,190.86,230,85.0,655 events,0.7534583209005831,3.0,1350,multi-year,LATAM
ACC-11068,,fintech,enterprise,2020-04-30,,0,$1082,299,190.0,23016,0.35591335668103424,5.0,1493,month-to-month,US
ACC-10826,Company_826,Technology,ENTERPRISE,2023-03-04,,0,$1.90K,225,223.0,"34,921 events",2.0,8.0,455,,US
ACC-11242,Company_1242,Retail,Starter,05/01/2021,,0,$483.19,189,73.0,,7.0,9.0,1127,2-Year,
ACC-11085,Company_1085,,starter,02/15/2022,,0,$541,428,398.0,"11,714 events",6.0,10.0,837,Yearly,LATAM
ACC-10062,Company_62,FinTech,ENTERPRISE,2023-03-15,,0,"$1,907.73",6,4.0,"11,682 events",0.10498432797769942,3.0,444,Annual,EMEA
ACC-10281,,FinTech,professional,06/25/2020,,0,,421,207.0,"26,688 events",11.0,1.0,1437,multi-year,LATAM
ACC-10852,Company_852,Finance,,05/30/2020,,,"$1,064.12",315,287.0,12.7K,7.0,1.0,1463,Yearly,emea
ACC-10778,Company_778,Healthcare,STARTER,24/12/2022,,0,"$1,937.22",426,325.0,21631,24.0,,525,Monthly,emea
ACC-11101,Company_1101,E-Commerce,Enterprise,07/08/2022,,0,$27.4,294,293.0,"37,932 events",2.0,0.0,664,month-to-month,latam
ACC-10238,Company_238,EdTech,STARTER,01/28/2023,,0,$210,492,500.0,27.1K,17.0,3.0,490,month-to-month,
ACC-10223,Company_223,TECH,Starter Plan,03/08/2021,2022-03-18,1,,8,7.0,,2.0,2.0,1181,Yearly,emea
ACC-10145,Company_145,Finance,ENTERPRISE,2023-02-12,2024-12-19,1,$5063,380,412.0,,0.3122517569599996,3.0,475,month-to-month,emea
ACC-11524,Company_1524,ecommerce,Pro,10/25/2021,,0,$1078,222,240.0,10510,12.0,10.0,950,Yearly,apac
ACC-10373,Company_373,tech,pro,19/05/2022,,0,$5.23K,62,20.0,,14.0,0.0,744,ANNUAL,EU
ACC-11334,Company_1334,EdTech,FREE,09/27/2021,,churned,"$1,843.90",155,116.0,5.5K,8.0,,-122,multi-year,emea
ACC-10118,Company_118,education,Free Trial,08/29/2021,2023-08-20,1,49.01,85,65.0,"8,448 events",0.0,3.0,1007,yearly,Asia Pacific
ACC-11223,Company_1223,tech,Starter,2022-07-25,,0,53.33,203,207.0,,21.0,4.0,677,annual,EU
ACC-11221,Company_1221,Technology,pro,12/22/2022,,0,"$4,805.79",322,231.0,36.2K,0.5595573720054087,9.0,527,annual,Americas
ACC-10250,Company_250,fintech,Professional,10/20/2020,,TRUE,$46.21,261,264.0,"6,577 events",15.0,,1320,Multi-Year,Asia Pacific
ACC-11574,Company_1574,Finance,start,02/19/2021,,0,4808.52,296,,35.3K,20.0,6.0,1198,Yearly,EU
ACC-11311,Company_1311,EdTech,starter,06/25/2021,2022-10-23,1,107.03,269,149.0,"30,537 events",19.0,8.0,1072,annual,North America
ACC-11043,Company_1043,ecommerce,ENTERPRISE,18/11/2022,2023-10-17,1,"$2,195.57",44,16.0,,16.0,,561,monthly,
ACC-10009,Company_9,Tech,Free Trial,2022-04-11,,0,$196.42,366,292.0,"15,190 events",14.0,8.0,782,multi-year,
ACC-10449,Company_449,FinTech,freemium,2021-08-22,2022-08-14,1,$491.64,176,90.0,,0.7333851920320555,,1014,Multi-Year,apac
ACC-11260,Company_1260,Education,ENTERPRISE,12/30/2020,,0,$51.02,224,176.0,"23,146 events",5.0,1.0,1249,MONTHLY,EU
ACC-11035,Company_1035,Education,Pro,26/10/2022,,0,"$2,182.02",73,74.0,"45,024 events",4.0,9.0,584,Multi-Year,latam
ACC-10708,Company_708,education,enterprise,07/08/2022,2023-11-14,1,,116,96.0,"21,432 events",14.0,0.0,694,annual,NA
ACC-10255,Company_255,FinTech,STARTER,09/29/2021,,0,$99.05,158,151.0,"36,881 events",24.0,3.0,976,monthly,EU
ACC-10882,Company_882,SaaS,Starter Plan,14/08/2022,,0,27.74,64,20.0,"37,167 events",0.0,4.0,657,Monthly,APAC
ACC-10593,Company_593,Education,Ent,02/12/2021,,0,"$1,074.11",28,10.0,6142,23.0,3.0,1205,yearly,Asia Pacific
ACC-10389,Company_389,Healthcare,freemium,07/01/2021,,0,$185,373,158.0,12593,0.26790488661781825,1.0,1066,MONTHLY,APAC
ACC-11281,Company_1281,fintech,professional,04/08/2021,,0,$476.97,115,115.0,27043,20.0,7.0,1032,month-to-month,EU
ACC-11303,Company_1303,tech,Starter Plan,07/04/2020,,0,$1.01K,227,69.0,"2,359 events",17.0,7.0,1516,MONTHLY,Americas
ACC-10557,Company_557,ecommerce,ENT,08/21/2021,,0,$30.51,360,,"27,949 events",19.0,,1015,month-to-month,Americas
ACC-10908,,edtech,Professional,2022-05-06,2024-04-08,1,$105.41,396,145.0,2755,24.0,3.0,757,,US
ACC-10924,Company_924,Healthcare,Free Trial,2020-06-20,,No,$30,407,170.0,"34,908 events",6.0,5.0,1442,ANNUAL,emea
ACC-11449,Company_1449,Software,pro,2021-04-20,,0,$908,3,3.0,"36,985 events",7.0,10.0,1138,,NA
ACC-11245,,edtech,Starter,12/07/2020,,0,538.81,10,4.0,49533,0.2251383868531929,10.0,1272,annual,LATAM
ACC-10460,Company_460,Technology,Prof,2020-04-28,,0,"$1,098.29",418,358.0,5875,11.0,3.0,-131,Multi-Year,NA
ACC-10723,,E-Commerce,ENT,25/02/2020,,0,$95,462,389.0,,1.0,6.0,1558,Monthly,emea
ACC-11102,Company_1102,Education,,2022-05-19,,0,$4692,261,213.0,48144,3.0,10.0,-147,MONTHLY,latam
ACC-11506,Company_1506,retail,Starter Plan,2022-08-05,,0,91.12,81,26.0,42892,23.0,4.0,666,MONTHLY,apac
ACC-10144,Company_144,Retail,starter,07/15/2022,,0,$2030,428,443.0,"41,978 events",0.37901168531312174,,687,Monthly,Americas
ACC-10958,Company_958,,freemium,06/09/2020,,0,,335,220.0,27.7K,8.0,4.0,1364,ANNUAL,latam
ACC-10501,Company_501,Finance,Free Trial,24/06/2021,,0,$104.96,482,423.0,,16.0,7.0,1073,Monthly,NA
ACC-10922,Company_922,fintech,Professional,21/05/2022,2023-08-27,1,$960.21,386,358.0,41895,4.0,7.0,742,,NA
ACC-11189,Company_1189,healthcare,Free,12/24/2020,,0,,388,247.0,"32,704 events",0.0,3.0,1255,Multi-Year,apac
ACC-10739,Company_739,Tech,Professional,02/08/2020,,0,506.72,476,467.0,28.1K,18.0,8.0,1575,,EU
ACC-11509,Company_1509,E-Commerce,,01/17/2021,2021-09-29,1,$28.77,474,376.0,"6,921 events",0.7443860409750565,,1231,multi-year,North America
ACC-10868,Company_868,healthcare,STARTER,2021-09-01,,0,$206.31,22,17.0,"3,711 events",20.0,,1004,multi-year,EMEA
ACC-10731,Company_731,healthcare,ENT,2020-07-12,,0,"$1,917.53",281,219.0,3270,0.18402422766052978,-5.0,1420,ANNUAL,EMEA
ACC-10539,Company_539,E-Commerce,free,25/12/2020,,0,46.36,199,66.0,"22,132 events",13.0,-5.0,1254,,EU
ACC-10177,Company_177,Education,Pro,28/05/2022,2023-02-16,1,$941,362,162.0,"12,474 events",21.0,7.0,735,MONTHLY,apac
ACC-11576,Company_1576,Healthcare,professional,05/12/2021,,0,,260,162.0,13.3K,0.0,6.0,1116,Multi-Year,Latin America
ACC-10697,Company_697,FinTech,FREE,2022-03-16,2024-02-07,1,"$4,876.29",363,335.0,,11.0,8.0,808,,EMEA
ACC-11520,Company_1520,ecommerce,FREE,2021-05-27,,0,2096.04,109,71.0,"7,967 events",8.0,2.0,1101,Yearly,APAC
ACC-11345,Company_1345,FinTech,Professional,2021-04-28,2026-10-06,1,$531.73,276,181.0,22.1K,21.0,8.0,1130,Monthly,LATAM
ACC-11121,,Education,enterprise,2023-04-01,,0,98.14,390,176.0,19727,16.0,0.0,427,yearly,Asia Pacific
ACC-11046,Company_1046,EdTech,Free Trial,01/01/2023,,0,$525.15,498,309.0,"20,129 events",6.0,,517,multi-year,Asia Pacific
ACC-10308,Company_308,FinTech,Ent,11/22/2021,2023-03-13,1,$918,173,82.0,"12,827 events",21.0,2.0,922,MONTHLY,EMEA
ACC-10007,Company_7,retail,freemium,31/05/2021,,No,$45,446,,38709,12.0,1.0,1097,Multi-Year,APAC
ACC-10372,Company_372,TECH,pro,02/11/2021,,0,$101.84,108,71.0,"29,011 events",23.0,8.0,942,multi-year,NA
ACC-10667,,,Pro,08/21/2022,,0,,347,194.0,"9,246 events",17.0,6.0,650,monthly,Americas
ACC-11259,Company_1259,edtech,,08/18/2021,,0,$181.92,291,277.0,"5,814 events",10.0,7.0,1018,,Asia Pacific
ACC-11417,Company_1417,ecommerce,Pro,06/05/2021,,0,510.13,339,188.0,7.0K,19.0,,1122,month-to-month,Europe
ACC-10357,,healthcare,,2021-11-26,2023-10-05,1,$31.75,81,35.0,"22,828 events",21.0,15.0,918,monthly,Asia Pacific
ACC-10967,Company_967,Software,PRO,26/08/2022,,0,$4638,475,246.0,33.9K,14.0,6.0,645,month-to-month,latam
ACC-10783,Company_783,edtech,PRO,24/11/2021,2023-06-06,1,$90,291,200.0,"38,661 events",13.0,0.0,920,ANNUAL,
ACC-10735,Company_735,Technology,Pro,18/07/2020,,,$45.77,142,121.0,"39,752 events",14.0,2.0,1414,Yearly,North America
ACC-10970,Company_970,Health,free,11/01/2022,,0,,444,411.0,23024,13.0,0.0,872,Multi-Year,latam
ACC-11247,Company_1247,E-Commerce,STARTER,02/04/2023,,0,31.53,7,6.0,"30,479 events",21.0,15.0,426,Yearly,Americas
ACC-11212,Company_1212,saas,enterprise,2021-04-30,,0,$983.71,249,95.0,"3,630 events",2.0,1.0,1128,yearly,
ACC-11216,Company_1216,Education,,2022-01-26,,0,$100.83,419,354.0,22.9K,1.0,10.0,857,Annual,North America
ACC-11567,Company_1567,Technology,Prof,10/14/2020,,0,$108,320,172.0,,3.0,3.0,1326,,Latin America
ACC-11427,Company_1427,SaaS,,03/11/2021,,0,$539.45,197,97.0,,12.0,1.0,1178,MONTHLY,EU
ACC-10885,Company_885,education,STARTER,10/20/2020,,0,$181,200,140.0,"43,881 events",16.0,5.0,-141,MONTHLY,apac
ACC-10079,Company_79,SaaS,STARTER,04/07/2022,,0,210.7,383,216.0,,7.0,8.0,786,month-to-month,North America
ACC-10814,Company_814,ecommerce,professional,09/27/2021,2027-04-08,1,"$5,348.87",41,,14024,19.0,3.0,978,MONTHLY,
ACC-11055,Company_1055,Software,starter,01/17/2021,2022-05-06,1,$99.57,158,55.0,"49,728 events",4.0,6.0,1231,ANNUAL,emea
ACC-10671,Company_671,edtech,pro,2022-08-22,,0,$204.52,470,340.0,"28,087 events",9.0,10.0,649,multi-year,NA
ACC-11453,Company_1453,E-Commerce,Free Trial,2020-12-03,2021-05-16,1,$192.86,434,354.0,3634,0.662973928656896,1.0,1276,yearly,APAC
ACC-10057,,Software,STARTER,01/30/2020,,0,$50.01,157,47.0,9616,23.0,,1584,yearly,EMEA
ACC-10133,Company_133,finance,Prof,23/11/2021,,0,$449.82,41,24.0,5396,3.0,10.0,921,Annual,US
ACC-10933,Company_933,Tech,starter,2022-01-28,,0,$97.97,248,127.0,,16.0,2.0,855,monthly,apac
ACC-11443,Company_1443,ecommerce,Enterprise,2020-11-29,,0,995.85,86,77.0,46475,20.0,-5.0,1280,Annual,LATAM
ACC-10823,,tech,Prof,11/20/2022,,No,$1818,445,395.0,"20,774 events",6.0,3.0,559,2-Year,
ACC-10504,Company_504,retail,starter,09/11/2021,,Yes,$53,45,31.0,"37,364 events",1.0,7.0,-21,yearly,Latin America
ACC-11452,Company_1452,TECH,Professional,01/04/2021,,0,$4735,361,264.0,19643,20.0,7.0,1157,annual,emea
ACC-10347,Company_347,ecommerce,Professional,2020-10-20,,0,,442,272.0,5.8K,20.0,8.0,1320,,EU
ACC-10386,Company_386,healthcare,freemium,13/06/2022,,0,$201,132,110.0,"9,534 events",2.0,,719,yearly,Americas
ACC-11024,Company_1024,Healthcare,Enterprise,18/10/2022,,0,$47.79,3,2.0,"17,242 events",4.0,10.0,592,,NA
ACC-10894,Company_894,fintech,,08/04/2022,,0,$5113,17,10.0,"31,971 events",2.0,,667,monthly,North America
ACC-10828,Company_828,ecommerce,ENTERPRISE,06/08/2021,2021-12-11,1,$954,25,15.0,18925,7.0,6.0,1030,yearly,apac
ACC-11542,Company_1542,FinTech,Starter Plan,02/08/2022,2022-12-09,1,"$1,071.87",77,,"35,310 events",8.0,,844,multi-year,LATAM
ACC-10475,Company_475,tech,Pro,07/22/2021,,0,$208.45,359,,1035,18.0,4.0,-122,monthly,apac
ACC-11283,Company_1283,Retail,starter,2020-11-14,,0,,342,275.0,"11,760 events",14.0,15.0,1295,monthly,LATAM
ACC-10652,Company_652,Finance,starter,02/04/2022,,FALSE,$937.52,392,255.0,"9,672 events",3.0,0.0,791,yearly,latam
ACC-10172,,SaaS,PRO,03/22/2023,,0,27.0,291,97.0,,11.0,6.0,437,Monthly,Asia Pacific
ACC-10038,Company_38,Tech,Enterprise,04/04/2022,2022-11-14,1,$988.06,21,13.0,,7.0,1.0,789,2-Year,Americas
