id,age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,housing,n_household_members,savings_usd,broadband_access,employment_status,commute_time_min,county_fips,rent_usd
185,30,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Male,0,0,46,United-States,38951,Rent,7,2561,yes,Unemployed,18,50745,3585
186,38,Private,Preschool,Married-AF-spouse,Sales,Husband,White,Male,0,2558,28,United-States,64471,Rent,5,1287,Yes,Self-employed,26,24391,0
187,62,Private,Prof-school,Never-married,Protective-serv,Unmarried,Black,Male,0,0,40,United-States,45805,Rent,2,0,No,Employed,27,26372,0
188,76,Self-emp-inc,9th,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,15,United-States,6098,Mortgage,4,1258,No,Student,90,07105,1149
189,56,Private,Some-college,Never-married,Protective-serv,Own-child,White,Male,0,0,5,United-States,<=50K,Mortgage,1,6999,Y,Self-employed,28,37280,0
190,36,Private,Prof-school,M,Sales,Not-in-family,White,Female,0,0,22,United-States,>50K,Own,5,0,no,Retired,3,40656,1932
191,26,Self-emp-not-inc,1st-4th,Divorced,Farming-fishing,Unmarried,White,Female,0,0,43,United-States,39141,Mortgage,4,0,N,Retired,1,03685,3851
192,76,Private,11th,Never-married,Sales,Own-child,White,Male,0,0,51,United-States,>50K,Rent,1,258,N,Employed,87,44591,753
193,85,Private,7th-8th,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,12,United-States,>50K,Other,7,0,Yes,Student,65,37071,3847
194,37,Private,9th,Never-married,Armed-Forces,Other-relative,White,Female,0,0,51,United-States,<=50K,Rent,2,38495,N,Unemployed,71,37426,0
195,51,Federal-gov,Prof-school,Never-married,Prof-specialty,Husband,White,Male,0,0,99,United-States,<=50K,Mortgage,3,806,Yes,Self-employed,61,10267,3216
196,20,Private,1st-4th,S,Handlers-cleaners,Other-relative,White,Female,0,279,99,United-States,>50K,Rent,1,2215,N,Student,119,26476,0
197,84,State-gov,Assoc-acdm,Married,Adm-clerical,Unmarried,White,Male,0,0,99,United-States,<=50K,Mortgage,7,7833,N,Student,37,37520,0
198,63,Local-gov,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,49,Canada,84262,Own,3,4795,Y,Self-employed,73,07025,0
199,62,Private,Master,Married-civ-spouse,,Unmarried,White,Male,57980,0,30,United-States,>50K,Rent,3,49827,yes,Student,104,36500,0
200,50,Private,Assoc-acdm,Divorced,Other-service,Other-relative,White,Female,0,0,39,United-States,14917,Mortgage,3,0,no,Student,83,05554,0
201,60,Private,Preschool,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,41,United-States,>50K,Rent,4,196,no,Unemployed,116,30336,0
202,51,Self-emp-not-inc,PhD,Single,Adm-clerical,Own-child,White,Male,0,0,18,United-States,18853,Own,2,3712,Yes,Student,19,26115,0
203,60,Private,10th,Married,Other-service,Wife,White,Male,0,0,9,United-States,<=50K,Mortgage,5,246,Y,Student,19,42729,0
204,80,Private,11th,S,Farming-fishing,Other-relative,White,Male,0,0,39,United-States,19448,Own,2,36081,Yes,Student,103,33359,0
205,55,Self-emp-not-inc,Prof-school,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,19,United-States,<=50K,Mortgage,7,1681,No,Retired,32,24334,0
206,66,Private,12th,Divorced,Adm-clerical,Unmarried,White,Male,0,2013,54,United-States,<=50K,Mortgage,4,6947,Y,Employed,65,02564,0
207,86,Private,1st-4th,Married-AF-spouse,Armed-Forces,Other-relative,White,Male,0,0,42,United-States,114433,Own,5,7037,no,Student,77,42808,1699
208,41,State-gov,Bachelors,D,Farming-fishing,Own-child,White,Male,0,0,45,United-States,67752,Own,7,1389,No,Retired,31,52668,0
209,87,Private,7th-8th,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,53,United-States,30485,Rent,7,1250,N,Self-employed,0,41414,1504
210,53,Private,Some-college,M,Armed-Forces,Wife,White,Female,0,0,45,United-States,23421,Rent,3,1411,no,Self-employed,114,34662,0
211,73,Private,1st-4th,Married-civ-spouse,,Own-child,White,Male,0,0,7,United-States,80624,Rent,6,25095,Y,Self-employed,76,28772,0
212,77,Private,1st-4th,M,Armed-Forces,Husband,White,Male,0,0,44,United-States,<=50K,Other,6,0,yes,Unemployed,107,20801,0
213,30,Private,5th-6th,Married-civ-spouse,Other-service,Unmarried,White,Male,0,0,51,United-States,<=50K,Mortgage,2,0,yes,Retired,11,39014,0
214,70,Private,Doctorate,Divorced,Protective-serv,Own-child,White,Male,0,0,14,United-States,38533,Rent,6,4748,Yes,Student,4,35085,0
215,78,Private,10th,Married-civ-spouse,Priv-house-serv,Unmarried,White,Male,0,0,50,Cuba,<=50K,Own,6,566,No,Unemployed,65,46104,0
216,60,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,6,United-States,<=50K,Own,2,885,no,Unemployed,41,10407,1507
217,19,Private,11th,Single,Sales,Unmarried,White,Male,0,0,50,United-States,<=50K,Rent,3,267,yes,Self-employed,77,47575,3458
218,37,Private,Bachelors,Married-AF-spouse,Armed-Forces,Own-child,White,Male,0,0,28,United-States,22764,Rent,7,0,No,Employed,57,15613,0
219,87,Federal-gov,Prof-school,Never-married,Exec-managerial,Other-relative,White,Female,0,0,6,United-States,27454,Own,1,341,N,Self-employed,27,46150,1283
220,77,Self-emp-not-inc,Preschool,Divorced,Adm-clerical,Own-child,White,Female,0,0,46,United-States,>50K,Rent,3,6385,yes,Unemployed,20,35014,0
221,34,Self-emp-not-inc,11th,Separated,Farming-fishing,Wife,White,Male,0,0,11,United-States,57849,Mortgage,6,0,No,Employed,44,15386,0
222,77,Self-emp-inc,Some-college,Never-married,Prof-specialty,Wife,White,Female,0,0,17,United-States,<=50K,Rent,7,218,No,Unemployed,118,16001,492
223,43,Private,9th,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,64,United-States,<=50K,Mortgage,2,12241,yes,Retired,35,47479,3803
224,84,Federal-gov,12th,Divorced,Armed-Forces,Other-relative,White,Male,0,0,14,United-States,49100,Own,2,749,no,Employed,66,29272,0
225,52,Private,7th-8th,Married,Protective-serv,Not-in-family,White,Female,0,0,26,United-States,19400,Mortgage,3,1729,yes,Student,64,39363,0
226,76,Local-gov,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,15,United-States,<=50K,Mortgage,4,4475,Yes,Employed,28,14760,0
227,85,Private,1st-4th,Never-married,Sales,Wife,White,Male,0,0,17,United-States,12624,Rent,6,6525,no,Unemployed,79,30839,1565
228,54,Local-gov,Preschool,Never-married,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,0,0,55,United-States,<=50K,Own,2,471,yes,Unemployed,87,29045,0
229,45,Private,7th-8th,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,0,0,36,United-States,66855,Own,4,0,yes,Retired,74,29335,3700
230,42,Local-gov,PhD,D,Tech-support,Husband,Black,Female,0,0,10,Philippines,29688,Rent,5,1460,No,Retired,89,27721,0
231,24,Self-emp-not-inc,Prof-school,Married-AF-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,26,United-States,7956,Mortgage,3,0,N,Unemployed,112,21708,2946
232,99,Private,1st-4th,Married-AF-spouse,Other-service,Other-relative,White,Male,0,0,18,United-States,119842,Own,4,0,Y,Self-employed,65,06013,0
233,67,Private,Assoc-voc,M,,Not-in-family,White,Male,0,0,40,United-States,191159,Mortgage,1,37023,Y,Unemployed,66,31606,1634
234,55,Self-emp-not-inc,Masters,Never-married,Adm-clerical,Unmarried,White,Male,0,0,27,United-States,>50K,Mortgage,6,15446,Yes,Student,20,8678,3352
235,73,Private,Preschool,Never-married,Sales,Not-in-family,White,Female,0,0,57,United-States,48875,Rent,1,76,Y,Student,19,31401,0
236,25,Private,1st-4th,Never-married,Adm-clerical,Unmarried,White,Male,0,0,32,United-States,<=50K,Rent,4,969,N,Unemployed,18,14583,0
237,62,Self-emp-not-inc,9th,M,Adm-clerical,Other-relative,White,Male,0,0,33,United-States,<=50K,Rent,1,0,Y,Retired,113,41349,1105
238,27,Private,Assoc-acdm,Never-married,Transport-moving,Own-child,White,Female,0,0,45,United-States,15105,Mortgage,5,0,N,Employed,80,09533,691
239,19,Private,9th,Never-married,Protective-serv,Not-in-family,White,Male,0,0,45,United-States,<=50K,Mortgage,4,18826,yes,Student,111,48412,0
240,58,Private,Preschool,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,34,United-States,<=50K,Rent,7,0,yes,Student,105,26282,3854
241,84,Private,10th,Separated,Other-service,Other-relative,White,Male,0,0,47,United-States,41829,Own,7,0,N,Self-employed,77,28373,0
242,99,Local-gov,GED,S,Priv-house-serv,Other-relative,White,Male,0,384,53,United-States,>50K,Own,6,152,Yes,Retired,87,21496,0
243,58,Private,Doctorate,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,52,United-States,12089,Rent,1,0,Y,Retired,11,51473,0
244,38,Private,7th-8th,M,Tech-support,Own-child,Other,Male,76735,0,57,United-States,>50K,Rent,5,0,yes,Retired,103,6362,0
245,81,Without-pay,1st-4th,Divorced,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K,Rent,6,2879,no,Student,33,12610,848
246,48,Private,Prof-school,Divorced,,Own-child,White,Male,0,0,39,United-States,<=50K,Mortgage,7,5352,No,Employed,59,37395,2163
247,76,State-gov,9th,Married,Tech-support,Wife,White,Male,0,0,34,United-States,<=50K,Own,1,3851,Y,Employed,89,04422,0
248,89,Private,1st-4th,Single,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K,Mortgage,6,262,Yes,Unemployed,92,37826,3329
249,87,Private,1st-4th,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,53,United-States,39520,Other,1,7908,yes,Student,46,21305,0
250,18,Private,Masters,Never-married,Prof-specialty,Unmarried,White,Male,0,0,56,United-States,6361,Own,2,237,No,Unemployed,116,05435,0
251,85,Private,10th,Married-civ-spouse,Prof-specialty,Wife,White,Male,23241,0,3,United-States,<=50K,Rent,6,1025,N,Employed,107,38312,0
252,65,Private,Prof-school,M,Transport-moving,Wife,White,Female,0,0,42,United-States,<=50K,Own,5,0,yes,Self-employed,25,42107,3424
253,99,Private,Preschool,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,41,United-States,<=50K,Own,4,4924,N,Student,109,22382,0
254,25,Private,high school grad,Never-married,Farming-fishing,Wife,White,Male,0,0,30,Cuba,16075,Mortgage,6,0,N,Student,6,22018,0
255,86,Private,7th-8th,S,Tech-support,Not-in-family,White,Female,0,0,14,United-States,20769,Own,2,1215,yes,Retired,106,11228,0
256,19,Private,Assoc-voc,M,Priv-house-serv,Wife,Black,Female,0,0,37,Germany,<=50K,Mortgage,1,3192,N,Retired,16,09635,0
257,24,Self-emp-inc,HS-grad,Single,Tech-support,Husband,Black,Male,0,0,26,United-States,15357,Own,7,1292,Yes,Self-employed,67,36203,0
258,29,Local-gov,HS-grad,Separated,Craft-repair,Husband,White,Female,0,0,22,United-States,>50K,Rent,7,2828,Yes,Student,67,41016,939
259,44,Private,5th-6th,Married-AF-spouse,Exec-managerial,Unmarried,Other,Female,0,0,63,United-States,<=50K,Rent,3,166,Yes,Student,12,18613,0
260,41,Local-gov,Assoc-voc,Married,Exec-managerial,Husband,White,Male,0,3473,20,United-States,>50K,Own,5,3335,No,Student,107,16015,2387
261,74,Private,Assoc-acdm,S,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,0,0,56,United-States,6449,Rent,5,0,no,Unemployed,31,05530,3364
262,59,Private,7th-8th,Married,Sales,Wife,White,Male,0,0,57,United-States,<=50K,Own,7,4287,Y,Retired,41,11644,0
263,70,Private,bachelors,M,,Wife,White,Male,0,0,28,United-States,45465,Own,4,4106,Y,Student,81,47411,499
264,99,Private,Master,Married,,Wife,White,Male,0,0,54,United-States,17652,Own,7,7572,Y,Unemployed,112,15092,0
265,37,Private,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,8,United-States,106054,Mortgage,6,0,no,Unemployed,116,18266,0
266,30,Private,1st-4th,Divorced,Protective-serv,Unmarried,White,Male,0,0,99,United-States,74999,Own,3,0,No,Unemployed,77,54688,0
267,38,Private,Assoc-voc,Married-civ-spouse,,Wife,White,Male,0,0,33,United-States,22393,Own,4,655,No,Employed,98,39675,3266
268,72,Self-emp-inc,Preschool,Div.,Transport-moving,Own-child,White,Male,0,0,99,United-States,136532,Own,1,32065,N,Unemployed,96,37511,3579
269,77,Private,9th,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,2,United-States,33817,Mortgage,3,1997,no,Self-employed,47,20340,0
270,99,Private,Masters,Single,Adm-clerical,Other-relative,White,Male,0,0,26,United-States,14584,Rent,6,0,Y,Unemployed,20,53172,0
271,25,Private,Preschool,M,Transport-moving,Other-relative,White,Male,0,0,38,United-States,<=50K,Rent,4,5214,yes,Unemployed,4,38384,2383
272,32,Private,1st-4th,M,Machine-op-inspct,Unmarried,White,Female,0,0,61,United-States,<=50K,Own,2,2920,N,Student,29,43234,0
273,57,Local-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,Black,Male,0,0,5,United-States,<=50K,Mortgage,2,11255,no,Employed,57,39439,0
274,30,Private,1st-4th,Divorced,Transport-moving,Not-in-family,White,Female,19510,0,51,United-States,229269,Mortgage,7,1905,N,Employed,63,04039,0
275,87,Private,9th,M,Prof-specialty,Wife,White,Male,0,0,39,United-States,301748,Rent,4,0,N,Unemployed,113,04802,0
276,70,Private,HS-grad,Married-civ-spouse,Tech-support,Unmarried,White,Female,0,0,17,United-States,19284,Own,3,21022,yes,Unemployed,31,19508,1282
277,73,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,21,United-States,69168,Own,3,5072,Y,Unemployed,81,36724,1661
278,27,Private,Assoc-voc,Married,Tech-support,Wife,White,Male,0,0,35,United-States,<=50K,Mortgage,6,2854,No,Retired,92,44669,3968
279,43,Private,12th,Single,Exec-managerial,Husband,White,Female,0,0,120,United-States,41638,Rent,4,155,yes,Student,116,49739,2108
280,29,Private,Prof-school,Married,Protective-serv,Other-relative,White,Male,0,0,5,United-States,62422,Own,3,0,No,Retired,77,40658,0
281,76,Private,1st-4th,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,63,Puerto-Rico,75659,Own,1,2887,Yes,Unemployed,92,50830,1518
282,53,Private,Some-college,Married,Handlers-cleaners,Own-child,White,Female,0,0,43,United-States,<=50K,Own,4,0,no,Student,95,50747,0
283,81,Local-gov,9th,Separated,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K,Own,6,6317,Y,Self-employed,35,21170,0
284,59,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,5,United-States,36345,Rent,4,0,yes,Employed,70,45613,2011
285,54,Private,11th,Married-civ-spouse,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,26357,Mortgage,1,0,No,Unemployed,70,42304,557
286,24,Private,12th,M,,Wife,White,Male,0,0,100,United-States,30182,Own,1,9683,No,Employed,81,01052,0
287,73,Private,Some-college,W,Adm-clerical,Other-relative,White,Male,0,0,16,United-States,89493,Own,2,21620,no,Retired,22,42488,3774
288,46,Self-emp-not-inc,Preschool,Never-married,Protective-serv,Unmarried,Black,Male,0,0,60,United-States,<=50K,Own,6,7348,yes,Student,75,54436,1752
289,25,Private,10th,D,Craft-repair,Unmarried,White,Male,0,0,14,United-States,<=50K,Rent,6,0,Yes,Retired,39,34090,3085
290,25,Never-worked,Masters,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,44,United-States,16980,Own,5,0,no,Retired,57,42692,2894
291,67,Local-gov,7th-8th,Married-civ-spouse,Armed-Forces,Other-relative,White,Male,0,0,33,United-States,48649,Mortgage,6,752,no,Retired,91,04478,1332
292,47,Private,12th,Single,Adm-clerical,Own-child,White,Male,0,0,49,United-States,123496,Rent,6,0,Yes,Student,84,55793,2872
293,76,Private,5th-6th,Married-AF-spouse,Machine-op-inspct,Unmarried,White,Male,0,0,23,United-States,<=50K,Own,4,5578,No,Self-employed,29,52518,2034
294,42,Private,7th-8th,Never-married,Protective-serv,Unmarried,White,Female,0,0,61,United-States,<=50K,Own,6,376,Y,Employed,5,31009,0
295,35,Private,7th-8th,Div.,Transport-moving,Unmarried,White,Female,0,0,45,Mexico,49190,Own,5,0,N,Unemployed,86,19798,3297
296,17,Private,Prof-school,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,48,Mexico,28832,Mortgage,6,2445,no,Self-employed,70,20492,990
297,28,Private,HS-grad,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,22,United-States,39106,Mortgage,3,268,Y,Self-employed,100,19711,0
298,27,Self-emp-not-inc,Masters,Single,Protective-serv,Wife,White,Male,0,0,38,United-States,<=50K,Mortgage,4,0,Yes,Student,17,46012,2647
299,30,Never-worked,1st-4th,S,Exec-managerial,Other-relative,White,Male,27368,3949,54,United-States,<=50K,Rent,7,3862,Y,Employed,50,19190,0
300,56,Self-emp-inc,12th,Widowed,Machine-op-inspct,Other-relative,Black,Female,0,0,5,United-States,>50K,Own,6,11438,Yes,Self-employed,43,08442,0
301,37,Private,7th-8th,Single,,Husband,White,Male,0,0,55,United-States,>50K,Mortgage,2,0,no,Retired,28,22269,2573
302,35,Private,7th-8th,Never-married,Other-service,Husband,White,Female,0,0,19,United-States,<=50K,Own,6,3944,N,Self-employed,119,25491,2704
303,52,Federal-gov,Doctorate,Never-married,Handlers-cleaners,Husband,White,Male,0,0,57,United-States,<=50K,Mortgage,2,5471,no,Employed,24,10005,2097
304,62,Private,12th,Divorced,,Husband,White,Male,0,0,38,Mexico,<=50K,Own,6,3168,No,Self-employed,108,39106,0
305,79,Private,12th,S,Farming-fishing,Own-child,White,Male,0,0,46,United-States,>50K,Own,1,94712,N,Student,39,50163,2736
306,20,Self-emp-not-inc,Prof-school,Never-married,Sales,Husband,White,Male,0,0,54,United-States,>50K,Mortgage,6,0,Y,Employed,78,52036,0
307,54,Private,1st-4th,Married-civ-spouse,Protective-serv,Unmarried,Black,Male,0,0,7,United-States,45584,Own,6,2721,yes,Employed,13,12262,0
308,50,Self-emp-inc,B.S.,D,Exec-managerial,Other-relative,White,Female,0,0,55,United-States,73480,Own,1,24548,Yes,Unemployed,0,18421,0
309,26,Private,Preschool,Married-civ-spouse,,Own-child,White,Female,0,0,58,United-States,<=50K,Mortgage,2,4341,No,Employed,86,25011,0
310,66,Private,5th-6th,Single,Craft-repair,Husband,White,Male,0,0,18,United-States,47075,Other,3,758,yes,Employed,49,25074,0
311,76,Federal-gov,Assoc-acdm,Divorced,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,0,0,44,United-States,44931,Mortgage,4,105809,Y,Student,72,33609,1683
312,31,Self-emp-not-inc,Some-college,Divorced,Sales,Wife,White,Female,0,0,36,United-States,23013,Own,7,2527,yes,Student,49,50259,577
313,29,State-gov,11th,Sep.,Sales,Husband,White,Female,0,0,37,United-States,<=50K,Rent,2,6181,N,Self-employed,61,38806,1065
314,41,Private,Bachelors,Married,Tech-support,Husband,White,Male,54036,0,15,United-States,17437,Rent,1,1728,no,Retired,26,6679,0
315,32,Self-emp-not-inc,Assoc-acdm,Never-married,Farming-fishing,Wife,White,Male,0,0,56,United-States,>50K,Mortgage,6,555,No,Unemployed,82,26780,1415
316,69,Private,11th,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,8,United-States,31910,Mortgage,3,0,no,Self-employed,15,27660,0
317,82,Private,HS,Never-married,Armed-Forces,Own-child,White,Male,11146,0,58,United-States,<=50K,Mortgage,7,298,yes,Unemployed,101,44055,0
318,70,Without-pay,Doctorate,Div.,Exec-managerial,Other-relative,White,Female,0,0,15,United-States,>50K,Mortgage,2,4508,N,Student,71,28617,0
319,43,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,0,0,24,United-States,60025,Rent,5,2790,No,Unemployed,37,16579,0
320,72,Private,masters,Never-married,Transport-moving,Husband,Black,Female,0,0,23,United-States,235434,Mortgage,3,8461,no,Employed,103,45738,1751
321,54,Private,10th,Never-married,Prof-specialty,Wife,White,Female,0,0,32,United-States,21908,Own,3,9097,Y,Employed,10,01444,1791
322,71,Self-emp-not-inc,Bachelors,Married,Adm-clerical,Wife,White,Male,0,0,8,United-States,<=50K,Mortgage,4,1351,Y,Unemployed,33,36302,0
323,46,Private,12th,W,Handlers-cleaners,Own-child,White,Male,0,0,51,United-States,29667,Rent,3,0,No,Employed,49,33521,1956
324,33,State-gov,Assoc-acdm,D,Adm-clerical,Not-in-family,White,Female,0,0,99,United-States,<=50K,Rent,6,3469,No,Retired,83,31562,0
325,75,Private,7th-8th,Widowed,Armed-Forces,Other-relative,White,Male,0,0,12,United-States,>50K,Own,4,161700,Yes,Self-employed,89,16016,2066
326,72,Without-pay,Masters,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,16,Canada,>50K,Own,2,3924,yes,Employed,67,18809,0
327,64,Self-emp-not-inc,11th,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,61,United-States,<=50K,Rent,7,3081,N,Retired,16,21436,0
328,69,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,16292,Own,3,1410,no,Retired,118,29217,0
329,29,Private,9th,Married-civ-spouse,Transport-moving,Own-child,Black,Female,0,0,5,United-States,47386,Rent,2,0,Y,Student,12,05291,797
330,74,Self-emp-not-inc,masters,Never-married,Machine-op-inspct,Other-relative,White,Male,85958,0,42,United-States,33021,Mortgage,7,0,N,Retired,14,05490,3723
