post_id,platform,post_date,post_type,content_category,likes,comments,shares,impressions,reach,engagement_rate,follower_count,hashtag_count,sentiment,link_clicks,video_views
POST-80233,LinkedIn,2024-08-02,Video,Product Launch,10076,618,257,161216,120556,6.79,3106065,29,Positive,16,0
POST-80234,Facebook,2023-01-03,Carousel,Educational,44376,1703,1092,221880,127856,21.26,800044,1,Positive,501,0
POST-80235,Twitter,2025-03-14,Live,News,7148,480,123,164404,138913,4.71,2956755,13,Positive,79,0
POST-80236,Instagram,2023-10-18,Text,Product Launch,35564,760,926,675716,434445,5.51,2154298,30,Negative,52,303899
POST-80237,Twitter,2024-05-02,Reel,Tutorial,26678,1719,640,400170,360942,7.26,4439849,18,Positive,470,0
POST-80238,LinkedIn,2023-02-24,Story,Product Launch,22513,1576,563,292669,204583,8.42,2987658,14,Positive,175,0
POST-80239,Instagram,2025-09-05,Live,Entertainment,14161,592,586,269059,175634,5.7,1915495,2,Positive,256,128124
POST-80240,TikTok,2024-08-28,Reel,Product Launch,19742,376,637,315872,212074,6.57,4093149,2,Positive,91,278867
POST-80241,YouTube,2023-06-19,Text,Tutorial,40141,2761,1983,802820,750771,5.59,1780637,9,Neutral,477,237927
POST-80242,YouTube,2025-08-03,Image,News,21587,561,100,237457,151296,9.37,3202909,2,Negative,310,172750
POST-80243,Instagram,2025-09-23,Video,Educational,21305,56,436,298270,215558,7.31,545568,17,Negative,238,228424
POST-80244,TikTok,2024-05-01,Text,Promotional,29673,352,629,415422,392357,7.38,2879460,13,Positive,469,103392
POST-80245,Twitter,2024-02-18,Video,Educational,2585,117,51,33605,24094,8.19,2776020,2,Neutral,51,0
POST-80246,YouTube,2024-09-18,Image,News,15270,603,295,198510,131027,8.14,705027,24,Neutral,8,187334
POST-80247,TikTok,2024-01-19,Live,Educational,46715,3028,1357,607295,364987,8.41,2109937,13,Neutral,64,327235
POST-80248,Facebook,2025-01-31,Story,Entertainment,33286,2612,550,199716,111531,18.25,882559,24,Positive,361,0
POST-80249,TikTok,2023-01-02,Image,Promotional,29049,1427,697,813372,444313,3.83,3242146,27,Positive,83,65063
POST-80250,LinkedIn,2023-03-04,Text,Promotional,43247,4129,1968,821693,462933,6.01,501221,8,Neutral,152,0
POST-80251,Instagram,2024-05-02,Reel,Tutorial,32179,366,881,579222,305466,5.77,2297590,15,Positive,526,174660
POST-80252,Instagram,2025-04-21,Story,Educational,10229,246,158,255725,142991,4.16,3157948,17,Positive,58,275429
POST-80253,Twitter,2024-09-01,Text,Entertainment,30256,2153,1333,484096,377743,6.97,1267095,15,Neutral,372,0
POST-80254,Twitter,2024-12-21,Text,User Generated,5028,333,86,105588,79599,5.16,2026091,17,Positive,7,0
POST-80255,Facebook,2023-03-08,Text,Product Launch,38410,440,1493,998660,547089,4.04,3999162,18,Positive,612,0
POST-80256,Twitter,2024-02-22,Carousel,Promotional,44826,3431,94,268956,241450,17.98,3737044,0,Positive,443,0
POST-80257,Facebook,2024-08-09,Text,Entertainment,34977,2371,841,979356,796561,3.9,3372857,7,Neutral,579,0
POST-80258,Instagram,2023-03-23,Live,Tutorial,22153,1069,97,287989,213981,8.1,879783,6,Positive,158,232981
POST-80259,Twitter,2025-07-06,Live,Promotional,13506,924,144,391674,235802,3.72,2247865,8,Positive,90,0
POST-80260,TikTok,2023-04-21,Video,User Generated,2165,9,67,60620,35793,3.7,2647509,10,Positive,18,260002
POST-80261,Facebook,2025-02-28,Image,Educational,18117,1137,368,144936,82056,13.54,508107,14,Negative,34,0
POST-80262,Instagram,2023-09-13,Image,News,46242,310,959,1109808,975320,4.28,4375160,18,Positive,41,25124
POST-80263,LinkedIn,2024-08-12,Text,Behind the Scenes,43204,1979,360,777672,421640,5.86,4334706,28,Neutral,227,0
POST-80264,LinkedIn,2025-07-18,Carousel,News,8206,307,194,246180,181568,3.54,2261914,13,Neutral,33,0
POST-80265,TikTok,2025-09-15,Video,Product Launch,7907,122,24,126512,99836,6.37,3233567,0,Neutral,18,376982
POST-80266,Instagram,2024-09-25,Image,Promotional,28516,1601,1121,427740,281987,7.3,766710,24,Negative,342,412662
POST-80267,LinkedIn,2025-06-23,Carousel,Entertainment,35857,2069,1323,358570,191870,10.95,4312860,24,Positive,12,0
POST-80268,YouTube,2025-10-02,Text,Product Launch,28595,956,381,228760,147826,13.08,4307636,30,Positive,226,140734
POST-80269,YouTube,2025-06-02,Video,User Generated,49341,1824,1428,246705,188905,21.32,1564666,5,Positive,407,201208
POST-80270,TikTok,2025-08-10,Image,Behind the Scenes,42008,346,1002,1008192,524501,4.3,4994780,29,Neutral,59,56192
POST-80271,Facebook,2025-12-15,Text,Promotional,18790,1455,441,300640,206595,6.88,1501368,6,Neutral,213,0
POST-80272,LinkedIn,2024-01-31,Text,User Generated,30754,2220,1346,215278,169276,15.94,3734707,28,Positive,168,0
POST-80273,YouTube,2025-05-10,Reel,Product Launch,3070,169,115,76750,65273,4.37,3808807,8,Positive,12,218841
POST-80274,YouTube,2024-11-13,Carousel,User Generated,31692,2588,1304,190152,139630,18.71,2339627,14,Positive,321,105808
POST-80275,TikTok,2023-06-24,Text,Product Launch,24823,546,1097,719867,443332,3.68,424855,14,Positive,281,106590
POST-80276,LinkedIn,2024-11-04,Carousel,Promotional,42386,1353,1275,254316,136631,17.7,4069990,15,Neutral,556,0
POST-80277,Instagram,2025-04-24,Story,Behind the Scenes,25662,746,342,615888,529128,4.34,1844650,7,Neutral,24,402952
POST-80278,Instagram,2025-07-17,Image,User Generated,46628,831,354,326396,274092,14.65,3326088,6,Neutral,308,499595
POST-80279,LinkedIn,2023-02-24,Carousel,Promotional,37838,3773,859,378380,257938,11.22,4349106,23,Positive,678,0
POST-80280,TikTok,2023-09-08,Text,Product Launch,17335,1666,431,364035,291821,5.34,4330095,27,Positive,37,112032
POST-80281,Facebook,2023-09-27,Live,News,22266,1721,413,244926,175897,9.96,2518791,14,Neutral,188,0
POST-80282,Twitter,2025-09-25,Video,Entertainment,47984,230,52,1343552,1051988,3.59,2541004,8,Negative,19,0
POST-80283,LinkedIn,2023-01-31,Carousel,Promotional,9662,804,152,144930,132283,7.33,2541448,26,Positive,196,0
POST-80284,YouTube,2023-11-16,Live,Educational,16095,810,788,96570,79347,18.32,160195,18,Positive,113,477179
POST-80285,YouTube,2025-11-23,Video,Entertainment,14669,1259,83,220035,207219,7.28,2999023,1,Neutral,196,6293
POST-80286,TikTok,2025-03-09,Reel,Behind the Scenes,13716,258,355,288036,245228,4.97,325215,9,Positive,53,311159
POST-80287,Facebook,2025-02-23,Story,Tutorial,23930,885,998,454670,395274,5.68,1026770,29,Negative,465,0
POST-80288,Instagram,2025-02-12,Carousel,Product Launch,11361,421,230,68166,55896,17.62,1856272,16,Neutral,98,195411
POST-80289,LinkedIn,2023-10-08,Image,Behind the Scenes,317,31,18,9193,8447,3.98,1790009,16,Neutral,5,0
POST-80290,Facebook,2023-06-27,Image,Product Launch,14419,1259,440,273961,141574,5.88,3022198,25,Positive,39,0
POST-80291,Facebook,2025-09-22,Video,Promotional,1373,15,15,21968,18797,6.39,755382,26,Neutral,2,0
POST-80292,TikTok,2023-01-08,Live,Tutorial,36211,1961,1259,325899,304789,12.1,1342230,14,Positive,250,128650
POST-80293,Instagram,2024-05-15,Reel,Product Launch,8398,849,305,201552,110810,4.74,3699105,6,Positive,103,146552
POST-80294,LinkedIn,2025-06-21,Image,Tutorial,7062,504,172,190674,123532,4.06,4782865,18,Positive,33,0
POST-80295,LinkedIn,2024-03-25,Image,Promotional,38122,1879,598,686196,487905,5.92,620373,28,Neutral,422,0
POST-80296,Facebook,2023-12-06,Carousel,User Generated,20595,933,158,247140,224013,8.77,693200,27,Negative,129,0
POST-80297,Twitter,2023-05-13,Text,Educational,19624,1337,733,333608,177311,6.5,4835455,12,Neutral,0,0
POST-80298,Twitter,2025-02-13,Video,Educational,31739,2468,786,761736,515671,4.59,4103895,2,Negative,80,0
POST-80299,Twitter,2025-06-11,Live,Educational,31291,294,290,156455,99206,20.37,1858214,14,Neutral,211,0
POST-80300,Twitter,2025-08-04,Reel,Educational,4004,168,175,40040,26630,10.86,948083,1,Positive,0,0
POST-80301,Instagram,2025-10-25,Image,News,43550,1458,2022,696800,450336,6.75,1876455,15,Positive,741,262756
POST-80302,Facebook,2023-03-19,Text,Product Launch,44635,1896,958,1339050,761719,3.55,1244224,14,Negative,694,0
POST-80303,YouTube,2025-01-05,Reel,News,41149,3128,1738,411490,248584,11.18,4084100,11,Positive,403,18258
POST-80304,Twitter,2025-01-31,Carousel,Entertainment,9490,223,23,199290,186771,4.89,1307542,15,Neutral,11,0
POST-80305,Instagram,2024-01-13,Video,Tutorial,15690,702,696,125520,68628,13.61,3955872,19,Positive,165,498099
POST-80306,YouTube,2023-02-16,Reel,Educational,9630,197,50,57780,47872,17.09,3072935,25,Positive,187,164352
POST-80307,LinkedIn,2023-03-04,Video,Behind the Scenes,11956,1139,67,95648,90759,13.76,1076891,17,Positive,133,0
POST-80308,Twitter,2025-02-26,Story,Educational,30593,548,1140,520081,415265,6.21,1408871,7,Neutral,419,0
POST-80309,YouTube,2023-09-24,Image,Product Launch,39739,2667,1595,953736,731263,4.61,2091754,22,Positive,165,362473
POST-80310,YouTube,2023-08-23,Video,News,8921,881,53,107052,68770,9.21,953547,29,Negative,25,372837
POST-80311,YouTube,2024-09-07,Video,Behind the Scenes,25103,792,1123,351442,258616,7.69,960658,26,Positive,261,105704
POST-80312,YouTube,2025-05-29,Reel,Entertainment,29834,504,671,477344,345227,6.5,1233539,25,Neutral,30,123589
POST-80313,Instagram,2025-08-19,Text,Entertainment,18083,1717,282,452075,424828,4.44,2023118,8,Positive,156,59585
POST-80314,Facebook,2023-02-06,Video,Behind the Scenes,42467,2878,566,934274,618604,4.91,1791455,18,Neutral,454,0
POST-80315,YouTube,2025-04-12,Video,Tutorial,1946,78,3,19460,13805,10.42,1633404,16,Positive,5,354904
POST-80316,YouTube,2023-02-15,Reel,Promotional,28109,2559,257,590289,362461,5.24,3779967,20,Neutral,75,327267
POST-80317,Twitter,2023-03-09,Video,User Generated,34174,3238,467,546784,353571,6.93,4791496,6,Positive,86,0
POST-80318,Instagram,2023-01-22,Text,Educational,39779,1094,1609,278453,237630,15.26,2073737,16,Positive,631,353095
POST-80319,Facebook,2024-05-09,Video,Promotional,46814,434,2228,1076722,796799,4.6,2951159,2,Neutral,371,0
POST-80320,YouTube,2024-02-28,Video,Promotional,39888,1813,82,239328,145868,17.46,43830,29,Neutral,457,52492
POST-80321,YouTube,2023-11-04,Live,Tutorial,499,13,12,8483,4816,6.18,1263935,27,Positive,7,311786
POST-80322,Twitter,2024-09-23,Story,Educational,19076,243,606,553204,311839,3.6,422640,19,Positive,96,0
POST-80323,Instagram,2025-09-23,Image,Educational,15085,1444,159,422380,305982,3.95,1375749,9,Positive,22,44800
POST-80324,Facebook,2024-08-20,Carousel,News,10316,451,64,144424,125724,7.5,3650557,25,Neutral,163,0
POST-80325,Instagram,2024-12-27,Video,News,31207,1986,907,624140,535443,5.46,1978283,23,Positive,53,476244
POST-80326,Twitter,2024-07-23,Story,News,5424,367,44,97632,86403,5.98,3107260,22,Neutral,4,0
POST-80327,Facebook,2023-07-25,Text,User Generated,27748,2533,952,277480,156206,11.26,3932182,27,Positive,537,0
POST-80328,LinkedIn,2023-03-21,Reel,Educational,8249,487,36,247470,211616,3.54,2987854,16,Positive,109,0
POST-80329,Instagram,2023-12-17,Image,Entertainment,7082,179,250,148722,92075,5.05,1555608,9,Positive,91,13919
POST-80330,YouTube,2023-06-14,Story,User Generated,6996,692,58,125928,70555,6.15,1015832,29,Positive,25,432338
POST-80331,Instagram,2024-10-22,Video,User Generated,9409,597,447,122317,69859,8.55,4559070,26,Positive,124,68071
POST-80332,TikTok,2025-03-05,Story,Tutorial,1713,150,35,39399,21634,4.82,228315,24,Positive,6,477324
POST-80333,Facebook,2023-02-14,Video,Entertainment,23272,2146,364,349080,180541,7.39,3389712,13,Positive,345,0
POST-80334,Instagram,2024-02-20,Image,Tutorial,429,6,2,9009,6072,4.85,3048820,29,Positive,3,156228
POST-80335,Instagram,2024-02-02,Story,Tutorial,22338,1418,790,446760,410211,5.49,1060248,18,Positive,175,420293
POST-80336,LinkedIn,2024-04-10,Carousel,Product Launch,48954,3754,1170,391632,274898,13.76,1006400,21,Positive,847,0
POST-80337,Twitter,2023-03-27,Story,User Generated,15829,382,551,443212,264115,3.78,1458067,6,Neutral,306,0
POST-80338,Instagram,2024-04-17,Carousel,Product Launch,3504,339,23,45552,29233,8.49,179472,18,Positive,58,130569
POST-80339,Twitter,2024-03-14,Image,Product Launch,6701,655,175,60309,35539,12.49,2898744,11,Neutral,111,0
POST-80340,YouTube,2023-02-20,Text,Promotional,10405,362,70,291340,146140,3.72,1840718,29,Positive,66,74791
POST-80341,Twitter,2023-10-23,Carousel,News,22468,1948,856,314552,286916,8.03,2489203,19,Positive,304,0
POST-80342,LinkedIn,2025-07-06,Image,Behind the Scenes,45835,1212,923,779195,730399,6.16,3752510,23,Negative,838,0
POST-80343,Instagram,2025-11-25,Live,Behind the Scenes,11469,421,492,80283,65859,15.42,2451121,27,Neutral,204,315737
POST-80344,Facebook,2025-11-04,Image,Tutorial,36292,2534,888,1088760,714760,3.65,4623263,11,Neutral,701,0
POST-80345,TikTok,2025-06-10,Carousel,Tutorial,38989,745,99,1013714,688093,3.93,1551294,27,Positive,603,183699
POST-80346,Instagram,2025-04-26,Live,User Generated,21055,338,543,126330,97811,17.36,3210536,18,Neutral,175,324941
POST-80347,LinkedIn,2024-12-21,Video,Entertainment,26612,433,30,133060,76765,20.35,4922071,11,Positive,86,0
POST-80348,LinkedIn,2025-11-20,Video,User Generated,22274,43,37,334110,223431,6.69,4638979,2,Negative,182,0
POST-80349,Twitter,2023-12-19,Story,Tutorial,45299,3018,1370,860681,662521,5.77,3177521,1,Negative,522,0
POST-80350,Facebook,2024-03-07,Image,User Generated,6978,5,52,146538,118815,4.8,4955998,19,Positive,14,0
POST-80351,YouTube,2024-04-19,Image,User Generated,41366,2339,1750,579124,406113,7.85,1197790,18,Negative,659,331689
POST-80352,TikTok,2025-09-18,Story,Promotional,46948,1464,1914,375584,256496,13.4,4896104,30,Positive,149,254278
POST-80353,LinkedIn,2024-08-03,Text,News,20738,2039,409,601402,477603,3.86,949317,10,Positive,49,0
POST-80354,Twitter,2024-01-24,Carousel,User Generated,14930,765,442,283670,240763,5.69,1398528,1,Positive,213,0
POST-80355,Twitter,2023-10-20,Video,User Generated,16095,1252,685,193140,126261,9.34,972435,27,Positive,179,0
POST-80356,Instagram,2024-06-28,Carousel,Educational,22969,1951,942,505318,273541,5.12,3428588,14,Positive,152,485589
POST-80357,Twitter,2024-05-13,Story,User Generated,26169,43,422,183183,114172,14.54,36394,6,Neutral,286,0
POST-80358,Twitter,2025-02-04,Live,News,22967,1678,484,206703,120626,12.16,3372670,27,Neutral,166,0
POST-80359,Twitter,2024-06-01,Story,Tutorial,37929,2254,318,834438,438608,4.85,4636784,4,Positive,380,0
POST-80360,Facebook,2025-12-12,Reel,Educational,25195,2153,1176,125975,98838,22.64,4800672,16,Positive,70,0
POST-80361,YouTube,2024-05-31,Image,Behind the Scenes,3529,208,14,56464,40796,6.64,2765856,28,Positive,50,210541
POST-80362,TikTok,2024-01-22,Text,Educational,41421,4065,1534,1076946,718947,4.37,2249489,12,Positive,652,354899
POST-80363,Facebook,2024-10-10,Reel,News,311,12,6,8086,4432,4.07,2943663,24,Neutral,5,0
POST-80364,Instagram,2024-08-11,Story,Promotional,21643,2170,3,238073,208896,10.0,3876987,8,Positive,412,310495
POST-80365,Instagram,2023-01-31,Live,User Generated,46759,2903,837,794903,748616,6.35,1013260,21,Positive,713,403827
POST-80366,TikTok,2025-06-16,Video,Product Launch,36762,453,1303,330858,253197,11.64,1878372,10,Positive,43,198071
POST-80367,LinkedIn,2023-09-23,Story,Entertainment,7092,645,208,99288,62087,8.0,2995764,16,Neutral,14,0
POST-80368,Instagram,2023-04-01,Carousel,Behind the Scenes,38520,1822,1734,654840,444103,6.43,2141925,1,Neutral,320,326001
POST-80369,TikTok,2024-12-25,Video,Promotional,38575,1048,848,385750,243418,10.49,2397665,2,Positive,311,15637
POST-80370,Facebook,2025-03-01,Carousel,Tutorial,6139,530,214,30695,18276,22.42,2576914,10,Neutral,64,0
POST-80371,Twitter,2025-01-24,Carousel,Product Launch,28066,1050,40,533254,454272,5.47,2201069,19,Negative,289,0
POST-80372,Facebook,2024-11-15,Video,Tutorial,11232,997,542,280800,241260,4.55,4688693,6,Neutral,122,0
POST-80373,TikTok,2025-04-03,Image,Tutorial,17981,1537,126,521449,354196,3.77,1973256,3,Neutral,297,376039
POST-80374,TikTok,2025-12-18,Live,News,34891,523,966,209346,145431,17.38,4534281,0,Negative,282,62173
POST-80375,TikTok,2024-11-03,Live,Educational,39692,607,1230,674764,553682,6.15,3206154,17,Positive,487,43609
POST-80376,Twitter,2025-12-05,Live,Educational,19312,850,86,463488,430807,4.37,4171455,13,Positive,335,0
POST-80377,LinkedIn,2024-11-05,Carousel,Tutorial,48163,2634,1768,1011423,942539,5.2,2884387,16,Negative,670,0
POST-80378,Facebook,2025-01-07,Story,News,21890,66,141,612920,385204,3.61,1461467,29,Positive,281,0
POST-80379,YouTube,2024-04-20,Carousel,Behind the Scenes,20352,1497,1000,468096,340322,4.88,547530,26,Positive,58,483107
POST-80380,LinkedIn,2024-06-20,Carousel,Entertainment,32808,2860,242,164040,135854,21.89,2348623,13,Negative,611,0
POST-80381,YouTube,2025-02-22,Text,Product Launch,42029,470,110,504348,390919,8.45,3920184,2,Positive,360,464078
POST-80382,LinkedIn,2024-09-06,Live,Educational,9876,584,291,286404,227383,3.75,1436566,9,Positive,66,0
POST-80383,TikTok,2025-10-17,Story,Educational,42269,1688,1807,549497,357817,8.33,1155938,30,Neutral,506,113081
POST-80384,TikTok,2023-02-11,Image,Educational,38928,1609,1265,1089984,692445,3.84,216440,25,Neutral,564,396761
POST-80385,Facebook,2024-02-16,Video,Educational,6694,178,287,33470,27183,21.39,2526592,16,Positive,73,0
POST-80386,YouTube,2023-07-16,Carousel,Product Launch,26180,1730,564,445060,233573,6.4,4670717,7,Positive,451,494778
POST-80387,Instagram,2023-08-16,Video,Educational,40057,1062,420,640912,350049,6.48,726990,8,Positive,386,43334
POST-80388,TikTok,2024-11-17,Live,Entertainment,3887,350,120,19435,16481,22.42,4165754,19,Positive,57,395948
POST-80389,Instagram,2023-02-02,Video,Entertainment,22590,1209,627,135540,77320,18.02,433267,22,Neutral,428,491744
POST-80390,YouTube,2025-10-06,Story,User Generated,4211,93,77,88431,77245,4.95,3791179,26,Positive,12,245674
POST-80391,Twitter,2025-04-05,Image,Behind the Scenes,31709,1289,1538,253672,229621,13.61,1458398,5,Positive,224,0
POST-80392,YouTube,2025-11-30,Story,Promotional,18370,620,111,312290,295994,6.12,455712,30,Neutral,41,409212
POST-80393,TikTok,2025-01-07,Carousel,Promotional,15143,22,633,272574,257773,5.8,3649620,15,Negative,305,239494
POST-80394,LinkedIn,2023-09-27,Video,Behind the Scenes,1188,111,45,15444,11412,8.7,3687857,28,Neutral,5,0
POST-80395,Instagram,2023-12-05,Image,Tutorial,36404,1751,1360,509656,376528,7.75,1998507,2,Positive,349,392489
POST-80396,YouTube,2025-09-04,Video,Educational,19916,142,752,219076,167374,9.5,574961,27,Positive,338,494159
POST-80397,YouTube,2025-11-11,Video,Promotional,40602,668,718,609030,498890,6.89,711552,25,Neutral,360,149184
POST-80398,YouTube,2024-11-23,Live,Product Launch,10321,30,81,51605,34059,20.22,2614747,9,Negative,22,21611
POST-80399,YouTube,2023-10-22,Image,Entertainment,26791,346,10,562611,298450,4.83,3959934,16,Negative,410,342443
POST-80400,Instagram,2025-03-25,Reel,Educational,18715,1774,414,168435,104750,12.41,1340155,17,Positive,22,58025
POST-80401,YouTube,2025-10-05,Carousel,Tutorial,19318,785,245,96590,64397,21.07,2786309,13,Positive,175,162940
POST-80402,Twitter,2025-03-25,Live,User Generated,46964,1002,783,1268028,792176,3.84,4860331,21,Positive,265,0
POST-80403,TikTok,2023-01-04,Story,Tutorial,42984,171,624,472824,402660,9.26,286833,15,Positive,223,358418
POST-80404,YouTube,2025-05-29,Video,Behind the Scenes,17745,582,769,301665,279379,6.33,935403,7,Positive,342,129276
POST-80405,Instagram,2024-05-10,Reel,Product Launch,32338,18,278,355718,290776,9.17,3895679,6,Positive,298,474418
POST-80406,Facebook,2024-08-23,Image,Product Launch,40112,1662,1351,561568,497861,7.68,624627,28,Positive,364,0
