respondent_id,department,job_level,tenure_years,engagement_score,satisfaction_score,manager_score,worklife_balance,growth_opportunity,recognition,compensation_fairness,team_collaboration,overall_recommend,response_date,attrition_risk
RESP-30216,Sales,VP,19.7,2.81,2.41,3.63,4.65,2.07,2.26,2.1,3.87,8,2024-12-25,Medium
RESP-30217,Legal,Manager,18.3,3.99,3.52,3.88,2.9,4.13,4.22,3.72,4.5,3,2024-09-26,Low
RESP-30218,Product,Senior IC,10.8,4.47,3.39,4.32,2.32,3.75,4.16,2.96,2.69,5,2024-10-03,Low
RESP-30219,Operations,VP,2.5,4.02,4.02,4.0,3.24,3.84,4.05,3.14,3.6,8,2024-03-11,Low
RESP-30220,Marketing,Senior IC,16.4,2.71,3.3,4.36,3.15,3.2,3.56,2.81,3.26,10,2024-06-29,Medium
RESP-30221,Legal,Senior IC,11.5,4.28,3.34,4.02,2.99,1,2.9,2.64,3.8,6,2025-05-31,Low
RESP-30222,Engineering,Individual Contributor,7.3,4.91,2.05,4.17,2.74,3.68,1.76,3.34,2.72,5,2023-12-24,Low
RESP-30223,Sales,Team Lead,16.4,3.19,3.28,3.07,4.18,2.5,3.81,3.82,3.52,3,2023-06-05,Medium
RESP-30224,Operations,Team Lead,18.1,3.48,3.87,3.33,2.88,3.51,3.43,4.38,2.09,5,2023-11-28,Low
RESP-30225,Sales,Team Lead,4.3,1.62,2.95,4.8,4.01,4.19,2.61,3.11,4.07,7,2023-09-24,Medium
RESP-30226,Finance,Individual Contributor,9.8,3.55,3.11,3.36,3.41,1.61,4.85,3.52,4.38,3,2024-02-22,Low
RESP-30227,Customer Support,Director,10.7,3.8,2.89,5,3.41,2.18,2.98,2.11,3.23,10,2025-08-12,Low
RESP-30228,Marketing,Team Lead,7.8,2.34,3.16,2.29,4.22,3.8,4.59,3.35,3.15,7,2023-08-16,Medium
RESP-30229,Sales,VP,9.8,3.83,3.94,3.2,2.21,3.32,3.38,3.71,2.55,1,2023-12-10,Low
RESP-30230,Marketing,Individual Contributor,15.3,2.9,3.08,3.69,2.05,2.51,3.33,2.45,3.5,4,2025-04-12,Medium
RESP-30231,Sales,Manager,7.9,3.71,3.99,4.06,3.39,2.85,1.67,3.87,4.3,8,2023-12-15,Low
RESP-30232,Customer Support,Manager,12.5,4.51,3.09,4.18,4.77,3.05,3.56,1.69,2.68,5,2024-08-23,Low
RESP-30233,Legal,Manager,13.3,2.85,4.86,3.56,4.56,3.0,3.31,3.29,3.85,2,2023-03-15,Medium
RESP-30234,Marketing,Senior IC,16.0,2.24,3.5,3.73,2.85,3.07,4.59,1.99,3.51,10,2025-07-01,Medium
RESP-30235,Marketing,Director,12.7,2.45,3.54,2.37,4.4,1.61,4.19,3.52,3.87,10,2024-06-18,Medium
RESP-30236,Finance,Senior IC,10.7,3.27,1.6,3.02,1.67,4.28,3.7,1.68,3.05,4,2025-07-15,Low
RESP-30237,HR,Senior IC,15.6,3.96,4.39,5,3.43,4.41,3.58,3.26,3.4,2,2025-02-03,Low
RESP-30238,Customer Support,Director,11.0,2.84,1.15,3.76,3.83,3.63,3.01,3.17,4.1,4,2024-04-12,Medium
RESP-30239,Marketing,VP,4.9,4.17,3.96,4.01,3.49,1.38,3.11,2.28,4.07,2,2023-05-01,Low
RESP-30240,Marketing,Senior IC,1.9,3.67,3.7,2.3,3.85,2.63,2.76,2.13,4.9,3,2024-05-21,Low
RESP-30241,Customer Support,Individual Contributor,14.3,2.4,2.29,4.57,1.07,3.66,1.83,4.38,4.11,4,2024-02-14,High
RESP-30242,HR,Manager,16.8,3.35,3.92,2.99,4.14,3.47,2.07,3.89,4.57,8,2025-05-16,Low
RESP-30243,Sales,Senior IC,1.3,3.5,4.79,2.9,4.31,3.82,3.17,3.48,2.41,7,2024-03-07,Low
RESP-30244,Design,VP,15.9,4.01,3.56,1.9,2.68,3.0,3.99,1.1,2.96,5,2023-03-16,Low
RESP-30245,Design,Individual Contributor,19.6,3.24,4.91,3.55,2.74,1.88,3.05,2.53,3.33,5,2025-10-08,Low
RESP-30246,Legal,Director,18.8,4.89,3.08,3.25,3.1,3.69,2.22,4.06,2.59,6,2023-08-08,Low
RESP-30247,Sales,Manager,12.4,3.18,5,3.1,2.67,2.91,2.96,3.23,3.53,1,2023-05-21,Medium
RESP-30248,Design,Director,15.2,2.93,4.29,4.38,4.57,3.33,4.99,2.4,3.25,2,2023-01-31,Medium
RESP-30249,Engineering,VP,6.9,3.25,3.13,4.77,4.98,3.66,3.14,3.12,2.74,8,2025-02-01,Low
RESP-30250,Engineering,Senior IC,7.3,2.86,2.31,3.42,2.32,3.89,3.15,3.98,4.8,4,2025-09-29,Medium
RESP-30251,Product,Team Lead,16.1,2.43,2.85,3.08,3.02,2.81,1.35,1.97,3.5,10,2025-01-05,Medium
RESP-30252,Product,Individual Contributor,2.4,4.45,3.14,3.14,3.68,3.2,4.09,3.07,3.82,5,2024-07-14,Low
RESP-30253,Finance,Senior IC,14.0,2.28,4.48,3.51,2.77,2.73,5,2.73,3.3,5,2023-01-09,Medium
RESP-30254,Sales,Director,19.0,3.65,2.37,2.93,2.02,3.05,3.57,3.21,1.98,9,2023-01-16,Low
RESP-30255,Engineering,Director,18.0,3.9,3.49,3.46,1.3,3.69,3.23,3.73,3.21,10,2025-01-25,Low
RESP-30256,Marketing,Senior IC,16.2,3.35,5,1.96,3.68,2.63,3.1,4.81,3.33,4,2023-11-11,Low
RESP-30257,Marketing,Director,14.4,3.45,4.11,2.77,3.64,2.49,2.93,3.51,3.26,2,2023-01-09,Low
RESP-30258,Sales,Manager,5.9,3.98,2.51,2.92,2.65,2.72,2.35,3.55,3.81,5,2025-09-21,Low
RESP-30259,HR,VP,8.0,4.09,3.89,3.62,1.93,1.01,3.1,4.18,2.68,1,2025-08-06,Low
RESP-30260,Product,Team Lead,9.5,2.74,4.27,4.01,1.71,3.75,3.83,2.6,3.06,10,2023-01-21,Medium
RESP-30261,Design,Director,20.0,3.5,2.68,3.66,2.47,4.68,3.91,3.87,4.0,1,2025-08-06,Low
RESP-30262,Legal,Team Lead,6.2,3.87,4.1,3.86,4.3,3.15,4.54,2.44,3.88,4,2025-11-21,Low
RESP-30263,Design,Senior IC,15.3,5,3.64,5,3.39,4.16,2.43,5,2.81,10,2024-07-06,Low
RESP-30264,Design,Manager,6.9,3.34,3.96,3.45,3.25,3.66,2.68,1.03,2.6,4,2025-06-18,Low
RESP-30265,Operations,Director,8.7,4.05,3.1,4.15,2.68,2.97,3.74,3.17,3.79,8,2025-02-19,Low
RESP-30266,Engineering,VP,0.7,4.29,3.63,3.93,4.23,4.07,4.5,1.56,3.64,3,2025-01-28,Low
RESP-30267,Product,VP,16.6,3.45,2.82,2.52,3.35,2.64,3.46,3.33,3.01,2,2023-04-15,Low
RESP-30268,Engineering,Senior IC,13.0,3.63,3.18,2.8,3.01,2.85,3.92,3.54,3.82,8,2024-10-10,Low
RESP-30269,HR,Team Lead,19.1,2.61,3.6,3.65,4.93,2.54,2.35,5,4.06,4,2024-11-19,Medium
RESP-30270,Finance,Manager,5.5,4.23,5,4.05,3.72,4.3,3.77,3.92,4.42,1,2023-10-15,Low
RESP-30271,Legal,Team Lead,0.8,4.42,3.94,2.29,2.4,2.42,2.54,2.29,3.35,3,2025-07-10,Low
RESP-30272,HR,Team Lead,5.1,4.32,2.79,3.39,3.41,2.44,3.01,2.68,4.32,3,2025-02-25,Low
RESP-30273,Operations,Manager,13.0,4.81,4.68,4.17,2.53,4.17,3.39,3.94,3.26,7,2023-01-27,Low
RESP-30274,Sales,Senior IC,16.7,3.35,2.84,3.34,2.67,2.76,2.89,3.45,3.5,5,2025-09-13,Low
RESP-30275,Product,Individual Contributor,3.1,3.87,4.3,4.12,4.08,3.18,3.08,1.97,4.4,1,2023-11-25,Low
RESP-30276,Engineering,Manager,0.9,2.87,4.08,5,3.69,2.85,4.11,1.92,3.89,10,2025-06-28,Medium
RESP-30277,Engineering,Manager,11.4,3.0,2.54,2.76,3.83,3.59,3.19,1,2.6,5,2023-07-25,Medium
RESP-30278,Legal,Team Lead,12.7,3.02,2.21,3.52,4.27,1.97,4.04,2.09,3.23,9,2024-08-28,Medium
RESP-30279,Operations,VP,3.1,4.27,3.34,3.9,3.65,3.07,5,2.91,2.62,6,2024-12-17,Low
RESP-30280,Finance,VP,3.7,3.51,4.42,3.94,2.44,2.5,3.28,3.58,3.07,3,2023-09-02,Low
RESP-30281,Marketing,Director,10.1,4.88,3.55,4.4,2.33,4.09,3.27,1.23,3.64,3,2023-05-22,Low
RESP-30282,Product,Senior IC,13.2,1.86,4.17,2.79,2.55,3.31,5,2.18,3.71,2,2023-01-03,Medium
RESP-30283,Sales,Individual Contributor,18.7,3.81,1.66,3.33,3.97,3.46,2.58,1.78,3.43,8,2023-02-17,Low
RESP-30284,Customer Support,VP,10.8,2.66,2.91,3.17,3.28,3.1,3.05,2.47,4.0,9,2025-11-30,Medium
RESP-30285,Engineering,Team Lead,7.3,4.16,3.08,3.32,3.93,4.49,2.26,1.57,2.28,1,2025-07-27,Low
RESP-30286,Legal,Team Lead,14.6,3.31,2.66,3.98,3.35,4.46,2.74,4.16,4.84,7,2023-10-17,Low
RESP-30287,Product,Manager,15.2,3.72,1.69,3.96,3.45,2.97,3.71,2.15,3.29,2,2023-08-07,Low
RESP-30288,Engineering,Manager,7.7,5,3.35,3.54,3.87,4.12,1.86,3.24,4.92,2,2023-06-12,Low
RESP-30289,Operations,Director,1.1,2.22,2.39,2.78,2.29,3.68,2.52,2.43,3.37,10,2025-11-11,High
RESP-30290,Legal,Team Lead,13.3,3.31,2.47,3.63,4.0,2.91,2.21,3.08,5,4,2023-02-15,Low
RESP-30291,Design,Manager,16.9,4.36,3.91,3.72,2.92,1.89,2.82,2.43,4.14,10,2024-06-20,Low
RESP-30292,Operations,VP,6.6,1.28,3.28,4.77,2.95,3.99,4.04,2.6,4.25,7,2024-03-31,Medium
RESP-30293,Marketing,Team Lead,2.2,3.82,3.55,4.58,2.52,3.92,3.76,4.18,2.21,5,2024-06-10,Low
RESP-30294,Design,Individual Contributor,18.6,3.89,5,4.21,3.92,4.16,1,2.8,2.89,6,2024-03-31,Low
RESP-30295,Design,Senior IC,16.8,1.81,2.96,4.0,3.39,1.7,3.49,4.85,3.41,3,2024-10-05,Medium
RESP-30296,Sales,Team Lead,14.9,3.08,3.55,3.94,2.95,2.73,4.96,3.07,3.82,8,2023-09-21,Medium
RESP-30297,Legal,Individual Contributor,15.6,4.5,2.67,3.46,2.83,2.91,2.03,4.32,4.02,5,2023-02-01,Low
RESP-30298,HR,Senior IC,13.9,3.72,3.11,4.82,3.26,4.19,3.88,4.65,3.33,9,2025-06-26,Low
RESP-30299,HR,Individual Contributor,10.8,3.59,3.1,3.38,4.27,2.43,3.54,5,3.46,3,2024-08-08,Low
RESP-30300,Design,Team Lead,10.1,3.58,1.85,4.07,3.51,4.03,3.04,2.65,4.42,2,2023-06-02,Low
RESP-30301,Customer Support,VP,4.1,3.81,3.91,4.89,4.87,2.81,4.14,1.7,3.29,9,2023-04-20,Low
RESP-30302,Operations,Manager,18.3,2.05,3.52,2.61,3.05,3.68,1.39,2.29,3.45,10,2023-03-29,Medium
RESP-30303,Finance,Individual Contributor,6.5,1.29,3.22,2.61,2.47,3.7,3.97,4.54,3.25,8,2023-06-24,Medium
RESP-30304,Finance,Senior IC,4.3,3.68,4.22,4.08,2.53,4.41,3.03,3.41,2.63,1,2023-09-25,Low
RESP-30305,Product,Senior IC,9.9,3.33,3.92,2.85,2.15,3.55,3.89,2.37,2.72,4,2024-05-11,Low
RESP-30306,Engineering,VP,15.4,3.87,5,3.92,2.06,3.82,4.08,4.14,2.76,4,2023-05-23,Low
RESP-30307,Legal,Manager,5.5,3.03,2.7,4.56,3.08,1.67,2.6,4.04,3.52,10,2023-05-19,Medium
RESP-30308,Legal,Director,9.7,2.96,4.13,4.06,2.39,3.1,3.31,2.33,4.25,1,2025-08-09,Medium
RESP-30309,Engineering,Individual Contributor,3.6,3.58,3.81,4.42,3.18,4.04,3.9,4.23,3.6,3,2024-11-10,Low
RESP-30310,HR,Manager,15.6,3.95,3.19,3.84,3.17,1.72,2.79,2.89,3.7,6,2024-04-11,Low
RESP-30311,Operations,Director,11.8,3.49,3.17,2.98,2.85,3.55,4.03,2.49,3.55,4,2024-04-22,Low
RESP-30312,Design,Manager,3.4,2.77,3.39,2.47,1.48,4.05,3.13,3.64,3.75,7,2024-04-09,Medium
RESP-30313,HR,VP,10.1,3.4,3.51,3.06,2.1,1.13,2.07,2.73,2.54,10,2025-01-26,Low
RESP-30314,Marketing,Senior IC,9.0,3.76,2.4,2.92,2.85,3.51,3.16,2.69,4.07,6,2023-10-05,Low
RESP-30315,Operations,VP,16.8,3.45,2.29,4.36,2.5,3.38,3.72,1.3,2.46,4,2025-06-23,Low
RESP-30316,Operations,Senior IC,11.6,4.5,3.26,3.43,3.72,2.68,3.81,2.4,4.41,2,2025-03-23,Low
RESP-30317,HR,Director,11.2,3.48,2.45,3.93,2.43,4.93,4.95,2.52,4.83,2,2025-08-28,Low
RESP-30318,Operations,VP,0.9,3.09,3.62,4.57,1.6,3.57,4.19,3.12,2.55,6,2023-10-08,Medium
RESP-30319,HR,Director,14.1,3.66,2.54,3.54,4.38,3.58,2.56,2.33,3.34,9,2024-10-17,Low
RESP-30320,Design,VP,15.6,4.03,3.48,4.34,2.07,2.23,3.96,2.69,4.82,3,2023-11-11,Low
RESP-30321,HR,Director,2.9,3.76,3.52,3.09,3.13,4.61,2.21,4.56,3.58,7,2023-10-12,Low
RESP-30322,HR,VP,8.0,3.13,2.84,4.57,4.5,4.7,3.27,3.59,3.21,6,2025-09-17,Medium
RESP-30323,Finance,Director,10.0,2.87,2.71,3.05,3.99,2.59,2.45,1.39,3.97,7,2024-04-13,Medium
RESP-30324,Customer Support,Individual Contributor,17.2,4.27,2.62,3.07,3.32,2.85,4.64,3.64,3.15,9,2024-02-18,Low
RESP-30325,HR,Director,13.0,3.38,1.89,3.89,1.89,4.77,3.94,3.06,5,10,2025-10-08,Low
RESP-30326,Design,Team Lead,11.4,3.67,4.16,3.41,3.83,2.58,4.01,4.82,3.37,9,2023-08-28,Low
RESP-30327,Product,Team Lead,5.9,2.26,3.9,2.99,3.86,3.12,2.4,1.9,1.98,2,2023-09-13,Medium
RESP-30328,Engineering,Team Lead,6.9,3.47,3.14,4.3,2.72,2.82,1.8,4.97,3.25,5,2024-02-03,Low
RESP-30329,Design,Senior IC,12.7,4.38,2.21,5,2.65,2.09,2.32,1.08,2.85,10,2025-11-22,Low
RESP-30330,Operations,Senior IC,3.5,3.63,3.45,4.17,3.44,3.11,3.62,1.46,3.7,7,2025-10-26,Low
RESP-30331,Customer Support,Team Lead,19.1,4.33,2.85,3.48,2.27,3.78,1.63,3.33,3.79,8,2025-08-13,Low
RESP-30332,Customer Support,VP,7.4,3.3,3.98,3.7,4.71,2.45,3.81,3.58,3.48,3,2024-04-18,Low
RESP-30333,Legal,Manager,3.1,3.76,4.03,4.14,2.98,3.5,2.48,3.27,4.0,10,2023-08-20,Low
RESP-30334,Legal,Team Lead,10.1,2.67,3.72,4.55,3.46,4.2,3.52,3.56,3.46,3,2024-01-05,Medium
RESP-30335,Legal,Director,6.9,4.97,3.28,3.55,3.3,3.44,4.71,1.54,3.42,8,2025-05-30,Low
RESP-30336,Product,Individual Contributor,6.0,2.5,3.04,3.73,2.59,3.71,4.23,2.49,3.46,3,2024-05-16,Medium
RESP-30337,HR,Individual Contributor,11.0,3.96,1.58,4.72,4.12,2.14,3.06,1,3.68,10,2025-10-17,Low
RESP-30338,Customer Support,Individual Contributor,3.6,2.95,2.85,4.01,3.23,4.92,2.8,1.98,3.9,3,2025-08-20,Medium
RESP-30339,HR,VP,18.4,3.81,3.76,3.42,2.73,2.95,1.94,1.52,3.52,4,2023-12-11,Low
RESP-30340,Engineering,Director,6.2,2.43,3.48,2.82,3.9,3.43,3.55,3.37,3.02,10,2024-08-11,Medium
RESP-30341,Finance,Manager,19.0,4.73,2.88,2.6,2.02,3.14,3.5,2.82,2.09,9,2023-07-23,Low
RESP-30342,Sales,Individual Contributor,7.6,4.5,3.5,2.52,4.72,2.95,3.67,2.51,3.88,1,2025-08-26,Low
RESP-30343,Product,Individual Contributor,12.9,4.01,2.82,3.67,4.88,2.98,2.48,2.77,3.72,3,2024-06-07,Low
RESP-30344,Customer Support,Individual Contributor,3.7,2.58,2.4,3.38,3.48,3.76,4.35,2.66,3.75,2,2024-01-19,Medium
RESP-30345,Legal,Team Lead,20.0,2.57,2.69,3.34,3.33,2.99,2.93,3.7,4.16,2,2024-07-27,Medium
RESP-30346,Legal,Senior IC,10.9,3.17,3.43,3.38,2.99,2.83,4.2,2.98,4.34,5,2023-05-17,Medium
RESP-30347,Product,Team Lead,10.2,3.51,2.83,3.4,3.14,1.93,3.78,3.31,3.38,1,2024-04-26,Low
RESP-30348,Marketing,Individual Contributor,7.3,4.48,3.01,3.17,3.47,4.63,2.58,5,4.43,10,2024-06-24,Low
RESP-30349,Sales,Director,13.7,4.14,2.5,3.78,3.96,3.13,3.46,1,5,5,2024-01-02,Low
RESP-30350,Finance,Individual Contributor,14.7,4.7,3.93,2.12,2.77,2.95,5,2.48,4.07,9,2024-06-02,Low
RESP-30351,Finance,Individual Contributor,3.5,3.94,3.91,3.4,4.06,4.1,3.23,4.59,3.28,5,2023-06-28,Low
RESP-30352,Marketing,Senior IC,5.8,3.77,3.77,3.25,3.71,3.31,2.99,2.62,3.92,10,2024-09-28,Low
RESP-30353,Finance,Manager,11.4,3.59,1.82,4.28,2.88,5,2.48,5,2.47,5,2024-04-26,Low
RESP-30354,Engineering,Team Lead,19.1,3.86,4.11,3.53,3.84,3.33,2.9,4.34,4.03,5,2023-01-09,Low
RESP-30355,Design,VP,14.6,3.67,4.31,3.5,2.51,3.08,1.89,3.33,3.32,8,2025-05-22,Low
RESP-30356,Operations,Director,12.8,2.4,3.38,3.36,1.56,4.37,3.74,3.85,3.46,10,2024-10-28,Medium
RESP-30357,Legal,Senior IC,16.5,3.75,3.56,3.11,2.39,2.8,4.66,4.78,3.97,6,2023-10-22,Low
RESP-30358,HR,Individual Contributor,18.5,3.3,4.27,4.33,3.18,3.6,2.38,3.4,4.29,1,2024-07-19,Low
RESP-30359,HR,Director,13.5,5,3.42,2.86,3.18,3.96,2.33,3.58,3.38,4,2025-03-18,Low
RESP-30360,HR,Individual Contributor,13.0,1.66,5,3.54,2.97,3.52,3.7,3.65,3.41,4,2024-05-12,Medium
RESP-30361,Sales,Senior IC,3.6,3.38,3.71,3.23,3.73,3.39,4.82,3.94,2.97,7,2024-11-21,Low
RESP-30362,Customer Support,Manager,8.5,5,4.33,3.6,4.2,3.56,2.39,4.31,2.86,4,2023-10-07,Low
RESP-30363,Legal,Manager,14.7,4.0,1.93,3.93,4.08,1.44,2.73,4.37,4.51,6,2024-12-06,Low
RESP-30364,Customer Support,Senior IC,19.3,3.72,3.17,2.31,4.18,4.98,1.77,4.05,2.62,2,2025-05-05,Low
RESP-30365,Marketing,Director,4.6,2.37,3.59,3.9,5,2.58,2.52,3.22,3.25,9,2024-11-22,Medium
RESP-30366,HR,Individual Contributor,17.1,4.08,2.75,3.37,4.14,3.11,3.88,1,4.42,2,2024-08-04,Low
RESP-30367,HR,Individual Contributor,15.0,2.82,3.97,4.13,2.21,3.75,1.58,2.93,2.89,2,2024-05-30,Medium
RESP-30368,Sales,Team Lead,12.7,3.72,3.39,3.26,3.6,1.84,4.4,2.95,4.95,5,2025-10-03,Low
RESP-30369,Marketing,Senior IC,18.0,3.33,4.47,3.53,2.9,2.86,2.44,3.55,3.87,9,2024-03-22,Low
RESP-30370,Design,VP,20.0,4.31,4.7,4.41,4.03,2.25,3.43,2.25,4.53,5,2024-03-22,Low
RESP-30371,Design,Senior IC,18.4,3.83,2.0,3.28,2.8,3.66,3.24,4.31,3.76,9,2024-05-14,Low
RESP-30372,Operations,Team Lead,12.9,3.51,2.39,4.38,3.63,3.04,3.77,2.86,2.98,1,2024-06-01,Low
RESP-30373,Finance,VP,5.6,3.01,3.47,3.94,4.24,1.62,3.1,1.58,4.02,6,2024-06-19,Medium
RESP-30374,Operations,Individual Contributor,4.0,3.75,3.83,3.6,2.18,1.99,3.99,4.72,3.75,5,2023-06-16,Low
RESP-30375,Product,Senior IC,1.2,3.59,2.47,2.86,4.03,4.82,3.43,2.66,3.19,8,2024-01-11,Low
RESP-30376,Sales,Manager,19.2,4.64,3.02,2.75,3.75,2.8,4.09,3.33,2.54,1,2024-12-09,Low
RESP-30377,Operations,Team Lead,6.0,3.31,1.99,4.2,4.59,3.88,4.13,2.7,3.83,9,2025-08-08,Low
RESP-30378,Finance,VP,3.3,4.25,4.33,3.87,4.0,2.79,3.01,3.99,3.64,10,2024-11-18,Low
RESP-30379,Marketing,Individual Contributor,8.9,2.61,4.96,4.0,4.03,3.4,1.75,2.05,4.18,3,2023-03-02,Medium
RESP-30380,Operations,VP,18.1,3.81,3.19,3.74,3.68,2.98,2.64,4.31,3.37,10,2023-08-29,Low
RESP-30381,Engineering,Manager,6.8,3.46,3.17,3.45,4.07,2.78,3.85,2.64,3.65,3,2023-06-20,Low
RESP-30382,Sales,Director,17.3,5,3.43,2.84,3.14,1.88,5,3.59,4.1,1,2024-11-04,Low
RESP-30383,Design,VP,5.0,3.25,3.07,4.62,3.69,3.33,3.82,1.73,3.35,3,2023-06-26,Low
RESP-30384,Finance,Senior IC,9.0,4.23,3.72,4.01,3.25,2.14,3.16,4.33,3.84,5,2023-12-29,Low
RESP-30385,Finance,Team Lead,16.3,2.4,2.99,3.03,1,1.97,3.07,3.6,4.07,3,2024-02-06,Medium
RESP-30386,HR,Senior IC,4.3,4.42,3.73,3.35,2.19,3.66,3.42,3.9,4.18,5,2024-11-25,Low
RESP-30387,Engineering,VP,4.9,3.31,4.53,2.84,3.68,1.79,3.06,3.85,4.25,4,2024-01-09,Low
RESP-30388,Product,Manager,6.1,5,2.35,2.83,2.53,3.83,3.02,3.58,5,10,2024-03-05,Low
RESP-30389,Operations,Individual Contributor,9.9,4.78,3.01,3.98,2.95,1.84,3.97,5,3.11,8,2023-03-18,Low
RESP-30390,Legal,Manager,5.7,2.94,3.88,5,1.87,2.03,2.83,3.79,3.68,7,2024-06-12,Medium
RESP-30391,Legal,VP,12.6,3.83,3.34,3.75,3.25,1.32,4.02,1,3.4,7,2023-04-04,Low
RESP-30392,Engineering,Senior IC,4.2,3.09,3.68,3.46,3.25,2.47,4.56,1.83,3.73,3,2025-02-28,Medium
RESP-30393,Marketing,Manager,14.4,4.8,3.22,4.74,3.77,2.79,4.43,2.88,3.29,2,2024-05-25,Low
RESP-30394,HR,Director,4.5,3.1,2.72,3.98,5,4.57,4.46,4.35,3.75,8,2024-02-29,Medium
RESP-30395,HR,Director,16.5,3.91,3.93,2.86,4.02,4.03,2.84,1,3.53,3,2023-01-06,Low
RESP-30396,Product,Individual Contributor,13.4,4.59,3.74,2.17,4.18,2.84,1.63,3.3,2.59,3,2025-11-20,Low
RESP-30397,Product,Individual Contributor,4.2,4.42,1.51,3.26,3.62,3.84,1.33,2.84,3.87,10,2025-10-12,Low
RESP-30398,Operations,Individual Contributor,14.7,4.26,4.02,4.02,4.34,1.84,2.77,1.83,4.35,2,2023-01-22,Low
RESP-30399,Sales,Director,2.6,3.04,3.58,4.07,4.33,3.01,3.35,4.49,3.71,10,2024-03-10,Medium
RESP-30400,HR,VP,5.0,4.01,3.29,4.09,2.65,2.74,2.32,2.39,4.72,6,2025-01-16,Low
RESP-30401,HR,Manager,17.8,3.93,2.85,3.48,2.43,3.6,2.12,1.65,2.54,1,2024-11-03,Low
RESP-30402,Finance,Manager,16.7,2.63,3.07,3.75,3.1,2.17,3.33,3.13,3.43,4,2025-09-16,Medium
RESP-30403,Marketing,Senior IC,11.2,2.62,4.38,4.01,3.83,2.75,2.25,5,3.67,9,2025-10-19,Medium
RESP-30404,Finance,VP,7.2,4.12,1.29,3.0,5,4.0,3.48,3.3,3.2,4,2025-04-15,Low
RESP-30405,Finance,Manager,14.1,3.04,3.1,2.98,2.61,3.05,5,1.99,2.89,5,2024-06-01,Medium
RESP-30406,Legal,VP,12.6,1.46,4.08,3.12,4.02,2.71,3.38,2.69,5,8,2024-08-25,Medium
RESP-30407,Design,Manager,8.5,2.13,4.31,4.31,2.97,1.07,4.88,4.3,4.0,10,2023-11-01,Medium
RESP-30408,Sales,VP,9.3,2.31,3.08,4.28,3.29,2.07,3.08,4.17,3.76,4,2023-07-15,Medium
RESP-30409,HR,Senior IC,19.4,3.52,3.65,3.96,1.95,2.96,4.24,3.9,3.14,8,2023-12-20,Low
RESP-30410,HR,VP,2.8,2.49,4.78,3.96,2.95,3.42,3.69,5,2.68,1,2023-04-14,Medium
RESP-30411,Legal,VP,7.2,3.02,2.77,3.83,4.03,2.93,3.96,2.75,3.16,9,2025-03-02,Medium
RESP-30412,Sales,Team Lead,18.0,2.89,3.7,2.86,2.73,4.62,4.9,2.82,3.9,8,2024-10-21,Medium
RESP-30413,HR,Senior IC,4.4,3.2,2.9,3.71,4.38,3.34,4.32,4.61,2.61,2,2023-10-02,Low
RESP-30414,Finance,Manager,8.1,3.22,1.34,2.24,3.2,4.24,4.14,3.35,3.79,4,2024-09-25,Low
RESP-30415,Customer Support,Senior IC,13.8,2.65,4.95,3.38,5,2.57,3.95,3.92,3.01,3,2024-11-04,Medium
RESP-30416,Product,Individual Contributor,2.3,4.02,2.45,3.31,4.83,3.17,4.26,1.89,4.18,4,2024-01-17,Low
RESP-30417,Operations,Manager,3.0,4.56,3.73,4.86,4.25,1.95,3.76,2.73,3.38,1,2024-04-29,Low
RESP-30418,Customer Support,Director,1.2,2.37,4.24,4.65,4.25,3.09,3.11,3.02,3.89,8,2025-06-19,Medium
RESP-30419,Engineering,VP,20.0,3.69,3.55,3.02,3.72,3.84,3.66,2.39,2.09,5,2024-11-07,Low
RESP-30420,Design,Senior IC,2.9,5,3.09,3.51,3.65,3.8,2.13,2.77,2.92,5,2023-06-02,Low
RESP-30421,Sales,Director,13.8,3.59,4.26,3.56,2.14,2.93,3.46,3.7,3.53,9,2024-01-13,Low
RESP-30422,Product,Senior IC,17.3,4.85,2.58,2.7,2.21,2.52,3.95,4.87,4.47,1,2025-02-26,Low
RESP-30423,Engineering,Individual Contributor,3.2,4.13,4.29,3.58,3.52,1.86,3.49,3.76,3.21,1,2023-05-03,Low
RESP-30424,Finance,Team Lead,3.6,3.43,2.56,3.86,3.86,2.23,3.04,3.36,3.49,9,2023-08-03,Low
RESP-30425,Marketing,Senior IC,14.3,4.27,5,2.94,4.02,3.6,3.91,2.53,3.27,8,2024-07-22,Low
RESP-30426,Sales,Director,6.9,3.3,3.49,3.84,4.1,2.59,3.18,2.59,3.63,7,2023-06-14,Low
RESP-30427,Finance,VP,10.3,3.3,4.07,3.85,4.08,2.5,3.26,2.01,4.08,1,2023-10-20,Low
RESP-30428,Finance,VP,9.1,3.52,3.87,4.48,2.66,3.87,1.86,3.81,3.38,9,2024-05-01,Low
RESP-30429,Finance,Manager,14.7,3.31,5,4.2,3.38,4.02,4.6,4.35,3.65,8,2023-02-10,Low
RESP-30430,Design,Team Lead,3.8,2.12,3.84,3.22,4.26,3.53,2.96,3.82,3.62,10,2024-03-15,Medium
RESP-30431,Product,Director,18.9,3.89,1.47,2.95,4.11,3.32,3.2,3.84,3.79,7,2025-06-15,Low
RESP-30432,Sales,Team Lead,6.9,3.97,3.74,2.7,3.91,4.03,3.63,3.45,3.03,9,2023-09-13,Low
RESP-30433,Product,VP,10.4,3.06,4.94,2.98,2.8,4.13,3.71,3.86,3.02,9,2023-03-26,Medium
