trip_id,pickup_datetime,dropoff_datetime,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,passenger_count,trip_distance_miles,fare_amount,tip_amount,total_amount,payment_type,trip_duration_min
TRIP-400165,2024-12-21 17:36:23,2024-12-21 18:22:23,40.776116,-73.92452,40.709277,-73.909793,6,7.12,33.63,3.27,36.9,Credit Card,46.3
TRIP-400166,2025-05-05 03:08:50,2025-05-05 03:38:50,40.682045,-73.964704,40.65954,-73.909552,2,5.25,20.59,4.23,24.82,Debit Card,30.6
TRIP-400167,2024-07-25 05:08:42,2024-07-25 06:23:42,40.702243,-73.974629,40.791771,-73.931623,5,9.4,41.46,8.85,50.31,Credit Card,75.5
TRIP-400168,2024-08-02 18:02:25,2024-08-02 19:30:25,40.681358,-73.957174,40.846123,-73.949091,5,13.24,51.32,8.73,60.05,Credit Card,88.3
TRIP-400169,2024-03-16 21:05:34,2024-03-16 21:28:34,40.72119,-73.929887,40.74356,-73.984182,5,5.67,23.63,2.0,25.63,Credit Card,23.2
TRIP-400170,2024-08-01 07:27:16,2024-08-01 07:49:16,40.734107,-73.931763,40.711889,-73.918389,3,4.18,18.71,1.32,20.03,Credit Card,22.5
TRIP-400171,2024-03-22 19:18:57,2024-03-22 19:56:57,40.798928,-73.986043,40.807261,-73.915133,3,4.55,16.08,2.3,18.38,Mobile,38.6
TRIP-400172,2025-11-29 22:52:06,2025-11-29 23:56:06,40.744511,-73.982347,40.686028,-73.917882,2,8.03,28.61,2.06,30.67,Debit Card,64.0
TRIP-400173,2024-04-06 00:56:43,2024-04-06 01:38:43,40.704563,-73.906156,40.82393,-73.95453,5,11.79,49.84,1.45,51.29,Debit Card,42.5
TRIP-400174,2024-08-27 21:00:35,2024-08-27 21:28:35,40.65385,-74.014642,40.662787,-73.907576,2,8.13,23.5,2.52,26.02,Credit Card,28.0
TRIP-400175,2024-10-15 01:08:18,2024-10-15 01:38:18,40.820319,-74.00586,40.697672,-73.966101,4,11.18,37.17,0.63,37.8,Cash,30.0
TRIP-400176,2024-05-09 13:22:40,2024-05-09 13:43:40,40.686678,-73.931101,40.66713,-73.909058,2,2.82,15.66,4.62,20.28,Mobile,21.4
TRIP-400177,2024-08-26 03:20:57,2024-08-26 04:34:57,40.815951,-73.921653,40.707887,-73.975002,3,11.96,39.92,6.81,46.73,Cash,74.5
TRIP-400178,2025-11-16 05:17:37,2025-11-16 05:47:37,40.682747,-73.934612,40.701091,-73.982186,4,5.5,20.96,0.6,21.56,Credit Card,30.9
TRIP-400179,2024-09-25 20:26:05,2024-09-25 21:37:05,40.679149,-73.903911,40.838005,-73.929283,4,13.68,59.55,14.45,74.0,Debit Card,71.1
TRIP-400180,2025-06-08 03:56:29,2025-06-08 04:47:29,40.658534,-73.924711,40.815403,-73.923183,4,11.16,50.9,13.18,64.08,Mobile,51.9
TRIP-400181,2024-12-26 17:07:42,2024-12-26 17:58:42,40.730241,-73.900319,40.818875,-73.959433,1,9.73,31.54,2.56,34.1,Cash,51.8
TRIP-400182,2024-12-18 18:46:02,2024-12-18 20:11:02,40.784588,-73.963752,40.678675,-74.01137,2,10.71,38.84,3.26,42.1,Cash,85.1
TRIP-400183,2024-12-23 21:51:07,2024-12-23 22:56:07,40.795331,-73.977088,40.652836,-73.942833,4,13.56,44.75,1.44,46.19,Cash,65.1
TRIP-400184,2024-08-21 01:22:16,2024-08-21 01:57:16,40.663061,-73.994282,40.765517,-73.990628,4,7.81,33.08,8.02,41.1,Mobile,35.9
TRIP-400185,2025-06-18 23:01:35,2025-06-18 23:52:35,40.674449,-73.933021,40.808249,-73.913375,4,12.23,34.01,0.31,34.32,Mobile,51.9
TRIP-400186,2025-07-02 04:43:10,2025-07-02 06:14:10,40.825991,-73.912632,40.711918,-73.996971,6,14.14,52.64,9.78,62.42,Credit Card,91.7
TRIP-400187,2025-04-10 15:19:29,2025-04-10 16:07:29,40.765121,-73.957118,40.825684,-73.925775,2,7.48,28.92,0.48,29.4,Credit Card,48.9
TRIP-400188,2024-07-18 04:49:51,2024-07-18 05:17:51,40.775667,-73.995908,40.78083,-73.905358,4,6.51,29.42,3.79,33.21,Cash,28.0
TRIP-400189,2024-11-29 16:33:49,2024-11-29 17:34:49,40.705414,-73.984914,40.839889,-74.01031,2,11.18,33.79,8.03,41.82,Debit Card,61.1
TRIP-400190,2025-07-17 09:44:59,2025-07-17 10:14:59,40.741802,-73.956052,40.654227,-73.948578,5,7.36,22.4,6.02,28.42,Cash,30.4
TRIP-400191,2025-03-28 09:25:45,2025-03-28 10:00:45,40.70267,-73.928484,40.711503,-73.988017,2,4.78,18.23,4.24,22.47,Mobile,35.8
TRIP-400192,2024-08-30 15:48:57,2024-08-30 16:02:57,40.783742,-73.962726,40.792061,-73.957828,3,2.37,10.02,2.8,12.82,Debit Card,14.4
TRIP-400193,2025-10-15 09:03:05,2025-10-15 09:45:05,40.79833,-73.936533,40.688414,-73.938562,3,8.99,30.51,5.06,35.57,Cash,42.1
TRIP-400194,2025-05-18 10:08:12,2025-05-18 11:46:12,40.824106,-73.984119,40.66676,-74.004628,5,13.01,41.96,3.91,45.87,Debit Card,98.2
TRIP-400195,2025-07-09 07:22:25,2025-07-09 07:57:25,40.841927,-73.964621,40.70478,-74.006169,1,12.48,54.52,10.17,64.69,Credit Card,35.6
TRIP-400196,2025-01-15 06:50:19,2025-01-15 07:17:19,40.773773,-73.964806,40.730524,-73.949742,5,4.93,17.43,4.64,22.07,Debit Card,27.8
TRIP-400197,2024-02-25 12:52:40,2024-02-25 13:48:40,40.75689,-73.996647,40.831083,-73.950427,3,8.62,33.29,7.79,41.08,Debit Card,56.3
TRIP-400198,2025-02-17 21:11:40,2025-02-17 21:23:40,40.831294,-73.943762,40.799246,-73.921577,6,3.61,17.98,5.19,23.17,Credit Card,12.3
TRIP-400199,2025-07-13 09:30:30,2025-07-13 09:51:30,40.765271,-73.981596,40.751537,-73.945192,3,3.17,14.05,2.33,16.38,Cash,21.8
TRIP-400200,2025-09-14 09:15:11,2025-09-14 10:26:11,40.681708,-73.923147,40.789262,-73.967139,1,10.16,42.1,6.14,48.24,Mobile,71.6
TRIP-400201,2025-04-06 08:50:14,2025-04-06 09:26:14,40.789053,-73.902716,40.808375,-74.010516,5,7.46,31.4,5.14,36.54,Debit Card,36.7
TRIP-400202,2025-02-23 12:25:10,2025-02-23 13:30:10,40.820304,-73.923722,40.690157,-73.938927,1,10.73,51.77,6.94,58.71,Credit Card,65.9
TRIP-400203,2025-06-09 19:33:26,2025-06-09 20:40:26,40.786152,-74.0053,40.832228,-73.929586,2,9.08,40.09,2.72,42.81,Debit Card,67.9
TRIP-400204,2025-11-16 22:52:26,2025-11-16 23:45:26,40.784485,-73.963952,40.673234,-73.998937,4,11.01,41.23,2.51,43.74,Debit Card,53.6
TRIP-400205,2025-01-30 04:51:47,2025-01-30 05:43:47,40.729654,-74.007088,40.839619,-73.941187,5,11.52,52.91,5.23,58.14,Debit Card,52.9
TRIP-400206,2025-09-17 04:46:21,2025-09-17 05:17:21,40.823231,-73.95778,40.795192,-74.018264,3,6.18,20.56,5.16,25.72,Debit Card,31.8
TRIP-400207,2024-12-16 06:52:15,2024-12-16 07:06:15,40.774132,-73.972763,40.773898,-73.955701,3,1.51,7.73,2.18,9.91,Credit Card,14.0
TRIP-400208,2025-12-04 05:09:48,2025-12-04 06:04:48,40.775398,-73.945936,40.701204,-73.933435,3,7.41,29.86,7.76,37.62,Cash,55.6
TRIP-400209,2024-08-16 04:02:49,2024-08-16 06:14:49,40.844091,-73.936954,40.660268,-73.989,6,16.54,54.56,3.77,58.33,Credit Card,132.2
TRIP-400210,2024-03-07 06:40:11,2024-03-07 07:31:11,40.844722,-73.915324,40.706902,-73.965249,3,14.04,52.34,9.27,61.61,Mobile,51.8
TRIP-400211,2024-12-19 19:37:46,2024-12-19 19:57:46,40.822237,-73.953914,40.731217,-73.940319,2,8.55,29.95,3.16,33.11,Cash,20.7
TRIP-400212,2025-01-28 16:45:24,2025-01-28 17:25:24,40.800607,-73.931589,40.84973,-73.98751,5,8.29,30.04,3.06,33.1,Credit Card,40.4
TRIP-400213,2025-01-08 17:36:23,2025-01-08 18:06:23,40.664672,-73.991272,40.737094,-73.998595,6,5.58,23.25,2.72,25.97,Credit Card,30.8
TRIP-400214,2024-01-04 23:38:30,2024-01-05 00:52:30,40.730332,-73.943526,40.82059,-73.904067,4,9.04,45.23,11.03,56.26,Cash,74.4
TRIP-400215,2025-01-09 11:28:30,2025-01-09 12:00:30,40.720528,-73.973956,40.747783,-73.963289,3,4.18,15.08,0.03,15.11,Mobile,32.2
TRIP-400216,2025-10-17 12:14:37,2025-10-17 12:37:37,40.660353,-73.929633,40.650986,-73.966332,4,3.53,12.77,1.9,14.67,Credit Card,23.8
TRIP-400217,2025-11-28 12:38:56,2025-11-28 13:26:56,40.773893,-74.002339,40.730958,-73.910755,3,8.79,40.08,7.98,48.06,Mobile,48.4
TRIP-400218,2024-03-29 00:38:24,2024-03-29 01:54:24,40.819431,-74.012427,40.726309,-73.938555,6,11.01,33.28,7.83,41.11,Mobile,76.5
TRIP-400219,2025-07-12 10:02:15,2025-07-12 10:44:15,40.840302,-74.016899,40.766514,-74.012414,6,5.81,27.77,0.26,28.03,Cash,42.8
TRIP-400220,2025-07-10 23:46:58,2025-07-10 23:56:58,40.814304,-73.967036,40.811724,-74.015735,2,3.5,15.43,4.29,19.72,Debit Card,10.4
TRIP-400221,2024-12-07 03:55:08,2024-12-07 05:01:08,40.794689,-73.94275,40.679683,-73.94462,3,8.29,38.89,3.09,41.98,Debit Card,66.8
TRIP-400222,2024-07-29 10:30:58,2024-07-29 10:41:58,40.784383,-74.007962,40.762184,-73.978329,6,4.39,18.59,5.27,23.86,Debit Card,11.9
TRIP-400223,2025-11-06 12:14:38,2025-11-06 12:38:38,40.737298,-73.951469,40.694213,-73.940291,5,3.79,19.44,1.51,20.95,Credit Card,24.1
TRIP-400224,2025-11-17 04:05:06,2025-11-17 04:42:06,40.713112,-73.976439,40.654347,-73.954043,5,6.16,25.26,3.75,29.01,Mobile,37.0
TRIP-400225,2025-06-03 10:31:55,2025-06-03 11:26:55,40.828882,-73.942712,40.742547,-73.934129,6,7.27,28.75,2.2,30.95,Cash,55.6
TRIP-400226,2025-09-02 00:40:39,2025-09-02 01:08:39,40.784425,-73.99264,40.697439,-74.000397,1,7.92,25.73,2.51,28.24,Cash,28.1
TRIP-400227,2025-09-19 11:51:22,2025-09-19 13:05:22,40.805407,-73.904737,40.652302,-73.996069,5,16.09,60.7,15.8,76.5,Cash,74.9
TRIP-400228,2025-11-11 22:03:30,2025-11-11 22:21:30,40.757897,-73.947651,40.792512,-73.92499,5,4.07,13.32,2.23,15.55,Credit Card,18.6
TRIP-400229,2024-06-25 00:39:32,2024-06-25 01:32:32,40.666829,-74.012123,40.772537,-73.92884,3,12.02,51.43,3.55,54.98,Credit Card,53.5
TRIP-400230,2024-10-29 19:42:55,2024-10-29 21:02:55,40.744848,-73.924195,40.675477,-74.01263,2,10.51,44.22,5.96,50.18,Credit Card,80.2
TRIP-400231,2024-03-11 20:55:00,2024-03-11 21:37:00,40.768219,-74.004077,40.721236,-73.957292,1,6.92,24.31,0.32,24.63,Cash,42.5
TRIP-400232,2025-02-12 06:02:37,2025-02-12 06:18:37,40.700022,-73.997832,40.655441,-74.006649,2,5.07,20.14,1.54,21.68,Debit Card,16.2
TRIP-400233,2024-03-03 23:56:20,2024-03-04 00:27:20,40.723203,-73.977409,40.654925,-73.980548,6,6.43,25.63,4.97,30.6,Debit Card,31.2
TRIP-400234,2025-03-26 11:40:17,2025-03-26 12:51:17,40.681197,-73.926256,40.781464,-73.933829,6,8.49,43.59,8.11,51.7,Cash,71.7
TRIP-400235,2024-09-21 11:38:45,2024-09-21 12:17:45,40.837285,-73.907419,40.773695,-73.961625,1,8.34,31.31,7.65,38.96,Debit Card,39.0
TRIP-400236,2025-08-13 17:28:04,2025-08-13 18:01:04,40.746579,-73.981024,40.789023,-73.936686,1,6.7,30.37,3.94,34.31,Debit Card,33.8
TRIP-400237,2024-10-17 07:16:10,2024-10-17 07:48:10,40.765594,-73.950057,40.813495,-73.989488,6,6.41,30.43,3.16,33.59,Cash,32.7
TRIP-400238,2024-09-11 11:50:50,2024-09-11 12:54:50,40.763814,-73.903549,40.711204,-73.974333,6,7.76,34.0,9.06,43.06,Cash,64.3
TRIP-400239,2025-07-12 08:27:33,2025-07-12 08:49:33,40.704278,-73.945965,40.726526,-73.953184,3,3.31,14.67,1.57,16.24,Cash,22.9
TRIP-400240,2024-07-29 12:15:50,2024-07-29 13:21:50,40.705989,-74.003944,40.812278,-73.98964,5,8.42,41.4,7.29,48.69,Credit Card,66.1
TRIP-400241,2025-09-12 06:24:54,2025-09-12 06:57:54,40.84197,-73.93144,40.752722,-73.968158,3,9.45,43.55,5.72,49.27,Credit Card,33.6
TRIP-400242,2024-08-03 15:27:17,2024-08-03 16:09:17,40.674117,-73.975349,40.808873,-74.010883,4,11.88,45.11,6.64,51.75,Credit Card,42.4
TRIP-400243,2024-05-22 23:23:47,2024-05-23 00:39:47,40.736898,-74.018951,40.835636,-73.903629,5,14.21,45.65,3.68,49.33,Mobile,76.4
TRIP-400244,2024-11-06 06:51:09,2024-11-06 07:29:09,40.818301,-73.989225,40.728323,-73.902898,4,12.26,53.33,9.02,62.35,Cash,38.7
TRIP-400245,2024-05-03 08:47:35,2024-05-03 09:29:35,40.769687,-73.979538,40.82883,-73.942808,3,6.71,24.01,1.05,25.06,Credit Card,42.5
TRIP-400246,2025-12-01 04:27:21,2025-12-01 05:26:21,40.66622,-73.997145,40.747471,-73.902481,3,11.27,44.7,9.45,54.15,Mobile,59.6
TRIP-400247,2025-02-14 19:55:16,2025-02-14 20:45:16,40.848605,-74.002952,40.751997,-73.939145,4,10.25,42.58,3.22,45.8,Mobile,50.6
TRIP-400248,2025-12-16 00:34:31,2025-12-16 01:56:31,40.685452,-73.93988,40.83569,-74.010964,6,16.03,65.63,17.55,83.18,Cash,82.7
TRIP-400249,2025-02-22 17:23:02,2025-02-22 18:09:02,40.682222,-73.972618,40.753647,-74.005026,2,6.98,29.7,8.72,38.42,Cash,46.9
TRIP-400250,2024-07-08 00:00:26,2024-07-08 00:41:26,40.672343,-73.950949,40.804943,-73.933041,3,10.51,37.83,8.9,46.73,Credit Card,41.4
TRIP-400251,2025-01-07 19:12:04,2025-01-07 19:48:04,40.764128,-74.011661,40.732337,-73.995813,3,4.3,19.49,1.18,20.67,Mobile,36.4
TRIP-400252,2025-10-22 19:34:44,2025-10-22 20:26:44,40.724179,-74.007588,40.786491,-73.953413,4,8.18,35.61,5.73,41.34,Mobile,52.2
TRIP-400253,2025-05-21 02:42:24,2025-05-21 03:42:24,40.669138,-73.956023,40.748757,-73.905941,1,8.57,42.1,1.36,43.46,Credit Card,60.2
TRIP-400254,2025-11-07 08:19:21,2025-11-07 08:44:21,40.758858,-73.92076,40.704433,-73.939446,1,6.14,27.74,1.01,28.75,Mobile,25.9
TRIP-400255,2024-09-13 12:51:27,2024-09-13 13:19:27,40.828308,-73.989063,40.812727,-73.902519,6,6.38,28.77,8.08,36.85,Mobile,28.4
TRIP-400256,2024-03-04 15:24:04,2024-03-04 16:24:04,40.730103,-73.908879,40.802468,-73.985628,2,9.46,39.52,6.1,45.62,Mobile,60.9
TRIP-400257,2025-08-26 23:39:13,2025-08-27 00:30:13,40.652995,-73.914562,40.750036,-73.993637,4,12.27,44.12,9.24,53.36,Debit Card,51.6
TRIP-400258,2024-01-25 16:20:37,2024-01-25 17:07:37,40.78397,-73.994767,40.805785,-73.902275,6,7.15,22.92,4.09,27.01,Cash,47.7
TRIP-400259,2025-12-13 12:09:26,2025-12-13 12:35:26,40.827088,-73.932161,40.835244,-73.972982,3,4.01,19.44,0.1,19.54,Credit Card,26.0
TRIP-400260,2025-02-21 02:03:32,2025-02-21 02:36:32,40.675016,-73.995243,40.785807,-73.965561,6,10.76,34.49,2.81,37.3,Mobile,33.7
TRIP-400261,2024-08-19 15:04:18,2024-08-19 16:17:18,40.822416,-73.966312,40.677588,-73.900518,6,14.23,62.94,11.53,74.47,Debit Card,73.4
TRIP-400262,2025-10-08 12:58:20,2025-10-08 13:39:20,40.832113,-73.998054,40.724972,-74.009828,4,8.28,37.82,9.97,47.79,Credit Card,41.8
TRIP-400263,2025-12-14 10:57:57,2025-12-14 11:46:57,40.733292,-74.001669,40.76155,-73.92905,2,7.11,22.09,1.88,23.97,Mobile,49.1
TRIP-400264,2025-08-20 10:30:39,2025-08-20 10:46:39,40.765632,-73.913666,40.716312,-73.914772,2,5.31,23.12,2.42,25.54,Debit Card,16.1
TRIP-400265,2024-02-13 01:10:13,2024-02-13 01:29:13,40.78897,-73.97923,40.741681,-73.948349,1,6.19,26.38,5.54,31.92,Debit Card,19.7
TRIP-400266,2024-01-11 00:58:20,2024-01-11 01:24:20,40.686938,-73.97992,40.732626,-73.952628,1,6.47,23.82,5.16,28.98,Credit Card,26.5
TRIP-400267,2024-08-20 21:42:41,2024-08-20 22:29:41,40.755954,-74.005652,40.820124,-74.008767,2,4.91,17.99,2.48,20.47,Debit Card,47.3
TRIP-400268,2024-10-29 12:48:25,2024-10-29 12:57:25,40.723808,-73.953566,40.744275,-73.972205,2,2.58,12.35,0.37,12.72,Cash,9.0
TRIP-400269,2025-06-12 20:32:20,2025-06-12 21:07:20,40.814501,-73.913557,40.772392,-73.951839,5,6.01,19.88,5.57,25.45,Mobile,35.8
TRIP-400270,2024-07-02 11:25:55,2024-07-02 12:54:55,40.738108,-74.00732,40.846965,-73.909505,1,13.75,49.57,0.46,50.03,Mobile,89.2
TRIP-400271,2024-12-17 23:06:44,2024-12-18 00:01:44,40.745275,-73.95343,40.702928,-74.008974,3,6.78,22.71,3.72,26.43,Cash,55.3
TRIP-400272,2024-12-30 05:42:01,2024-12-30 06:40:01,40.789113,-73.935061,40.690536,-73.970789,4,9.62,30.61,6.13,36.74,Mobile,58.5
TRIP-400273,2024-12-02 00:48:21,2024-12-02 01:12:21,40.800522,-73.91967,40.739568,-73.973205,4,8.49,38.79,7.43,46.22,Cash,24.4
TRIP-400274,2025-02-24 23:09:39,2025-02-24 23:45:39,40.787006,-73.984954,40.774281,-73.933665,1,5.12,21.36,2.37,23.73,Cash,36.6
TRIP-400275,2025-08-10 06:10:05,2025-08-10 07:30:05,40.727249,-73.90698,40.663994,-74.009369,3,10.4,43.92,0.29,44.21,Cash,80.2
TRIP-400276,2024-09-10 05:14:12,2024-09-10 05:45:12,40.764641,-73.935178,40.819404,-74.016674,5,9.09,31.76,8.03,39.79,Credit Card,31.6
TRIP-400277,2025-04-22 03:16:19,2025-04-22 03:51:19,40.656668,-73.985251,40.729644,-73.928975,6,9.24,28.02,4.01,32.03,Credit Card,35.9
TRIP-400278,2025-09-17 19:53:08,2025-09-17 20:39:08,40.666706,-73.963134,40.774249,-73.907221,5,10.85,29.64,5.57,35.21,Debit Card,46.9
TRIP-400279,2025-07-27 11:30:13,2025-07-27 12:23:13,40.75545,-74.007751,40.833642,-73.927445,5,11.26,41.35,1.91,43.26,Credit Card,53.7
TRIP-400280,2024-07-11 06:00:32,2024-07-11 06:51:32,40.806934,-73.944535,40.845038,-73.906171,2,6.26,29.23,3.99,33.22,Credit Card,51.8
TRIP-400281,2024-05-22 04:47:17,2024-05-22 05:22:17,40.775712,-73.948175,40.681694,-73.921834,1,9.8,35.89,6.51,42.4,Cash,35.4
TRIP-400282,2024-02-14 21:42:49,2024-02-14 22:56:49,40.704945,-73.973653,40.835802,-73.943543,5,12.57,56.42,9.7,66.12,Mobile,74.4
TRIP-400283,2024-10-26 20:23:33,2024-10-26 20:44:33,40.767737,-74.002068,40.816182,-73.999932,3,4.73,16.84,2.04,18.88,Mobile,21.7
TRIP-400284,2025-05-17 10:22:28,2025-05-17 10:38:28,40.751964,-74.011817,40.736183,-73.94073,3,6.57,20.22,4.36,24.58,Debit Card,16.5
TRIP-400285,2024-06-27 19:28:16,2024-06-27 20:42:16,40.67854,-73.951941,40.808999,-73.97281,6,11.95,52.02,1.15,53.17,Cash,74.4
TRIP-400286,2024-11-16 03:43:50,2024-11-16 04:13:50,40.682411,-73.96448,40.72958,-73.956679,6,3.96,17.88,4.42,22.3,Credit Card,30.5
TRIP-400287,2025-10-16 00:04:22,2025-10-16 00:26:22,40.788022,-73.963445,40.791686,-73.989827,3,3.39,12.28,3.23,15.51,Credit Card,22.6
TRIP-400288,2025-08-18 14:06:18,2025-08-18 14:35:18,40.789024,-73.933542,40.687028,-73.950644,4,8.85,30.67,4.47,35.14,Debit Card,29.2
TRIP-400289,2025-07-06 00:32:54,2025-07-06 01:36:54,40.690897,-73.950746,40.735899,-73.910212,5,7.18,36.97,10.51,47.48,Credit Card,64.6
TRIP-400290,2024-11-16 09:29:34,2024-11-16 10:40:34,40.710545,-73.982693,40.79591,-73.99881,1,8.24,37.57,0.03,37.6,Credit Card,71.1
TRIP-400291,2025-07-06 21:58:57,2025-07-06 22:38:57,40.821025,-73.99857,40.722925,-73.998851,2,7.03,20.78,1.69,22.47,Cash,40.3
TRIP-400292,2024-08-17 07:15:50,2024-08-17 08:38:50,40.717195,-73.924837,40.841077,-73.945402,3,11.0,53.03,11.39,64.42,Debit Card,83.2
TRIP-400293,2025-07-21 05:06:24,2025-07-21 05:33:24,40.673245,-73.937616,40.746154,-73.913701,2,6.66,29.12,2.4,31.52,Mobile,27.8
TRIP-400294,2025-08-02 12:25:42,2025-08-02 12:38:42,40.740379,-73.952651,40.70859,-73.94806,4,3.67,11.35,2.79,14.14,Cash,13.7
TRIP-400295,2025-11-02 18:57:35,2025-11-02 19:33:35,40.701419,-73.91827,40.754795,-73.906239,2,5.1,21.68,4.45,26.13,Debit Card,36.9
TRIP-400296,2025-11-11 05:48:06,2025-11-11 06:42:06,40.823547,-73.920063,40.768128,-74.003071,4,8.79,32.21,7.25,39.46,Credit Card,54.2
TRIP-400297,2024-03-16 20:25:02,2024-03-16 21:07:02,40.816088,-73.963954,40.837753,-74.001934,1,5.03,19.23,3.96,23.19,Mobile,42.5
TRIP-400298,2024-05-30 00:49:22,2024-05-30 02:28:22,40.691269,-73.920179,40.831583,-73.960904,3,13.63,52.18,9.34,61.52,Cash,99.3
TRIP-400299,2025-11-17 17:25:48,2025-11-17 18:48:48,40.806481,-73.937463,40.694156,-73.903649,2,11.09,48.42,10.2,58.62,Debit Card,83.2
TRIP-400300,2024-10-13 14:08:13,2024-10-13 15:05:13,40.795908,-73.972467,40.671597,-73.904205,1,12.6,55.84,3.28,59.12,Debit Card,57.6
TRIP-400301,2024-11-17 01:21:48,2024-11-17 02:19:48,40.650301,-73.904632,40.7851,-73.981773,4,13.85,53.94,1.26,55.2,Debit Card,58.3
TRIP-400302,2025-05-03 09:53:49,2025-05-03 10:41:49,40.823976,-73.964037,40.739816,-73.959611,1,7.47,33.92,9.12,43.04,Mobile,48.4
TRIP-400303,2024-04-05 01:27:33,2024-04-05 02:00:33,40.652122,-73.976161,40.704358,-73.992474,2,5.96,24.33,7.17,31.5,Cash,33.4
TRIP-400304,2025-04-14 04:39:54,2025-04-14 05:12:54,40.709254,-73.924377,40.789018,-73.935756,2,7.77,33.21,7.48,40.69,Debit Card,33.7
TRIP-400305,2025-11-15 01:21:23,2025-11-15 02:22:23,40.813855,-73.99496,40.740497,-73.921688,1,9.78,31.72,2.99,34.71,Debit Card,61.5
TRIP-400306,2025-07-31 18:55:41,2025-07-31 19:29:41,40.761654,-73.980766,40.773247,-73.926735,4,5.45,25.07,4.65,29.72,Debit Card,34.4
TRIP-400307,2024-12-11 18:51:43,2024-12-11 19:32:43,40.720895,-74.001939,40.793681,-73.990007,4,6.89,26.62,0.06,26.68,Credit Card,41.9
TRIP-400308,2024-08-22 09:34:50,2024-08-22 10:02:50,40.845457,-73.948108,40.821439,-73.924357,1,4.74,22.27,5.9,28.17,Mobile,28.8
TRIP-400309,2024-08-24 01:37:08,2024-08-24 02:08:08,40.757265,-73.930405,40.804304,-73.944846,3,5.24,26.62,5.26,31.88,Debit Card,31.8
TRIP-400310,2024-05-26 05:22:12,2024-05-26 06:34:12,40.783567,-73.927289,40.828533,-74.002051,2,8.88,33.65,7.63,41.28,Debit Card,72.2
TRIP-400311,2024-09-27 03:19:43,2024-09-27 05:01:43,40.842085,-74.018765,40.716804,-73.921899,1,15.18,59.62,17.77,77.39,Credit Card,102.3
TRIP-400312,2024-11-05 19:10:43,2024-11-05 20:00:43,40.703573,-74.016297,40.77686,-74.001097,6,7.02,34.13,1.13,35.26,Cash,50.2
TRIP-400313,2025-08-15 18:41:19,2025-08-15 20:25:19,40.802502,-73.902804,40.685986,-73.992963,5,13.27,61.84,18.03,79.87,Credit Card,104.6
TRIP-400314,2025-09-02 06:36:47,2025-09-02 07:30:47,40.831595,-73.979278,40.737956,-73.936114,4,9.12,26.24,3.71,29.95,Credit Card,54.7
TRIP-400315,2025-06-24 10:42:13,2025-06-24 11:21:13,40.758936,-73.919971,40.818234,-73.907853,1,5.12,18.2,1.77,19.97,Debit Card,39.9
TRIP-400316,2024-10-04 10:55:35,2024-10-04 12:16:35,40.805189,-73.920934,40.672442,-73.904881,6,11.04,34.33,4.62,38.95,Mobile,81.4
TRIP-400317,2025-01-06 03:05:10,2025-01-06 03:36:10,40.72442,-73.90939,40.685284,-73.922436,2,4.0,20.08,4.44,24.52,Debit Card,31.1
TRIP-400318,2024-12-17 22:02:48,2024-12-17 22:39:48,40.718195,-73.955841,40.838469,-73.951678,5,9.73,37.24,7.5,44.74,Debit Card,37.7
TRIP-400319,2025-07-27 21:08:07,2025-07-27 22:41:07,40.669701,-73.901735,40.820395,-73.909186,3,12.11,55.67,12.86,68.53,Mobile,93.3
TRIP-400320,2025-02-26 16:36:54,2025-02-26 17:10:54,40.735338,-74.01775,40.658646,-73.989081,2,7.14,26.98,1.73,28.71,Mobile,34.5
TRIP-400321,2025-08-10 07:33:08,2025-08-10 08:39:08,40.666902,-73.914711,40.793392,-73.944517,1,12.05,41.3,8.61,49.91,Credit Card,66.8
TRIP-400322,2024-11-26 18:24:20,2024-11-26 18:53:20,40.726247,-73.923534,40.825824,-73.909098,2,8.47,25.84,0.56,26.4,Credit Card,29.3
TRIP-400323,2025-12-03 11:20:00,2025-12-03 11:33:00,40.833156,-73.922207,40.832744,-73.940587,1,2.93,14.73,2.25,16.98,Credit Card,13.4
TRIP-400324,2024-11-13 15:51:25,2024-11-13 17:19:25,40.698467,-73.901517,40.793544,-73.994771,5,13.19,54.01,10.01,64.02,Credit Card,88.3
TRIP-400325,2025-02-26 04:17:24,2025-02-26 04:51:24,40.762183,-73.910827,40.728259,-73.927833,2,3.8,20.88,0.81,21.69,Credit Card,34.7
TRIP-400326,2025-04-29 16:05:35,2025-04-29 16:46:35,40.79664,-74.001439,40.785823,-73.901717,6,7.52,35.77,4.34,40.11,Cash,41.5
TRIP-400327,2025-05-05 13:01:12,2025-05-05 13:46:12,40.811613,-73.951504,40.657572,-73.915177,4,14.35,55.42,13.21,68.63,Cash,45.7
TRIP-400328,2024-08-03 20:33:13,2024-08-03 20:46:13,40.808488,-73.949184,40.786671,-73.953051,3,3.47,17.63,1.18,18.81,Credit Card,13.7
TRIP-400329,2025-11-23 01:20:07,2025-11-23 01:50:07,40.844684,-73.948467,40.740772,-73.914809,5,10.1,26.28,0.77,27.05,Mobile,30.4
TRIP-400330,2025-03-30 06:24:18,2025-03-30 07:16:18,40.725465,-73.970452,40.67357,-73.918688,4,8.11,34.42,1.23,35.65,Credit Card,52.7
