fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,type
7.3,0.48,0.27,1.1,0.12,15,37,0.9994,3.26,0.57,10.0,6,red
11.4,0.58,0.16,1.2,0.054,22,55,0.9934,3.51,0.78,10.9,4,red
10.5,0.57,0.51,3.4,0.125,16,39,0.9924,3.28,0.71,10.7,6,red
5.7,0.55,0.23,1.9,0.073,14,25,0.9956,3.25,0.64,9.5,5,red
10.6,0.47,0.54,2.8,0.082,-5,-38,0.9974,3.37,0.75,12.3,7,red
11.0,0.73,0.2,2.6,0.032,24,37,0.9994,3.2,0.65,11.9,7,red
8.1,0.78,0.14,0.8,0.106,26,46,0.9931,3.26,0.69,11.0,5,red
7.7,0.88,-0.03,5.0,0.074,11,0,1.0001,3.51,0.75,11.5,4,red
5.1,0.55,0.35,1.3,0.036,26,74,0.9935,3.36,0.6,10.6,5,red
6.1,0.57,-0.09,5.2,0.076,19,39,0.9983,3.37,0.64,9.9,4,red
8.1,0.58,0.49,3.3,0.046,28,60,0.9966,3.28,0.46,11.5,5,red
7.5,0.39,-0.02,2.9,0.013,24,55,0.9991,3.26,0.44,10.6,5,red
7.8,0.69,-0.1,0.4,0.122,13,42,0.9974,3.33,0.37,11.1,7,red
8.9,0.48,0.24,3.0,0.033,38,27,0.9966,3.43,0.72,12.0,4,red
11.4,0.64,0.43,2.4,0.108,7,22,0.998,3.36,0.61,8.7,5,red
7.3,0.32,0.23,2.2,0.194,-16,-10,0.9952,3.4,0.46,10.8,7,red
7.3,0.63,0.39,0.7,0.043,-12,94,0.9965,3.04,0.59,9.4,5,red
8.1,0.76,0.31,3.7,0.109,21,56,0.9941,3.16,0.48,10.2,7,red
7.9,0.41,0.38,3.8,0.068,-8,14,0.9981,3.22,0.69,9.5,6,red
11.2,0.45,0.55,0.1,0.099,9,64,0.9989,3.38,0.83,11.6,6,red
8.0,0.45,0.12,1.7,0.004,28,8,0.9976,3.36,0.89,10.8,6,red
9.9,0.45,0.28,2.1,0.106,-10,65,0.9971,3.41,0.63,10.4,6,red
12.7,0.78,-0.12,3.0,0.092,13,60,0.9961,3.26,0.63,8.7,6,red
11.3,0.56,0.51,2.7,0.2,15,24,1.0013,3.33,0.35,9.8,6,red
8.0,0.36,0.18,2.4,-0.009,0,-6,0.9966,3.58,0.41,9.8,7,red
7.5,0.39,0.26,3.2,0.064,19,29,0.9937,3.31,0.89,10.7,5,red
6.7,0.17,0.19,5.1,0.108,14,49,0.9978,3.03,0.69,9.9,6,red
8.5,0.4,0.12,2.1,0.128,22,-6,0.9968,3.38,0.85,10.0,5,red
5.7,0.31,0.39,3.9,0.081,15,23,1.0006,3.49,0.34,7.7,6,red
12.1,0.32,0.36,5.0,0.146,11,89,0.9967,3.48,0.65,11.3,7,red
7.4,0.46,0.14,4.6,0.09,20,43,0.9941,3.26,0.37,9.1,5,red
8.4,0.34,0.58,3.4,0.093,29,133,0.9999,3.27,0.29,9.6,5,red
8.8,0.51,0.41,3.4,0.006,30,60,0.9973,3.42,0.51,10.9,5,red
6.3,0.6,0.56,3.1,0.114,22,39,0.9956,3.33,0.97,11.3,7,red
10.0,0.59,-0.1,4.9,0.158,25,16,1.001,3.39,0.52,10.4,6,red
9.1,0.57,0.13,2.0,0.04,9,8,0.9966,3.22,0.87,10.7,6,red
7.9,0.08,0.43,2.0,0.066,13,51,0.9956,3.36,0.62,11.4,6,red
9.0,0.44,0.02,1.6,0.02,21,30,0.9985,3.23,0.87,7.5,5,red
8.2,0.76,0.17,5.9,0.109,18,35,0.9985,3.28,0.78,11.3,7,red
8.3,0.91,0.05,4.6,0.079,22,52,0.9984,3.15,0.88,8.0,6,red
7.2,0.68,0.33,1.7,0.125,31,23,0.9993,3.19,0.58,10.0,7,red
8.5,0.54,0.19,0.8,0.083,15,74,0.9931,3.09,0.71,10.8,6,red
9.1,0.38,0.06,2.2,0.082,0,55,0.9983,3.07,0.68,9.3,6,red
6.9,0.76,0.58,2.6,0.084,7,26,0.9969,3.17,1.09,10.1,5,red
8.8,0.5,0.38,2.9,0.095,18,53,0.997,3.37,0.81,6.9,5,red
5.1,0.49,0.37,0.3,0.088,12,-29,0.9957,3.35,0.64,8.9,6,red
10.5,0.74,0.29,1.5,0.107,3,59,0.9959,3.44,1.01,9.5,7,red
6.3,-0.02,0.41,4.2,0.154,15,58,0.9962,3.24,1.02,9.3,5,red
5.4,0.52,0.36,3.4,0.133,8,-22,0.997,3.08,0.55,10.2,5,red
7.5,0.26,-0.09,1.5,0.17,22,-15,0.9925,3.36,0.71,12.2,5,red
8.7,0.63,0.62,3.9,0.032,32,36,0.9981,3.31,0.6,11.2,8,red
7.8,0.82,0.59,3.9,0.051,28,25,0.9986,3.29,0.39,11.3,5,red
9.7,0.62,0.17,5.6,0.139,6,44,0.9976,3.15,0.69,10.8,5,red
7.9,0.88,-0.06,2.2,0.039,9,48,0.9978,3.25,0.14,8.8,6,red
8.0,0.57,0.05,1.6,0.163,0,97,0.9985,3.41,0.67,11.6,6,red
8.1,0.79,0.06,2.3,0.063,28,34,0.9971,3.13,0.65,10.7,6,red
11.3,0.24,0.32,3.8,0.08,17,66,1.0009,3.03,0.65,10.9,6,red
7.7,0.57,0.18,0.7,0.07,33,31,0.9967,3.33,0.62,11.2,4,red
12.7,0.29,0.15,2.5,0.088,22,59,0.9986,3.19,0.59,10.9,5,red
11.8,0.6,0.38,2.6,0.165,11,33,0.995,3.42,0.37,10.7,7,red
6.4,0.47,0.24,4.4,0.149,-3,3,0.9964,3.26,0.42,9.5,7,red
10.0,0.49,0.45,1.7,0.179,19,26,0.9988,3.15,0.65,9.2,6,red
7.4,0.49,0.25,2.3,0.194,38,59,0.9964,3.33,0.65,9.2,7,red
8.7,0.72,0.59,3.2,0.065,25,8,0.9956,3.3,0.81,7.2,6,red
5.7,0.56,0.69,1.6,0.039,15,49,0.9974,3.3,0.58,9.8,7,red
8.3,0.56,0.31,1.4,0.095,25,57,0.9968,3.15,0.48,10.9,5,red
13.2,0.53,0.21,5.1,0.102,24,57,0.9949,3.49,0.61,11.5,7,red
7.1,0.66,0.25,3.3,0.018,29,71,0.996,3.22,0.29,9.6,5,red
9.7,0.49,0.47,4.2,0.124,7,113,0.9971,3.52,0.69,10.2,5,red
8.7,0.33,0.43,3.5,0.038,20,4,0.9921,3.05,0.76,9.8,5,red
7.6,0.7,-0.1,2.3,0.068,0,34,0.9968,3.44,0.88,10.6,7,red
10.5,0.45,0.37,1.7,0.122,-4,44,0.995,3.38,0.71,8.9,7,red
7.7,0.58,0.19,1.7,0.109,23,30,0.9962,3.26,0.47,9.8,5,red
8.4,0.67,0.32,1.5,0.091,29,85,0.9943,3.06,0.54,9.5,5,red
8.9,0.34,0.27,1.5,0.098,16,87,0.996,3.32,0.63,11.0,4,red
10.5,0.38,0.19,1.4,0.118,15,120,1.0001,3.03,0.54,8.5,5,red
7.8,0.27,-0.05,3.6,0.059,20,42,0.9948,3.24,0.46,10.7,6,red
12.3,0.47,-0.04,1.2,0.102,28,8,0.9954,3.43,0.56,11.3,6,red
5.4,0.72,0.21,4.5,0.087,25,39,0.996,3.28,0.82,8.8,4,red
7.4,0.53,0.24,3.6,0.094,19,14,0.9926,3.28,0.72,9.7,5,red
10.6,0.78,0.25,3.4,0.141,23,74,0.9934,3.52,0.8,9.4,7,red
7.5,0.59,0.32,2.8,0.101,25,71,0.9977,3.33,0.53,12.1,7,red
8.8,0.43,0.11,3.1,0.154,5,72,0.9956,3.57,0.89,11.8,6,red
6.8,0.41,0.0,1.9,0.064,22,115,1.0001,3.26,0.72,11.4,6,red
6.1,0.81,0.45,1.3,0.083,2,47,0.9949,3.46,0.73,10.8,6,red
7.6,0.67,0.37,1.9,0.015,27,25,1.0002,3.29,0.65,11.3,6,red
9.8,0.5,0.13,0.7,0.042,25,45,0.9933,3.36,0.24,11.0,6,red
7.4,0.55,0.43,3.1,0.069,17,14,0.9964,3.18,0.89,12.1,4,red
8.3,0.45,0.08,1.1,0.109,14,24,0.995,3.35,0.71,10.4,6,red
7.6,0.08,0.31,3.4,0.064,28,47,0.9981,3.36,0.49,7.8,4,red
9.6,0.55,0.31,3.5,0.036,19,63,0.9954,3.33,1.01,9.9,6,red
5.7,0.31,0.15,2.9,0.103,19,19,0.9956,3.05,0.66,11.0,6,red
8.3,0.46,0.36,1.8,0.009,19,3,0.9965,3.46,0.6,10.1,5,red
7.9,0.3,0.02,1.3,0.01,20,70,1.0015,3.36,0.49,11.7,6,red
6.9,0.5,0.26,1.5,0.048,28,17,0.9993,3.38,0.55,9.5,6,red
10.5,0.35,0.26,1.2,0.106,-1,51,0.9958,3.54,0.39,11.4,6,red
5.5,0.54,0.06,2.5,0.046,15,84,0.9948,3.3,0.58,8.8,6,red
9.1,0.66,0.39,2.3,0.092,-5,73,0.995,3.41,0.64,10.8,5,red
9.2,0.59,0.48,5.2,0.122,20,66,0.9946,3.42,0.75,9.5,5,red
7.8,0.26,0.26,5.1,0.109,9,82,0.9986,3.27,0.35,9.0,5,red
11.8,0.23,0.28,4.6,0.168,17,54,0.9953,3.31,0.52,10.3,5,red
9.2,0.3,0.21,2.2,0.095,8,10,0.999,3.19,0.45,9.1,7,red
7.2,0.71,0.25,0.5,0.154,7,127,0.9989,2.94,0.81,11.2,6,red
9.5,0.92,0.17,2.8,0.116,11,61,0.9964,3.2,0.77,10.0,5,red
7.7,0.41,0.27,2.2,0.069,17,62,0.9938,3.1,0.34,10.5,6,red
7.8,0.35,0.22,2.6,0.042,23,52,0.9982,3.08,0.61,10.3,5,red
10.4,0.78,0.58,3.1,0.095,8,-10,0.9943,3.2,0.9,11.0,5,red
9.4,0.45,0.22,3.5,0.026,17,18,0.9967,3.66,0.79,9.7,6,red
10.3,0.52,0.08,0.0,0.077,20,100,0.9995,3.13,0.6,11.6,5,red
4.2,0.56,-0.06,4.3,0.08,11,-17,0.9921,3.39,0.73,12.6,6,red
9.1,0.41,0.46,3.8,0.142,20,43,0.9962,3.03,0.8,9.2,6,red
11.1,0.39,0.54,1.7,0.054,2,55,0.9955,3.35,0.96,12.1,6,red
6.6,0.52,0.04,3.7,0.108,6,35,0.9958,3.41,0.59,9.8,6,red
8.8,0.46,0.38,2.1,0.041,27,113,0.994,3.14,0.89,9.9,7,red
8.1,0.21,0.36,2.5,0.128,-8,-4,1.0006,3.21,0.57,11.3,5,red
9.7,0.37,0.27,2.3,0.158,12,22,0.997,3.17,0.56,9.2,5,red
7.6,0.51,0.05,1.5,0.048,17,57,0.9928,3.38,0.63,11.0,5,red
9.8,0.43,0.36,0.7,0.094,18,59,0.9974,3.35,0.69,11.0,7,red
8.0,0.62,0.51,6.3,0.209,19,50,0.9988,3.43,0.79,10.3,5,red
13.1,0.39,0.53,3.4,0.052,14,55,0.9966,3.29,0.64,10.3,6,red
9.1,0.86,0.36,2.7,0.019,12,25,0.9998,3.08,0.57,9.8,7,red
12.4,0.54,0.43,5.0,0.098,7,35,0.9927,3.14,0.51,11.2,5,red
9.6,0.54,-0.08,0.1,0.037,32,12,0.9989,3.1,0.76,10.0,6,red
7.8,0.44,0.38,2.2,0.105,24,60,0.9962,3.18,0.67,11.6,6,red
8.6,0.48,0.38,1.6,0.128,19,-10,0.995,3.22,0.71,11.6,6,red
9.2,0.19,0.2,1.8,0.039,15,1,0.9982,3.24,0.73,8.8,7,red
4.6,0.53,0.28,2.5,0.018,10,75,0.9982,3.29,0.9,9.0,6,red
10.1,0.88,0.17,1.9,0.135,15,27,0.9996,3.03,0.85,10.2,6,red
8.8,0.69,-0.03,0.0,0.168,6,126,0.9995,3.43,0.79,9.4,7,red
9.4,0.24,0.38,1.1,0.073,30,31,0.9968,3.35,0.63,9.7,5,red
9.5,0.58,0.63,1.2,0.152,7,31,0.9936,3.25,0.44,9.5,5,red
6.3,0.61,0.1,1.9,0.17,3,90,0.9932,3.23,0.58,12.5,6,red
8.6,0.8,0.28,1.2,0.121,47,79,0.9934,3.23,0.64,11.6,6,red
8.5,0.39,0.01,2.3,0.094,14,40,0.9959,3.25,0.54,9.5,6,red
6.4,0.94,0.31,2.3,0.119,7,43,0.9972,3.37,0.76,8.3,5,red
11.0,0.55,0.15,-0.5,0.128,24,80,0.9977,3.28,0.67,9.8,7,red
11.7,0.38,0.24,1.0,-0.019,2,53,0.9978,3.35,0.51,9.0,7,red
7.8,0.24,0.46,2.8,0.081,9,35,0.9951,3.32,0.89,11.2,5,red
9.4,0.51,0.32,2.3,0.025,24,40,0.9993,3.22,0.74,10.5,7,red
8.4,0.57,0.25,0.0,0.045,38,111,0.9998,3.07,0.68,9.8,5,red
7.9,0.32,0.09,3.6,0.102,27,36,0.9948,3.51,0.84,10.3,6,red
7.7,0.64,0.4,3.3,0.082,24,36,0.9965,3.4,0.53,9.2,4,red
6.3,0.62,0.06,5.8,0.089,31,45,0.998,3.5,0.55,10.1,6,red
9.1,0.53,0.52,5.0,0.081,13,48,0.9995,3.23,0.6,12.1,7,red
7.4,0.38,0.29,1.3,0.078,1,22,0.9978,3.36,0.75,9.7,7,red
9.5,0.53,0.07,2.3,0.086,9,99,0.9956,3.22,0.72,10.5,5,red
7.7,0.86,-0.02,2.5,0.16,30,34,0.9947,3.41,1.19,9.6,5,red
6.5,0.36,0.21,4.3,0.117,3,63,0.9946,3.54,0.5,9.5,6,red
7.3,0.21,0.2,2.1,0.043,14,101,0.9962,3.54,0.67,11.3,7,red
9.0,0.46,0.36,4.4,0.066,16,36,0.9957,3.32,0.61,9.1,6,red
7.8,0.38,0.07,2.9,0.119,20,60,0.9943,3.42,0.74,10.2,6,red
6.9,0.2,0.42,1.4,0.074,22,6,0.9981,3.39,0.81,9.5,6,red
11.2,0.6,-0.21,0.8,0.111,23,21,0.996,3.33,0.7,11.9,7,red
6.1,0.29,0.29,3.9,0.086,47,52,0.9975,3.37,0.72,9.7,7,red
10.6,0.27,0.13,3.9,0.097,24,34,0.9942,3.19,0.6,9.0,5,red
10.3,0.68,0.29,4.0,0.147,31,72,0.9986,3.08,0.94,10.2,6,red
9.9,0.78,0.5,-1.1,0.106,17,30,0.9983,3.37,0.58,10.2,5,red
9.7,1.0,0.44,2.3,0.178,37,39,0.9989,3.15,0.13,11.6,7,red
7.1,0.25,0.33,4.3,0.056,8,27,0.9965,3.18,0.56,9.8,6,red
7.5,0.6,0.52,0.5,0.044,27,84,0.9962,3.24,1.07,10.9,6,red
11.7,0.28,0.53,3.3,0.106,15,41,0.9979,3.54,0.46,9.3,6,red
10.2,0.54,0.56,1.7,0.077,26,26,0.9992,3.3,0.74,11.6,4,red
9.3,0.5,0.15,1.2,0.093,22,18,0.9967,3.18,0.52,11.3,6,red
7.5,0.14,0.41,1.5,0.104,29,11,0.9937,3.12,0.74,11.0,5,red
6.9,0.63,0.42,4.7,0.026,21,70,0.9958,3.28,0.85,11.3,5,red
6.5,0.53,0.27,3.8,-0.015,15,44,0.9993,3.28,0.58,10.7,7,red
7.3,0.64,0.47,2.3,0.121,27,144,0.9982,3.13,0.88,10.5,5,red
8.0,0.3,0.28,5.6,0.02,7,29,0.9973,3.33,0.84,9.2,5,red
8.7,0.91,-0.01,-0.0,0.063,-3,-4,0.9959,3.06,0.71,9.7,5,red
10.5,0.58,0.51,1.6,0.079,-7,40,0.9999,3.15,0.65,11.3,6,red
12.1,0.59,0.15,4.7,0.083,35,121,0.9947,3.51,0.62,11.3,5,red
11.0,0.78,-0.06,2.2,0.124,19,58,0.9967,3.13,0.52,11.4,7,red
6.3,0.53,0.88,2.2,0.118,21,44,0.9976,3.29,0.47,9.9,7,red
7.2,0.37,0.06,2.3,0.098,12,29,0.9975,3.37,0.76,12.2,7,red
6.8,0.73,0.39,1.9,0.114,19,36,0.9952,3.58,0.72,10.2,6,red
10.3,0.5,0.07,3.8,0.039,9,86,0.9983,3.54,0.73,10.9,5,red
9.8,0.7,0.19,1.3,0.052,16,19,0.9978,3.41,0.83,13.4,6,red
7.6,0.51,0.14,6.3,0.256,-3,48,0.9971,3.15,0.66,9.9,6,red
8.3,0.92,0.08,0.5,0.094,-4,51,0.9975,3.17,0.89,11.2,5,red
8.9,0.52,0.43,4.9,0.128,2,47,0.9957,3.24,0.38,8.8,6,red
9.4,0.41,0.7,3.7,0.033,7,36,1.0002,3.68,0.97,10.0,7,red
10.6,0.59,0.27,1.5,0.122,30,-1,0.9993,3.38,0.65,11.0,5,red
8.9,0.44,-0.07,2.9,0.075,43,54,0.9955,3.3,0.54,9.7,4,red
8.2,0.37,0.07,3.7,0.062,28,38,0.9964,3.34,0.64,10.4,6,red
9.2,0.77,0.11,3.4,0.17,-17,87,0.9989,3.51,0.93,10.6,8,red
8.2,0.3,0.29,-0.2,0.159,35,41,0.998,3.22,0.55,10.6,6,red
9.2,0.71,0.19,3.0,0.086,12,45,0.997,3.32,0.68,8.0,5,red
8.2,0.82,0.67,0.6,0.099,0,52,0.9949,3.27,0.48,12.8,6,red
10.5,0.47,0.25,4.0,0.069,36,62,0.9951,3.2,0.73,9.2,6,red
10.7,0.58,0.42,4.0,0.033,12,-13,0.9969,3.27,0.87,9.5,6,red
8.2,0.38,0.24,0.6,0.091,6,57,0.9999,3.36,0.71,8.7,8,red
12.0,0.73,0.26,-0.3,0.099,10,-9,0.999,3.35,0.6,9.3,5,red
8.9,0.29,0.2,2.1,0.136,13,34,0.998,3.52,0.59,10.3,6,red
9.2,0.71,0.27,2.2,0.115,22,68,0.9982,3.22,0.68,11.5,6,red
11.0,0.53,0.18,2.5,0.041,18,115,0.9924,3.34,0.75,9.7,6,red
12.0,0.37,0.28,3.1,-0.009,9,14,0.9974,3.13,0.81,10.5,5,red
10.5,0.4,0.16,2.3,0.072,-4,19,0.9973,3.3,0.48,10.7,5,red
9.1,0.61,0.7,2.6,0.027,8,-9,0.994,3.08,0.58,9.2,7,red
7.9,0.31,0.34,1.3,0.083,19,23,1.001,3.38,0.91,8.4,7,red
9.0,0.62,0.38,1.1,0.108,8,122,0.9977,3.58,0.74,9.3,7,red
9.5,0.56,0.24,3.3,0.103,17,-6,0.9978,3.46,0.69,11.8,5,red
9.2,0.45,-0.01,3.2,0.067,16,-56,0.9953,3.25,0.79,9.5,6,red
8.1,0.61,0.01,2.0,0.107,28,76,0.9973,3.46,0.26,9.6,7,red
7.2,0.38,0.24,1.0,0.153,19,75,0.9971,3.09,0.77,10.7,6,red
8.8,0.48,0.23,4.7,0.107,25,48,1.0004,3.37,1.09,11.0,5,red
7.4,0.46,0.34,4.9,0.105,14,51,0.9986,3.69,0.67,9.1,6,red
5.6,0.3,0.31,4.1,0.063,33,72,0.9972,3.37,0.71,11.1,5,red
7.0,0.47,0.18,3.4,0.096,11,73,0.9939,3.27,0.6,10.8,4,red
7.7,0.24,0.77,1.0,0.16,7,13,0.9944,3.26,0.5,9.7,8,red
7.1,0.42,0.34,4.3,0.085,30,5,0.9919,3.35,0.58,8.3,6,red
8.8,0.21,0.19,3.3,0.073,9,13,0.9961,3.3,0.81,11.2,7,red
6.3,0.34,0.2,1.1,0.146,4,21,0.9977,3.24,0.76,10.7,6,red
6.5,0.36,0.41,3.5,0.081,4,70,0.9969,3.29,0.51,10.5,6,red
10.5,0.6,0.23,1.8,0.117,11,81,0.998,3.06,0.55,8.8,6,red
10.0,0.35,0.45,3.7,0.099,13,35,1.0008,3.42,0.56,12.7,4,red
8.9,0.3,0.25,4.1,0.113,20,56,0.995,3.47,0.69,9.2,5,red
10.8,0.46,0.2,3.2,0.128,24,43,0.9949,3.41,0.63,9.7,6,red
7.2,0.87,-0.0,1.3,0.149,16,19,0.997,3.25,0.65,11.3,6,red
9.6,0.23,0.47,3.4,0.139,26,18,0.9938,3.36,0.48,10.4,6,red
8.1,0.65,0.06,3.3,0.158,24,49,0.9966,3.37,0.94,10.5,4,red
10.9,0.59,0.41,1.5,0.078,6,71,0.9959,3.26,0.71,9.0,6,red
8.8,0.9,0.16,2.0,0.033,6,60,0.9943,3.48,0.57,8.9,5,red
6.9,0.58,0.43,5.2,0.082,11,40,0.9943,3.43,0.52,10.7,5,red
10.7,0.53,0.51,4.8,0.224,-7,92,0.9957,3.46,0.59,9.9,5,red
7.7,0.53,0.13,1.7,0.085,17,98,0.9954,3.36,0.86,12.4,6,red
6.4,0.52,0.11,-0.3,0.002,14,-3,0.9961,3.08,0.92,9.1,6,red
11.0,0.65,0.69,4.6,0.215,33,7,0.9993,2.97,0.55,9.9,5,red
9.4,0.43,0.36,5.5,0.099,27,-1,0.9987,3.23,0.59,10.5,7,red
6.9,1.07,0.41,4.7,0.051,13,76,0.9975,3.18,0.38,9.9,6,red
8.2,0.68,0.01,2.0,0.035,26,37,0.998,3.3,0.39,9.5,5,red
8.1,0.49,0.08,3.4,0.097,14,48,0.9948,3.13,0.68,10.4,5,red
6.8,0.48,0.31,1.2,0.126,21,66,0.9979,3.14,0.61,12.5,6,red
6.9,0.52,0.2,4.0,0.122,-4,46,0.9948,3.0,0.6,9.7,6,red
8.2,0.52,0.08,1.7,0.133,10,25,0.9979,3.1,0.58,8.6,5,red
10.0,0.64,0.32,1.6,0.02,18,10,1.0002,3.24,0.71,10.9,5,red
9.8,0.58,-0.05,2.4,0.035,13,39,0.9986,3.22,0.68,10.0,6,red
7.4,0.79,0.33,1.7,0.09,30,73,0.9984,3.46,0.84,9.2,6,red
9.8,0.35,0.1,3.5,0.144,20,-9,0.9947,3.26,1.1,11.0,6,red
10.9,0.52,0.4,1.3,0.07,22,30,0.9967,3.07,0.48,10.9,5,red
6.9,0.35,0.29,6.1,-0.017,18,-17,0.9973,3.26,0.45,9.6,7,red
9.6,0.44,0.37,3.3,0.13,16,77,0.9988,3.38,0.93,8.6,6,red
8.4,0.44,0.52,2.0,-0.04,26,-8,0.9954,2.95,0.65,11.3,6,red
7.9,0.67,0.14,1.1,0.067,35,-6,0.9966,3.49,0.8,9.6,5,red
8.4,0.41,0.08,2.1,0.127,-6,74,0.9999,3.37,0.47,10.6,5,red
9.7,0.78,0.5,2.2,0.125,5,25,0.9969,3.52,0.48,10.2,6,red
6.2,0.79,0.59,2.1,0.012,17,-13,0.9925,3.38,0.81,10.9,4,red
8.4,0.66,0.51,1.8,0.132,30,64,0.9947,3.24,0.45,10.6,5,red
7.7,0.32,-0.17,1.3,0.155,24,50,0.9956,3.3,0.9,11.8,7,red
8.4,0.79,0.38,3.8,0.121,7,110,0.9949,3.23,0.8,11.1,5,red
8.0,0.45,0.09,4.5,0.079,12,6,0.9973,3.43,0.54,8.3,7,red
7.1,0.47,0.44,1.3,0.112,24,14,0.999,3.19,0.92,10.0,5,red
11.6,0.62,0.22,2.4,0.056,10,22,0.9994,3.36,0.75,10.5,5,red
3.9,0.38,0.21,-0.0,0.141,19,79,0.9995,3.48,0.63,10.0,5,red
9.3,0.75,0.2,1.7,0.162,9,-19,0.9957,3.34,0.68,11.7,6,red
9.3,0.67,0.16,5.3,0.07,21,34,0.9964,3.32,0.33,10.9,5,red
8.5,1.06,0.03,4.2,0.127,23,54,0.9967,3.37,0.43,8.4,5,red
8.8,0.58,0.2,3.4,0.138,-12,85,1.0024,3.21,0.79,10.0,6,red
9.4,0.51,0.29,0.9,0.079,35,17,0.9976,2.98,0.7,10.4,6,red
7.5,0.89,0.55,1.5,-0.018,36,55,0.9966,3.16,0.91,9.5,5,red
7.7,0.19,0.37,1.8,0.097,-5,25,0.9951,3.19,0.73,11.1,7,red
7.8,0.57,0.21,3.9,-0.056,14,5,0.9992,3.36,0.46,11.0,6,red
9.2,0.51,0.2,4.3,0.166,-1,42,0.9945,3.17,0.48,10.8,6,red
9.2,0.75,-0.3,2.5,0.118,-6,36,0.9973,3.19,0.52,11.2,5,red
6.6,1.09,0.2,3.8,0.078,24,62,0.9967,3.42,0.56,11.8,5,red
8.3,0.41,0.3,1.5,0.135,35,110,0.9962,3.37,0.69,11.3,7,red
7.3,0.74,0.15,3.0,0.034,16,60,1.0005,3.49,0.86,11.3,5,red
6.8,0.78,0.17,4.0,0.144,32,45,0.9979,3.29,0.77,10.4,6,red
7.6,0.77,-0.2,4.7,0.1,9,63,0.9988,3.08,0.87,9.8,7,red
6.5,0.57,0.01,0.9,0.101,1,21,0.9946,3.63,0.73,12.6,5,red
5.3,0.66,0.06,4.5,0.07,12,71,0.9988,3.4,0.59,10.8,6,red
8.5,0.36,0.13,5.9,0.075,8,23,0.9995,3.22,0.42,9.4,5,red
10.0,0.85,-0.31,0.5,0.115,20,56,0.9973,3.44,0.77,10.3,6,red
7.8,0.34,0.23,0.3,0.046,27,38,0.996,3.34,0.64,10.0,5,red
9.9,0.36,0.25,4.8,0.029,4,36,0.9953,3.49,0.79,11.3,5,red
9.7,0.48,0.35,2.0,0.138,2,97,0.9968,3.34,0.56,10.1,5,red
6.9,0.43,0.19,2.3,0.112,25,15,0.9964,3.25,0.94,8.8,6,red
7.0,0.61,0.43,4.3,0.042,12,61,0.9957,3.35,0.94,11.0,4,red
5.9,0.47,0.61,1.4,0.092,24,31,0.9977,3.46,0.51,9.8,7,red
8.8,0.37,0.0,3.0,0.089,7,74,0.9972,3.19,0.72,7.9,6,red
9.2,0.33,0.03,0.7,0.053,9,1,0.9961,3.32,0.39,11.4,6,red
8.4,0.74,0.33,3.8,0.097,27,34,0.9961,3.13,0.52,9.0,6,red
7.0,0.63,0.38,3.8,0.086,25,15,0.9936,3.38,0.51,9.3,6,red
8.2,0.3,0.04,2.9,0.13,31,97,0.9965,3.32,0.56,10.5,5,red
9.5,0.64,0.59,2.6,0.107,14,87,0.9944,3.4,0.61,10.6,6,red
9.4,0.47,0.09,2.6,0.062,29,22,0.9961,3.46,0.53,9.8,5,red
9.2,0.25,0.22,2.4,0.061,21,7,0.9974,3.21,0.69,10.8,7,red
8.9,0.31,0.4,2.5,0.108,20,30,0.9933,3.34,0.4,11.3,5,red
10.3,0.71,0.54,3.8,0.003,7,71,0.9962,3.34,0.83,9.4,6,red
6.7,0.77,0.08,0.1,0.034,23,55,0.9974,3.21,0.48,10.5,5,red
7.3,0.66,0.41,5.2,0.078,13,33,0.9938,3.16,0.63,10.5,6,red
6.8,0.4,0.25,2.9,0.081,35,83,0.9956,3.54,0.59,11.7,4,red
7.7,0.62,-0.01,5.8,0.134,16,57,0.9942,3.25,0.83,10.6,4,red
10.8,0.62,0.15,3.0,0.021,14,18,0.9984,3.25,0.6,8.4,7,red
7.1,0.08,0.04,2.6,0.066,29,-23,0.9955,3.27,0.91,12.9,7,red
7.1,0.63,0.4,3.5,0.087,17,114,0.9954,3.39,0.72,10.5,5,red
5.4,0.56,-0.0,0.9,0.072,7,36,0.9984,3.24,0.5,10.7,5,red
9.4,0.95,0.35,1.1,0.052,0,-32,0.9962,3.19,0.62,10.3,6,red
8.3,0.89,0.27,2.3,0.057,7,56,1.0002,3.33,0.65,10.7,6,red
10.7,0.52,0.33,2.7,0.099,-3,-9,0.9977,3.42,0.78,10.8,7,red
10.7,0.61,0.27,4.1,0.074,15,88,0.9976,3.38,0.69,11.2,5,red
6.4,0.55,0.1,2.7,0.069,25,86,0.9976,3.22,0.62,10.2,4,red
8.2,0.45,0.34,4.7,0.032,10,39,0.9992,3.15,0.53,7.8,6,red
10.5,0.28,0.29,-1.1,0.194,42,10,0.9908,3.16,0.74,9.9,5,red
7.1,0.41,0.17,5.2,0.094,1,62,0.998,3.36,0.6,10.2,7,red
10.0,0.45,0.76,2.1,0.161,21,86,0.9952,3.39,0.54,9.6,5,red
4.1,0.75,0.04,3.6,0.074,20,43,0.9945,3.24,0.49,9.2,7,red
8.2,0.57,0.37,4.3,0.093,11,34,0.9964,3.23,0.83,9.9,6,red
